"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"w10128846_klm","exercise ","cloth",1,"Read","stretch","Study1","U","Study Phase",1176,"Recall1","USM"
"W10129579_es","hand","cloth",1,"Read","stretch","Study1","U","Study Phase",1605,"Recall1","USM"
"w10132784ANG","bones","cloth",1,"Read","stretch","Study1","U","Study Phase",716,"Recall1","USM"
"W10133649_mjh","cloth","cloth",1,"Read","stretch","Study1","U","Study Phase",1249,"Recall1","USM"
"w10136516_mld","cloth","cloth",1,"Read","stretch","Study1","U","Study Phase",2441,"Recall1","USM"
"w10153319HLP","cloth","cloth",1,"Read","stretch","Study1","U","Study Phase",1266,"Recall1","USM"
"w10154153_CLJ","","cloth",1,"Read","stretch","Study1","U","Study Phase",1617,"Recall1","USM"
"w10157807CA","cloth","cloth",1,"Read","stretch","Study1","U","Study Phase",1042,"Recall1","USM"
"w10162363_DMF","yawn","cloth",1,"Read","stretch","Study1","U","Study Phase",228,"Recall1","USM"
"w10166559CB","","cloth",1,"Read","stretch","Study1","U","Study Phase",1153,"Recall1","USM"
"w10193139SS","marks","cloth",1,"Read","stretch","Study1","U","Study Phase",2004,"Recall1","USM"
"w10199898","batch","cloth",1,"Read","stretch","Study1","U","Study Phase",1584,"Recall1","USM"
"W10087993_tlh","bird","bird",1,"Read","swan","Study1","F","Study Phase",1631,"Recall1","USM"
"W10113617_mr","lake","bird",1,"Read","swan","Study1","F","Study Phase",1376,"Recall1","USM"
"W10124981_NW","song","bird",1,"Read","swan","Study1","F","Study Phase",1573,"Recall1","USM"
"W10126357_MJ","","bird",1,"Read","swan","Study1","F","Study Phase",669,"Recall1","USM"
"w10128846_klm","bird","bird",1,"Read","swan","Study1","F","Study Phase",969,"Recall1","USM"
"W10129579_es","duck","bird",1,"Read","swan","Study1","F","Study Phase",1097,"Recall1","USM"
"w10132784ANG","lake","bird",1,"Read","swan","Study1","F","Study Phase",932,"Recall1","USM"
"W10133649_mjh","bird","bird",1,"Read","swan","Study1","F","Study Phase",1372,"Recall1","USM"
"w10136516_mld","dove","bird",1,"Read","swan","Study1","F","Study Phase",1596,"Recall1","USM"
"w10153319HLP","pond","bird",1,"Read","swan","Study1","F","Study Phase",1090,"Recall1","USM"
"w10154153_CLJ","lake","bird",1,"Read","swan","Study1","F","Study Phase",1168,"Recall1","USM"
"w10157807CA","bird","bird",1,"Read","swan","Study1","F","Study Phase",982,"Recall1","USM"
"w10162363_DMF","duck","bird",1,"Read","swan","Study1","F","Study Phase",708,"Recall1","USM"
"w10166559CB","duck","bird",1,"Read","swan","Study1","F","Study Phase",1728,"Recall1","USM"
"w10193139SS","lake","bird",1,"Read","swan","Study1","F","Study Phase",1584,"Recall1","USM"
"w10199898","","bird",1,"Read","swan","Study1","F","Study Phase",1637,"Recall1","USM"
"W10087993_tlh","hot","morning",1,"Read","temperature","Study1","U","Study Phase",2017,"Recall1","USM"
"W10113617_mr","morning","morning",1,"Read","temperature","Study1","U","Study Phase",1412,"Recall1","USM"
"W10124981_NW","heat","morning",1,"Read","temperature","Study1","U","Study Phase",2203,"Recall1","USM"
"W10126357_MJ","gauge","morning",1,"Read","temperature","Study1","U","Study Phase",1115,"Recall1","USM"
"w10128846_klm","cold","morning",1,"Read","temperature","Study1","U","Study Phase",1656,"Recall1","USM"
"W10129579_es","morning","morning",1,"Read","temperature","Study1","U","Study Phase",1976,"Recall1","USM"
"w10132784ANG","degrees","morning",1,"Read","temperature","Study1","U","Study Phase",1486,"Recall1","USM"
"W10133649_mjh","morning","morning",1,"Read","temperature","Study1","U","Study Phase",1090,"Recall1","USM"
"w10136516_mld","dark","morning",1,"Read","temperature","Study1","U","Study Phase",1571,"Recall1","USM"
"w10153319HLP","","morning",1,"Read","temperature","Study1","U","Study Phase",1058,"Recall1","USM"
"w10154153_CLJ","morning","morning",1,"Read","temperature","Study1","U","Study Phase",1573,"Recall1","USM"
"w10157807CA","warm","morning",1,"Read","temperature","Study1","U","Study Phase",2354,"Recall1","USM"
"w10162363_DMF","weather","morning",1,"Read","temperature","Study1","U","Study Phase",359,"Recall1","USM"
"w10166559CB","morning","morning",1,"Read","temperature","Study1","U","Study Phase",1143,"Recall1","USM"
"w10193139SS","cold","morning",1,"Read","temperature","Study1","U","Study Phase",1455,"Recall1","USM"
"w10199898","hot","morning",1,"Read","temperature","Study1","U","Study Phase",976,"Recall1","USM"
"W10087993_tlh","brush","comb",1,"Read","tooth","Study1","M","Study Phase",2010,"Recall1","USM"
"W10113617_mr","comb","comb",1,"Read","tooth","Study1","M","Study Phase",1507,"Recall1","USM"
"W10124981_NW","nail","comb",1,"Read","tooth","Study1","M","Study Phase",1316,"Recall1","USM"
"W10126357_MJ","ache","comb",1,"Read","tooth","Study1","M","Study Phase",1815,"Recall1","USM"
"w10128846_klm","ache ","comb",1,"Read","tooth","Study1","M","Study Phase",1150,"Recall1","USM"
"W10129579_es","mouth","comb",1,"Read","tooth","Study1","M","Study Phase",3645,"Recall1","USM"
"w10132784ANG","fairy","comb",1,"Read","tooth","Study1","M","Study Phase",1486,"Recall1","USM"
"W10133649_mjh","comb","comb",1,"Read","tooth","Study1","M","Study Phase",1215,"Recall1","USM"
"w10136516_mld","brush","comb",1,"Read","tooth","Study1","M","Study Phase",1808,"Recall1","USM"
"w10153319HLP","white","comb",1,"Read","tooth","Study1","M","Study Phase",729,"Recall1","USM"
"w10154153_CLJ","rough","comb",1,"Read","tooth","Study1","M","Study Phase",1575,"Recall1","USM"
"w10157807CA","","comb",1,"Read","tooth","Study1","M","Study Phase",1244,"Recall1","USM"
"w10162363_DMF","fairy","comb",1,"Read","tooth","Study1","M","Study Phase",332,"Recall1","USM"
"w10166559CB","ache","comb",1,"Read","tooth","Study1","M","Study Phase",373,"Recall1","USM"
"w10193139SS","ache","comb",1,"Read","tooth","Study1","M","Study Phase",1310,"Recall1","USM"
"w10199898","","comb",1,"Read","tooth","Study1","M","Study Phase",1847,"Recall1","USM"
"W10087993_tlh","flee","pancakes",1,"Read","tree","Study1","M","Study Phase",2071,"Recall1","USM"
"W10113617_mr","keys","pancakes",1,"Read","tree","Study1","M","Study Phase",8910,"Recall1","USM"
"W10124981_NW","leaves","pancakes",1,"Read","tree","Study1","M","Study Phase",990,"Recall1","USM"
"W10126357_MJ","green","pancakes",1,"Read","tree","Study1","M","Study Phase",1537,"Recall1","USM"
"w10128846_klm","green","pancakes",1,"Read","tree","Study1","M","Study Phase",1262,"Recall1","USM"
"W10129579_es","green","pancakes",1,"Read","tree","Study1","M","Study Phase",6564,"Recall1","USM"
"w10132784ANG","house","pancakes",1,"Read","tree","Study1","M","Study Phase",5889,"Recall1","USM"
"W10133649_mjh","green","pancakes",1,"Read","tree","Study1","M","Study Phase",1514,"Recall1","USM"
"w10136516_mld","green","pancakes",1,"Read","tree","Study1","M","Study Phase",4854,"Recall1","USM"
"w10153319HLP","green","pancakes",1,"Read","tree","Study1","M","Study Phase",777,"Recall1","USM"
"w10154153_CLJ","green","pancakes",1,"Read","tree","Study1","M","Study Phase",2630,"Recall1","USM"
"w10157807CA","","pancakes",1,"Read","tree","Study1","M","Study Phase",574,"Recall1","USM"
"w10162363_DMF","hill","pancakes",1,"Read","tree","Study1","M","Study Phase",693,"Recall1","USM"
"w10166559CB","roots","pancakes",1,"Read","tree","Study1","M","Study Phase",1617,"Recall1","USM"
"w10193139SS","green","pancakes",1,"Read","tree","Study1","M","Study Phase",1923,"Recall1","USM"
"w10199898","greens","pancakes",1,"Read","tree","Study1","M","Study Phase",1505,"Recall1","USM"
"W10087993_tlh","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1796,"Recall1","USM"
"W10113617_mr","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1269,"Recall1","USM"
"W10124981_NW","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1096,"Recall1","USM"
"W10126357_MJ","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1058,"Recall1","USM"
"w10128846_klm","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1196,"Recall1","USM"
"W10129579_es","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1435,"Recall1","USM"
"w10132784ANG","fish","fish",1,"Read","tuna","Study1","F","Study Phase",819,"Recall1","USM"
"W10133649_mjh","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1029,"Recall1","USM"
"w10136516_mld","fish","fish",1,"Read","tuna","Study1","F","Study Phase",850,"Recall1","USM"
"w10153319HLP","fish","fish",1,"Read","tuna","Study1","F","Study Phase",872,"Recall1","USM"
"w10154153_CLJ","fish","fish",1,"Read","tuna","Study1","F","Study Phase",2941,"Recall1","USM"
"w10157807CA","fish","fish",1,"Read","tuna","Study1","F","Study Phase",701,"Recall1","USM"
"w10162363_DMF","fish","fish",1,"Read","tuna","Study1","F","Study Phase",370,"Recall1","USM"
"w10166559CB","fish","fish",1,"Read","tuna","Study1","F","Study Phase",544,"Recall1","USM"
"w10193139SS","fish","fish",1,"Read","tuna","Study1","F","Study Phase",878,"Recall1","USM"
"w10199898","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1595,"Recall1","USM"
"W10087993_tlh","car","charm",1,"Read","vehicle","Study1","U","Study Phase",1909,"Recall1","USM"
"W10113617_mr","","charm",1,"Read","vehicle","Study1","U","Study Phase",6986,"Recall1","USM"
"W10124981_NW","car","charm",1,"Read","vehicle","Study1","U","Study Phase",845,"Recall1","USM"
"W10126357_MJ","truck","charm",1,"Read","vehicle","Study1","U","Study Phase",1493,"Recall1","USM"
"w10128846_klm","drive","charm",1,"Read","vehicle","Study1","U","Study Phase",987,"Recall1","USM"
"W10129579_es","keys","charm",1,"Read","vehicle","Study1","U","Study Phase",1321,"Recall1","USM"
"w10132784ANG","car","charm",1,"Read","vehicle","Study1","U","Study Phase",1287,"Recall1","USM"
"W10133649_mjh","","charm",1,"Read","vehicle","Study1","U","Study Phase",888,"Recall1","USM"
"w10136516_mld","car","charm",1,"Read","vehicle","Study1","U","Study Phase",2861,"Recall1","USM"
"w10153319HLP","","charm",1,"Read","vehicle","Study1","U","Study Phase",1432,"Recall1","USM"
"w10154153_CLJ","car","charm",1,"Read","vehicle","Study1","U","Study Phase",1636,"Recall1","USM"
"w10157807CA","","charm",1,"Read","vehicle","Study1","U","Study Phase",609,"Recall1","USM"
"w10162363_DMF","car","charm",1,"Read","vehicle","Study1","U","Study Phase",363,"Recall1","USM"
"w10166559CB","drive","charm",1,"Read","vehicle","Study1","U","Study Phase",175,"Recall1","USM"
"w10193139SS","gas","charm",1,"Read","vehicle","Study1","U","Study Phase",881,"Recall1","USM"
"w10199898","car","charm",1,"Read","vehicle","Study1","U","Study Phase",1419,"Recall1","USM"
"W10087993_tlh","war","money",1,"Read","wage","Study1","F","Study Phase",1811,"Recall1","USM"
"W10113617_mr","","money",1,"Read","wage","Study1","F","Study Phase",1912,"Recall1","USM"
"W10124981_NW","pay","money",1,"Read","wage","Study1","F","Study Phase",1721,"Recall1","USM"
"W10126357_MJ","pay","money",1,"Read","wage","Study1","F","Study Phase",1186,"Recall1","USM"
"w10128846_klm","n/a","money",1,"Read","wage","Study1","F","Study Phase",1402,"Recall1","USM"
"W10129579_es","high","money",1,"Read","wage","Study1","F","Study Phase",970,"Recall1","USM"
"w10132784ANG","money","money",1,"Read","wage","Study1","F","Study Phase",717,"Recall1","USM"
"W10133649_mjh","money","money",1,"Read","wage","Study1","F","Study Phase",829,"Recall1","USM"
"w10136516_mld","pay","money",1,"Read","wage","Study1","F","Study Phase",1515,"Recall1","USM"
"w10153319HLP","money ","money",1,"Read","wage","Study1","F","Study Phase",1010,"Recall1","USM"
"w10154153_CLJ","money","money",1,"Read","wage","Study1","F","Study Phase",1504,"Recall1","USM"
"w10157807CA","money","money",1,"Read","wage","Study1","F","Study Phase",908,"Recall1","USM"
"w10162363_DMF","gap","money",1,"Read","wage","Study1","F","Study Phase",511,"Recall1","USM"
"w10166559CB","money","money",1,"Read","wage","Study1","F","Study Phase",362,"Recall1","USM"
"w10193139SS","pay","money",1,"Read","wage","Study1","F","Study Phase",1349,"Recall1","USM"
"w10199898","money","money",1,"Read","wage","Study1","F","Study Phase",2111,"Recall1","USM"
"W10087993_tlh","loud","loud",1,"Read","war","Study1","M","Study Phase",1784,"Recall1","USM"
"W10113617_mr","loud","loud",1,"Read","war","Study1","M","Study Phase",4943,"Recall1","USM"
"W10124981_NW","loud","loud",1,"Read","war","Study1","M","Study Phase",1063,"Recall1","USM"
"W10126357_MJ","","loud",1,"Read","war","Study1","M","Study Phase",1298,"Recall1","USM"
"w10128846_klm","loud","loud",1,"Read","war","Study1","M","Study Phase",1743,"Recall1","USM"
"W10129579_es","zone","loud",1,"Read","war","Study1","M","Study Phase",488,"Recall1","USM"
"w10132784ANG","loud","loud",1,"Read","war","Study1","M","Study Phase",726,"Recall1","USM"
"W10133649_mjh","","loud",1,"Read","war","Study1","M","Study Phase",1926,"Recall1","USM"
"w10136516_mld","fight","loud",1,"Read","war","Study1","M","Study Phase",2272,"Recall1","USM"
"w10153319HLP","loud","loud",1,"Read","war","Study1","M","Study Phase",1027,"Recall1","USM"
"w10154153_CLJ","loud","loud",1,"Read","war","Study1","M","Study Phase",1156,"Recall1","USM"
"w10157807CA","loud","loud",1,"Read","war","Study1","M","Study Phase",569,"Recall1","USM"
"w10162363_DMF","dog","loud",1,"Read","war","Study1","M","Study Phase",247,"Recall1","USM"
"w10166559CB","fight","loud",1,"Read","war","Study1","M","Study Phase",351,"Recall1","USM"
"w10193139SS","fight","loud",1,"Read","war","Study1","M","Study Phase",1517,"Recall1","USM"
"w10199898","","loud",1,"Read","war","Study1","M","Study Phase",860,"Recall1","USM"
"W10087993_tlh","hand","hand",1,"Read","wedding","Study1","M","Study Phase",2060,"Recall1","USM"
"W10113617_mr","hand","hand",1,"Read","wedding","Study1","M","Study Phase",3903,"Recall1","USM"
"W10124981_NW","cake","hand",1,"Read","wedding","Study1","M","Study Phase",768,"Recall1","USM"
"W10126357_MJ","","hand",1,"Read","wedding","Study1","M","Study Phase",1910,"Recall1","USM"
"w10128846_klm","gown","hand",1,"Read","wedding","Study1","M","Study Phase",1684,"Recall1","USM"
"W10129579_es","time","hand",1,"Read","wedding","Study1","M","Study Phase",1461,"Recall1","USM"
"w10132784ANG","singer","hand",1,"Read","wedding","Study1","M","Study Phase",1178,"Recall1","USM"
"W10133649_mjh","hand","hand",1,"Read","wedding","Study1","M","Study Phase",818,"Recall1","USM"
"w10136516_mld","hand","hand",1,"Read","wedding","Study1","M","Study Phase",2598,"Recall1","USM"
"w10153319HLP","cake","hand",1,"Read","wedding","Study1","M","Study Phase",794,"Recall1","USM"
"w10154153_CLJ","ring","hand",1,"Read","wedding","Study1","M","Study Phase",1421,"Recall1","USM"
"w10157807CA","","hand",1,"Read","wedding","Study1","M","Study Phase",545,"Recall1","USM"
"w10162363_DMF","cake","hand",1,"Read","wedding","Study1","M","Study Phase",222,"Recall1","USM"
"w10166559CB","cake","hand",1,"Read","wedding","Study1","M","Study Phase",330,"Recall1","USM"
"w10193139SS","cake","hand",1,"Read","wedding","Study1","M","Study Phase",1008,"Recall1","USM"
"w10199898","","hand",1,"Read","wedding","Study1","M","Study Phase",1435,"Recall1","USM"
"W10087993_tlh","puzzle","sentence",1,"Read","word","Study1","F","Study Phase",1685,"Recall1","USM"
"W10113617_mr","","sentence",1,"Read","word","Study1","F","Study Phase",722,"Recall1","USM"
"W10124981_NW","sentence","sentence",1,"Read","word","Study1","F","Study Phase",932,"Recall1","USM"
"W10126357_MJ","","sentence",1,"Read","word","Study1","F","Study Phase",1201,"Recall1","USM"
"w10128846_klm","study","sentence",1,"Read","word","Study1","F","Study Phase",953,"Recall1","USM"
"W10129579_es","ball","sentence",1,"Read","word","Study1","F","Study Phase",906,"Recall1","USM"
"w10132784ANG","letter","sentence",1,"Read","word","Study1","F","Study Phase",616,"Recall1","USM"
"W10133649_mjh","","sentence",1,"Read","word","Study1","F","Study Phase",508,"Recall1","USM"
"w10136516_mld","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1436,"Recall1","USM"
"w10153319HLP","","sentence",1,"Read","word","Study1","F","Study Phase",700,"Recall1","USM"
"w10154153_CLJ","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1423,"Recall1","USM"
"w10157807CA","","sentence",1,"Read","word","Study1","F","Study Phase",741,"Recall1","USM"
"w10162363_DMF","bank","sentence",1,"Read","word","Study1","F","Study Phase",1041,"Recall1","USM"
"w10166559CB","bird","sentence",1,"Read","word","Study1","F","Study Phase",1077,"Recall1","USM"
"w10193139SS","count","sentence",1,"Read","word","Study1","F","Study Phase",1150,"Recall1","USM"
"w10199898","","sentence",1,"Read","word","Study1","F","Study Phase",1874,"Recall1","USM"
"10186844TK","love","love",3,"Read","affection","Study1","F","Study Phase2",262,"Recall2","USM"
"10195067DH","love","love",3,"Read","affection","Study1","F","Study Phase2",1234,"Recall2","USM"
"w10086869_ipb","love","love",3,"Read","affection","Study1","F","Study Phase2",847,"Recall2","USM"
"W10110276_bab","love","love",3,"Read","affection","Study1","F","Study Phase2",1723,"Recall2","USM"
"w10114984AT","heart","love",3,"Read","affection","Study1","F","Study Phase2",1341,"Recall2","USM"
"w10131819PL","","love",3,"Read","affection","Study1","F","Study Phase2",1048,"Recall2","USM"
"W10159377_cdv","love","love",3,"Read","affection","Study1","F","Study Phase2",392,"Recall2","USM"
"w10164421KF","love","love",3,"Read","affection","Study1","F","Study Phase2",872,"Recall2","USM"
"W10169374_mds","love","love",3,"Read","affection","Study1","F","Study Phase2",1009,"Recall2","USM"
"W10173620_SEJ","love","love",3,"Read","affection","Study1","F","Study Phase2",1165,"Recall2","USM"
"w10181374_LC","love","love",3,"Read","affection","Study1","F","Study Phase2",1103,"Recall2","USM"
"w10181697ALB","love","love",3,"Read","affection","Study1","F","Study Phase2",1088,"Recall2","USM"
"w10182202_WKK","","love",3,"Read","affection","Study1","F","Study Phase2",747,"Recall2","USM"
"w10182746_ken","love","love",3,"Read","affection","Study1","F","Study Phase2",2274,"Recall2","USM"
"w10186363JW","care","love",3,"Read","affection","Study1","F","Study Phase2",271,"Recall2","USM"
"w467523BR","love","love",3,"Read","affection","Study1","F","Study Phase2",1506,"Recall2","USM"
"10186844TK","man","jump",3,"Read","bat","Study1","M","Study Phase2",231,"Recall2","USM"
"10195067DH","fat","jump",3,"Read","bat","Study1","M","Study Phase2",782,"Recall2","USM"
"w10086869_ipb","jump","jump",3,"Read","bat","Study1","M","Study Phase2",932,"Recall2","USM"
"W10110276_bab","wing","jump",3,"Read","bat","Study1","M","Study Phase2",1722,"Recall2","USM"
"w10114984AT","catcher","jump",3,"Read","bat","Study1","M","Study Phase2",3817,"Recall2","USM"
"w10131819PL","","jump",3,"Read","bat","Study1","M","Study Phase2",1342,"Recall2","USM"
"W10159377_cdv","mammal","jump",3,"Read","bat","Study1","M","Study Phase2",362,"Recall2","USM"
"w10164421KF","jump","jump",3,"Read","bat","Study1","M","Study Phase2",889,"Recall2","USM"
"W10169374_mds","jump","jump",3,"Read","bat","Study1","M","Study Phase2",1024,"Recall2","USM"
"W10173620_SEJ","","jump",3,"Read","bat","Study1","M","Study Phase2",2172,"Recall2","USM"
"w10181374_LC","jump","jump",3,"Read","bat","Study1","M","Study Phase2",877,"Recall2","USM"
"w10181697ALB","jump","jump",3,"Read","bat","Study1","M","Study Phase2",1500,"Recall2","USM"
"w10182202_WKK","","jump",3,"Read","bat","Study1","M","Study Phase2",781,"Recall2","USM"
"w10182746_ken","mat","jump",3,"Read","bat","Study1","M","Study Phase2",1062,"Recall2","USM"
"w10186363JW","swing","jump",3,"Read","bat","Study1","M","Study Phase2",157,"Recall2","USM"
"w467523BR","dive","jump",3,"Read","bat","Study1","M","Study Phase2",1058,"Recall2","USM"
"10186844TK","vacation","square",3,"Read","beach","Study1","M","Study Phase2",255,"Recall2","USM"
"10195067DH","white","square",3,"Read","beach","Study1","M","Study Phase2",2035,"Recall2","USM"
"w10086869_ipb","sun","square",3,"Read","beach","Study1","M","Study Phase2",1161,"Recall2","USM"
"W10110276_bab","ball","square",3,"Read","beach","Study1","M","Study Phase2",1109,"Recall2","USM"
"w10114984AT","hot","square",3,"Read","beach","Study1","M","Study Phase2",752,"Recall2","USM"
"w10131819PL","white ","square",3,"Read","beach","Study1","M","Study Phase2",1080,"Recall2","USM"
"W10159377_cdv","square","square",3,"Read","beach","Study1","M","Study Phase2",613,"Recall2","USM"
"w10164421KF","","square",3,"Read","beach","Study1","M","Study Phase2",819,"Recall2","USM"
"W10169374_mds","","square",3,"Read","beach","Study1","M","Study Phase2",1254,"Recall2","USM"
"W10173620_SEJ","circle","square",3,"Read","beach","Study1","M","Study Phase2",1883,"Recall2","USM"
"w10181374_LC","square","square",3,"Read","beach","Study1","M","Study Phase2",1053,"Recall2","USM"
"w10181697ALB","","square",3,"Read","beach","Study1","M","Study Phase2",2297,"Recall2","USM"
"w10182202_WKK","","square",3,"Read","beach","Study1","M","Study Phase2",765,"Recall2","USM"
"w10182746_ken","square","square",3,"Read","beach","Study1","M","Study Phase2",1785,"Recall2","USM"
"w10186363JW","sun","square",3,"Read","beach","Study1","M","Study Phase2",228,"Recall2","USM"
"w467523BR","sand","square",3,"Read","beach","Study1","M","Study Phase2",1221,"Recall2","USM"
"10186844TK","age","apple",3,"Read","birthday","Study1","M","Study Phase2",329,"Recall2","USM"
"10195067DH","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",1218,"Recall2","USM"
"w10086869_ipb","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",969,"Recall2","USM"
"W10110276_bab","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",903,"Recall2","USM"
"w10114984AT","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",3017,"Recall2","USM"
"w10131819PL","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",2509,"Recall2","USM"
"W10159377_cdv","","apple",3,"Read","birthday","Study1","M","Study Phase2",379,"Recall2","USM"
"w10164421KF","party","apple",3,"Read","birthday","Study1","M","Study Phase2",1923,"Recall2","USM"
"W10169374_mds","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",987,"Recall2","USM"
"W10173620_SEJ","celebration","apple",3,"Read","birthday","Study1","M","Study Phase2",1077,"Recall2","USM"
"w10181374_LC","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",1116,"Recall2","USM"
"w10181697ALB","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",2655,"Recall2","USM"
"w10182202_WKK","","apple",3,"Read","birthday","Study1","M","Study Phase2",779,"Recall2","USM"
"w10182746_ken","tree","apple",3,"Read","birthday","Study1","M","Study Phase2",1340,"Recall2","USM"
"w10186363JW","year","apple",3,"Read","birthday","Study1","M","Study Phase2",132,"Recall2","USM"
"w467523BR","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",882,"Recall2","USM"
"10186844TK","sweet","hand",3,"Read","cake","Study1","U","Study Phase2",331,"Recall2","USM"
"10195067DH","birthday","hand",3,"Read","cake","Study1","U","Study Phase2",704,"Recall2","USM"
"w10086869_ipb","birthday","hand",3,"Read","cake","Study1","U","Study Phase2",912,"Recall2","USM"
"W10110276_bab","fork","hand",3,"Read","cake","Study1","U","Study Phase2",1012,"Recall2","USM"
"w10114984AT","hand","hand",3,"Read","cake","Study1","U","Study Phase2",4623,"Recall2","USM"
"w10131819PL","birthday","hand",3,"Read","cake","Study1","U","Study Phase2",1381,"Recall2","USM"
"W10159377_cdv","piece","hand",3,"Read","cake","Study1","U","Study Phase2",275,"Recall2","USM"
"w10164421KF","","hand",3,"Read","cake","Study1","U","Study Phase2",776,"Recall2","USM"
"W10169374_mds","","hand",3,"Read","cake","Study1","U","Study Phase2",1945,"Recall2","USM"
"W10173620_SEJ","batter","hand",3,"Read","cake","Study1","U","Study Phase2",5482,"Recall2","USM"
"w10181374_LC","hand","hand",3,"Read","cake","Study1","U","Study Phase2",710,"Recall2","USM"
"w10181697ALB","icing","hand",3,"Read","cake","Study1","U","Study Phase2",1839,"Recall2","USM"
"w10182202_WKK","","hand",3,"Read","cake","Study1","U","Study Phase2",646,"Recall2","USM"
"w10182746_ken","hand","hand",3,"Read","cake","Study1","U","Study Phase2",1174,"Recall2","USM"
"w10186363JW","sugar","hand",3,"Read","cake","Study1","U","Study Phase2",289,"Recall2","USM"
"w467523BR","planner","hand",3,"Read","cake","Study1","U","Study Phase2",1276,"Recall2","USM"
"10186844TK","floor","rug",3,"Read","ceiling","Study1","M","Study Phase2",287,"Recall2","USM"
"10195067DH","wall","rug",3,"Read","ceiling","Study1","M","Study Phase2",777,"Recall2","USM"
"w10086869_ipb","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",993,"Recall2","USM"
"W10110276_bab","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",1181,"Recall2","USM"
"w10114984AT","high","rug",3,"Read","ceiling","Study1","M","Study Phase2",2378,"Recall2","USM"
"w10131819PL","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",1533,"Recall2","USM"
"W10159377_cdv","","rug",3,"Read","ceiling","Study1","M","Study Phase2",462,"Recall2","USM"
"w10164421KF","","rug",3,"Read","ceiling","Study1","M","Study Phase2",738,"Recall2","USM"
"W10169374_mds","","rug",3,"Read","ceiling","Study1","M","Study Phase2",740,"Recall2","USM"
"W10173620_SEJ","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",1357,"Recall2","USM"
"w10181374_LC","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",980,"Recall2","USM"
"w10181697ALB","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",1362,"Recall2","USM"
"w10182202_WKK","","rug",3,"Read","ceiling","Study1","M","Study Phase2",925,"Recall2","USM"
"w10182746_ken","","rug",3,"Read","ceiling","Study1","M","Study Phase2",1545,"Recall2","USM"
"w10186363JW","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",906,"Recall2","USM"
"w467523BR","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",1917,"Recall2","USM"
"10186844TK","shape","fun",3,"Read","circle","Study1","M","Study Phase2",325,"Recall2","USM"
"10195067DH","square","fun",3,"Read","circle","Study1","M","Study Phase2",925,"Recall2","USM"
"w10086869_ipb","fun","fun",3,"Read","circle","Study1","M","Study Phase2",1154,"Recall2","USM"
"W10110276_bab","pit","fun",3,"Read","circle","Study1","M","Study Phase2",1670,"Recall2","USM"
"w10114984AT","happy","fun",3,"Read","circle","Study1","M","Study Phase2",1715,"Recall2","USM"
"w10131819PL","","fun",3,"Read","circle","Study1","M","Study Phase2",978,"Recall2","USM"
"W10159377_cdv","","fun",3,"Read","circle","Study1","M","Study Phase2",270,"Recall2","USM"
"w10164421KF","","fun",3,"Read","circle","Study1","M","Study Phase2",963,"Recall2","USM"
"W10169374_mds","fun","fun",3,"Read","circle","Study1","M","Study Phase2",1011,"Recall2","USM"
"W10173620_SEJ","","fun",3,"Read","circle","Study1","M","Study Phase2",997,"Recall2","USM"
"w10181374_LC","fun","fun",3,"Read","circle","Study1","M","Study Phase2",846,"Recall2","USM"
"w10181697ALB","fun","fun",3,"Read","circle","Study1","M","Study Phase2",2537,"Recall2","USM"
"w10182202_WKK","","fun",3,"Read","circle","Study1","M","Study Phase2",931,"Recall2","USM"
"w10182746_ken","","fun",3,"Read","circle","Study1","M","Study Phase2",1237,"Recall2","USM"
"w10186363JW","sphere","fun",3,"Read","circle","Study1","M","Study Phase2",238,"Recall2","USM"
"w467523BR","","fun",3,"Read","circle","Study1","M","Study Phase2",1894,"Recall2","USM"
