"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"M20342121","bake ","shell",1,"Read","shake","Study1","U","Study Phase",2074,"Recall1","MSU"
"M20343281ega","shell","shell",1,"Read","shake","Study1","U","Study Phase",9491,"Recall1","MSU"
"M20346108TM","","shell",1,"Read","shake","Study1","U","Study Phase",1922,"Recall1","MSU"
"M20346509_saja","hand","shell",1,"Read","shake","Study1","U","Study Phase",1726,"Recall1","MSU"
"M20346883","hand","shell",1,"Read","shake","Study1","U","Study Phase",879,"Recall1","MSU"
"M20347444_cmb","","shell",1,"Read","shake","Study1","U","Study Phase",1611,"Recall1","MSU"
"20339972JT","well","nap",1,"Read","sleep","Study1","F","Study Phase",1127,"Recall1","MSU"
"M20323021_nn","bed","nap",1,"Read","sleep","Study1","F","Study Phase",4692,"Recall1","MSU"
"M20327479I.M.","bed","nap",1,"Read","sleep","Study1","F","Study Phase",1733,"Recall1","MSU"
"M20337240_kg","","nap",1,"Read","sleep","Study1","F","Study Phase",1639,"Recall1","MSU"
"M20337746_mr","","nap",1,"Read","sleep","Study1","F","Study Phase",1852,"Recall1","MSU"
"M20339580","","nap",1,"Read","sleep","Study1","F","Study Phase",1114,"Recall1","MSU"
"M20340664_ld","night","nap",1,"Read","sleep","Study1","F","Study Phase",1891,"Recall1","MSU"
"M20340883_pem","","nap",1,"Read","sleep","Study1","F","Study Phase",1874,"Recall1","MSU"
"M20342121","tight ","nap",1,"Read","sleep","Study1","F","Study Phase",7319,"Recall1","MSU"
"M20343281ega","nap","nap",1,"Read","sleep","Study1","F","Study Phase",9838,"Recall1","MSU"
"M20346108TM","nap","nap",1,"Read","sleep","Study1","F","Study Phase",9283,"Recall1","MSU"
"M20346509_saja","","nap",1,"Read","sleep","Study1","F","Study Phase",1165,"Recall1","MSU"
"M20346883","sheep","nap",1,"Read","sleep","Study1","F","Study Phase",1020,"Recall1","MSU"
"M20347444_cmb","","nap",1,"Read","sleep","Study1","F","Study Phase",3389,"Recall1","MSU"
"20339972JT","rectangle","beach",1,"Read","square","Study1","M","Study Phase",1078,"Recall1","MSU"
"M20323021_nn","beach","beach",1,"Read","square","Study1","M","Study Phase",9204,"Recall1","MSU"
"M20327479I.M.","triangle","beach",1,"Read","square","Study1","M","Study Phase",2303,"Recall1","MSU"
"M20337240_kg","wall","beach",1,"Read","square","Study1","M","Study Phase",1360,"Recall1","MSU"
"M20337746_mr","beach","beach",1,"Read","square","Study1","M","Study Phase",2751,"Recall1","MSU"
"M20339580","beach","beach",1,"Read","square","Study1","M","Study Phase",1198,"Recall1","MSU"
"M20340664_ld","beach","beach",1,"Read","square","Study1","M","Study Phase",5251,"Recall1","MSU"
"M20340883_pem","","beach",1,"Read","square","Study1","M","Study Phase",1322,"Recall1","MSU"
"M20342121","rectangle ","beach",1,"Read","square","Study1","M","Study Phase",4941,"Recall1","MSU"
"M20343281ega","beach","beach",1,"Read","square","Study1","M","Study Phase",11248,"Recall1","MSU"
"M20346108TM","beach","beach",1,"Read","square","Study1","M","Study Phase",13098,"Recall1","MSU"
"M20346509_saja","circle","beach",1,"Read","square","Study1","M","Study Phase",1528,"Recall1","MSU"
"M20346883","","beach",1,"Read","square","Study1","M","Study Phase",1060,"Recall1","MSU"
"M20347444_cmb","beach","beach",1,"Read","square","Study1","M","Study Phase",1562,"Recall1","MSU"
"20339972JT","house","give",1,"Read","steak","Study1","U","Study Phase",1214,"Recall1","MSU"
"M20323021_nn","","give",1,"Read","steak","Study1","U","Study Phase",5729,"Recall1","MSU"
"M20327479I.M.","give","give",1,"Read","steak","Study1","U","Study Phase",2094,"Recall1","MSU"
"M20337240_kg","desire","give",1,"Read","steak","Study1","U","Study Phase",3265,"Recall1","MSU"
"M20337746_mr","","give",1,"Read","steak","Study1","U","Study Phase",2270,"Recall1","MSU"
"M20339580","","give",1,"Read","steak","Study1","U","Study Phase",894,"Recall1","MSU"
"M20340664_ld","give","give",1,"Read","steak","Study1","U","Study Phase",5861,"Recall1","MSU"
"M20340883_pem","give","give",1,"Read","steak","Study1","U","Study Phase",1798,"Recall1","MSU"
"M20342121","give","give",1,"Read","steak","Study1","U","Study Phase",1845,"Recall1","MSU"
"M20343281ega","give","give",1,"Read","steak","Study1","U","Study Phase",8803,"Recall1","MSU"
"M20346108TM","give","give",1,"Read","steak","Study1","U","Study Phase",7115,"Recall1","MSU"
"M20346509_saja","","give",1,"Read","steak","Study1","U","Study Phase",2160,"Recall1","MSU"
"M20346883","cook","give",1,"Read","steak","Study1","U","Study Phase",802,"Recall1","MSU"
"M20347444_cmb","give","give",1,"Read","steak","Study1","U","Study Phase",5318,"Recall1","MSU"
"20339972JT","tac","sign",1,"Read","tick","Study1","U","Study Phase",5870,"Recall1","MSU"
"M20323021_nn","tag","sign",1,"Read","tick","Study1","U","Study Phase",5158,"Recall1","MSU"
"M20327479I.M.","red","sign",1,"Read","tick","Study1","U","Study Phase",5386,"Recall1","MSU"
"M20337240_kg","","sign",1,"Read","tick","Study1","U","Study Phase",4484,"Recall1","MSU"
"M20337746_mr","","sign",1,"Read","tick","Study1","U","Study Phase",2731,"Recall1","MSU"
"M20339580","","sign",1,"Read","tick","Study1","U","Study Phase",1015,"Recall1","MSU"
"M20340664_ld","fast","sign",1,"Read","tick","Study1","U","Study Phase",4701,"Recall1","MSU"
"M20340883_pem","","sign",1,"Read","tick","Study1","U","Study Phase",1916,"Recall1","MSU"
"M20342121","tok","sign",1,"Read","tick","Study1","U","Study Phase",1815,"Recall1","MSU"
"M20343281ega","sign","sign",1,"Read","tick","Study1","U","Study Phase",8583,"Recall1","MSU"
"M20346108TM","sign","sign",1,"Read","tick","Study1","U","Study Phase",5428,"Recall1","MSU"
"M20346509_saja","tack","sign",1,"Read","tick","Study1","U","Study Phase",3356,"Recall1","MSU"
"M20346883","","sign",1,"Read","tick","Study1","U","Study Phase",1006,"Recall1","MSU"
"M20347444_cmb","food","sign",1,"Read","tick","Study1","U","Study Phase",2980,"Recall1","MSU"
"20339972JT","wheel","horse",1,"Read","tire","Study1","M","Study Phase",5346,"Recall1","MSU"
"M20323021_nn","cat","horse",1,"Read","tire","Study1","M","Study Phase",7650,"Recall1","MSU"
"M20327479I.M.","donkey","horse",1,"Read","tire","Study1","M","Study Phase",1838,"Recall1","MSU"
"M20337240_kg","horse","horse",1,"Read","tire","Study1","M","Study Phase",5986,"Recall1","MSU"
"M20337746_mr","tree","horse",1,"Read","tire","Study1","M","Study Phase",2633,"Recall1","MSU"
"M20339580","","horse",1,"Read","tire","Study1","M","Study Phase",932,"Recall1","MSU"
"M20340664_ld","horse","horse",1,"Read","tire","Study1","M","Study Phase",11782,"Recall1","MSU"
"M20340883_pem","horse","horse",1,"Read","tire","Study1","M","Study Phase",18920,"Recall1","MSU"
"M20342121","","horse",1,"Read","tire","Study1","M","Study Phase",906,"Recall1","MSU"
"M20343281ega","horse","horse",1,"Read","tire","Study1","M","Study Phase",13476,"Recall1","MSU"
"M20346108TM","horse","horse",1,"Read","tire","Study1","M","Study Phase",15279,"Recall1","MSU"
"M20346509_saja","","horse",1,"Read","tire","Study1","M","Study Phase",3087,"Recall1","MSU"
"M20346883","","horse",1,"Read","tire","Study1","M","Study Phase",825,"Recall1","MSU"
"M20347444_cmb","","horse",1,"Read","tire","Study1","M","Study Phase",2410,"Recall1","MSU"
"20339972JT","can","litter",1,"Read","trash","Study1","F","Study Phase",1652,"Recall1","MSU"
"M20323021_nn","","litter",1,"Read","trash","Study1","F","Study Phase",10015,"Recall1","MSU"
"M20327479I.M.","can","litter",1,"Read","trash","Study1","F","Study Phase",1689,"Recall1","MSU"
"M20337240_kg","litter ","litter",1,"Read","trash","Study1","F","Study Phase",1409,"Recall1","MSU"
"M20337746_mr","","litter",1,"Read","trash","Study1","F","Study Phase",1616,"Recall1","MSU"
"M20339580","","litter",1,"Read","trash","Study1","F","Study Phase",992,"Recall1","MSU"
"M20340664_ld","litter","litter",1,"Read","trash","Study1","F","Study Phase",6173,"Recall1","MSU"
"M20340883_pem","litter","litter",1,"Read","trash","Study1","F","Study Phase",20290,"Recall1","MSU"
"M20342121","litter","litter",1,"Read","trash","Study1","F","Study Phase",5667,"Recall1","MSU"
"M20343281ega","litter","litter",1,"Read","trash","Study1","F","Study Phase",9870,"Recall1","MSU"
"M20346108TM","","litter",1,"Read","trash","Study1","F","Study Phase",119,"Recall1","MSU"
"M20346509_saja","litter","litter",1,"Read","trash","Study1","F","Study Phase",1082,"Recall1","MSU"
"M20346883","paper","litter",1,"Read","trash","Study1","F","Study Phase",1245,"Recall1","MSU"
"M20347444_cmb","kitchen ","litter",1,"Read","trash","Study1","F","Study Phase",2261,"Recall1","MSU"
"20339972JT","caterpillar","rough",1,"Read","worm","Study1","M","Study Phase",878,"Recall1","MSU"
"M20323021_nn","rough","rough",1,"Read","worm","Study1","M","Study Phase",10557,"Recall1","MSU"
"M20327479I.M.","rough","rough",1,"Read","worm","Study1","M","Study Phase",2986,"Recall1","MSU"
"M20337240_kg","","rough",1,"Read","worm","Study1","M","Study Phase",3064,"Recall1","MSU"
"M20337746_mr","","rough",1,"Read","worm","Study1","M","Study Phase",2852,"Recall1","MSU"
"M20339580","bug","rough",1,"Read","worm","Study1","M","Study Phase",660,"Recall1","MSU"
"M20340664_ld","cold","rough",1,"Read","worm","Study1","M","Study Phase",6448,"Recall1","MSU"
"M20340883_pem","","rough",1,"Read","worm","Study1","M","Study Phase",1627,"Recall1","MSU"
"M20342121","slimy","rough",1,"Read","worm","Study1","M","Study Phase",1286,"Recall1","MSU"
"M20343281ega","rough","rough",1,"Read","worm","Study1","M","Study Phase",10140,"Recall1","MSU"
"M20346108TM","","rough",1,"Read","worm","Study1","M","Study Phase",133,"Recall1","MSU"
"M20346509_saja","","rough",1,"Read","worm","Study1","M","Study Phase",2464,"Recall1","MSU"
"M20346883","","rough",1,"Read","worm","Study1","M","Study Phase",759,"Recall1","MSU"
"M20347444_cmb","tough","rough",1,"Read","worm","Study1","M","Study Phase",2097,"Recall1","MSU"
"M20321999_HAM","love","love",3,"Read","affection","Study1","F","Study Phase2",1172,"Recall2","MSU"
"M20322827JS","love","love",3,"Read","affection","Study1","F","Study Phase2",2088,"Recall2","MSU"
"M20329189AT","love","love",3,"Read","affection","Study1","F","Study Phase2",4246,"Recall2","MSU"
"M20334475","love","love",3,"Read","affection","Study1","F","Study Phase2",3667,"Recall2","MSU"
"M20334505andJY","love","love",3,"Read","affection","Study1","F","Study Phase2",3118,"Recall2","MSU"
"M20339287_SAR","","love",3,"Read","affection","Study1","F","Study Phase2",1513,"Recall2","MSU"
"M20339479_knm","","love",3,"Read","affection","Study1","F","Study Phase2",3680,"Recall2","MSU"
"M20339742_EG","love","love",3,"Read","affection","Study1","F","Study Phase2",3802,"Recall2","MSU"
"M20339990MP","love","love",3,"Read","affection","Study1","F","Study Phase2",917,"Recall2","MSU"
"M20340212_ras","","love",3,"Read","affection","Study1","F","Study Phase2",1257,"Recall2","MSU"
"M20340782_eew","love","love",3,"Read","affection","Study1","F","Study Phase2",1537,"Recall2","MSU"
"M20341488_rb","love","love",3,"Read","affection","Study1","F","Study Phase2",1004,"Recall2","MSU"
"M20321999_HAM","fly","jump",3,"Read","bat","Study1","M","Study Phase2",763,"Recall2","MSU"
"M20322827JS","jump","jump",3,"Read","bat","Study1","M","Study Phase2",4564,"Recall2","MSU"
"M20329189AT","dark ","jump",3,"Read","bat","Study1","M","Study Phase2",5674,"Recall2","MSU"
"M20334475","jump","jump",3,"Read","bat","Study1","M","Study Phase2",1628,"Recall2","MSU"
"M20334505andJY","swing","jump",3,"Read","bat","Study1","M","Study Phase2",3266,"Recall2","MSU"
"M20339287_SAR","man","jump",3,"Read","bat","Study1","M","Study Phase2",1142,"Recall2","MSU"
"M20339479_knm","fly","jump",3,"Read","bat","Study1","M","Study Phase2",2495,"Recall2","MSU"
"M20339742_EG","jump","jump",3,"Read","bat","Study1","M","Study Phase2",3239,"Recall2","MSU"
"M20339990MP","","jump",3,"Read","bat","Study1","M","Study Phase2",749,"Recall2","MSU"
"M20340212_ras","baseball","jump",3,"Read","bat","Study1","M","Study Phase2",1796,"Recall2","MSU"
"M20340782_eew","fly","jump",3,"Read","bat","Study1","M","Study Phase2",5818,"Recall2","MSU"
"M20341488_rb","swing","jump",3,"Read","bat","Study1","M","Study Phase2",615,"Recall2","MSU"
"M20321999_HAM","","square",3,"Read","beach","Study1","M","Study Phase2",2238,"Recall2","MSU"
"M20322827JS","square","square",3,"Read","beach","Study1","M","Study Phase2",6076,"Recall2","MSU"
"M20329189AT","prime","square",3,"Read","beach","Study1","M","Study Phase2",2171,"Recall2","MSU"
"M20334475","","square",3,"Read","beach","Study1","M","Study Phase2",2175,"Recall2","MSU"
"M20334505andJY","summer","square",3,"Read","beach","Study1","M","Study Phase2",3297,"Recall2","MSU"
"M20339287_SAR","","square",3,"Read","beach","Study1","M","Study Phase2",1148,"Recall2","MSU"
"M20339479_knm","","square",3,"Read","beach","Study1","M","Study Phase2",2948,"Recall2","MSU"
"M20339742_EG","sand","square",3,"Read","beach","Study1","M","Study Phase2",4261,"Recall2","MSU"
"M20339990MP","","square",3,"Read","beach","Study1","M","Study Phase2",1059,"Recall2","MSU"
"M20340212_ras","square","square",3,"Read","beach","Study1","M","Study Phase2",3441,"Recall2","MSU"
"M20340782_eew","square","square",3,"Read","beach","Study1","M","Study Phase2",7182,"Recall2","MSU"
"M20341488_rb","house","square",3,"Read","beach","Study1","M","Study Phase2",2241,"Recall2","MSU"
"M20321999_HAM","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",568,"Recall2","MSU"
"M20322827JS","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",6192,"Recall2","MSU"
"M20329189AT","surprise","apple",3,"Read","birthday","Study1","M","Study Phase2",2546,"Recall2","MSU"
"M20334475","","apple",3,"Read","birthday","Study1","M","Study Phase2",3461,"Recall2","MSU"
"M20334505andJY","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",2784,"Recall2","MSU"
"M20339287_SAR","","apple",3,"Read","birthday","Study1","M","Study Phase2",1239,"Recall2","MSU"
"M20339479_knm","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",4066,"Recall2","MSU"
"M20339742_EG","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",7899,"Recall2","MSU"
"M20339990MP","","apple",3,"Read","birthday","Study1","M","Study Phase2",1098,"Recall2","MSU"
"M20340212_ras","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",1021,"Recall2","MSU"
"M20340782_eew","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",8330,"Recall2","MSU"
"M20341488_rb","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",1134,"Recall2","MSU"
"M20321999_HAM","","hand",3,"Read","cake","Study1","U","Study Phase2",2000,"Recall2","MSU"
"M20322827JS","hand","hand",3,"Read","cake","Study1","U","Study Phase2",3085,"Recall2","MSU"
"M20329189AT","tonight","hand",3,"Read","cake","Study1","U","Study Phase2",4206,"Recall2","MSU"
"M20334475","hand","hand",3,"Read","cake","Study1","U","Study Phase2",1873,"Recall2","MSU"
"M20334505andJY","icing","hand",3,"Read","cake","Study1","U","Study Phase2",2218,"Recall2","MSU"
"M20339287_SAR","","hand",3,"Read","cake","Study1","U","Study Phase2",1733,"Recall2","MSU"
"M20339479_knm","hand","hand",3,"Read","cake","Study1","U","Study Phase2",4210,"Recall2","MSU"
"M20339742_EG","hand","hand",3,"Read","cake","Study1","U","Study Phase2",2842,"Recall2","MSU"
"M20339990MP","","hand",3,"Read","cake","Study1","U","Study Phase2",784,"Recall2","MSU"
"M20340212_ras","fun","hand",3,"Read","cake","Study1","U","Study Phase2",1643,"Recall2","MSU"
"M20340782_eew","hands","hand",3,"Read","cake","Study1","U","Study Phase2",1390,"Recall2","MSU"
"M20341488_rb","cupcake","hand",3,"Read","cake","Study1","U","Study Phase2",931,"Recall2","MSU"
"M20321999_HAM","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",1949,"Recall2","MSU"
"M20322827JS","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",4245,"Recall2","MSU"
"M20329189AT","above","rug",3,"Read","ceiling","Study1","M","Study Phase2",2582,"Recall2","MSU"
"M20334475","","rug",3,"Read","ceiling","Study1","M","Study Phase2",1730,"Recall2","MSU"
"M20334505andJY","clena","rug",3,"Read","ceiling","Study1","M","Study Phase2",2012,"Recall2","MSU"
"M20339287_SAR","","rug",3,"Read","ceiling","Study1","M","Study Phase2",1403,"Recall2","MSU"
"M20339479_knm","carpet","rug",3,"Read","ceiling","Study1","M","Study Phase2",3130,"Recall2","MSU"
"M20339742_EG","tile","rug",3,"Read","ceiling","Study1","M","Study Phase2",5024,"Recall2","MSU"
"M20339990MP","","rug",3,"Read","ceiling","Study1","M","Study Phase2",663,"Recall2","MSU"
"M20340212_ras","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",2052,"Recall2","MSU"
"M20340782_eew","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",1912,"Recall2","MSU"
"M20341488_rb","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",634,"Recall2","MSU"
"M20321999_HAM","square","fun",3,"Read","circle","Study1","M","Study Phase2",746,"Recall2","MSU"
"M20322827JS","fun","fun",3,"Read","circle","Study1","M","Study Phase2",2844,"Recall2","MSU"
"M20329189AT","open","fun",3,"Read","circle","Study1","M","Study Phase2",4685,"Recall2","MSU"
"M20334475","","fun",3,"Read","circle","Study1","M","Study Phase2",1406,"Recall2","MSU"
"M20334505andJY","","fun",3,"Read","circle","Study1","M","Study Phase2",2315,"Recall2","MSU"
"M20339287_SAR","","fun",3,"Read","circle","Study1","M","Study Phase2",1578,"Recall2","MSU"
"M20339479_knm","fun","fun",3,"Read","circle","Study1","M","Study Phase2",2365,"Recall2","MSU"
"M20339742_EG","bed","fun",3,"Read","circle","Study1","M","Study Phase2",3970,"Recall2","MSU"
"M20339990MP","","fun",3,"Read","circle","Study1","M","Study Phase2",803,"Recall2","MSU"
"M20340212_ras","fun","fun",3,"Read","circle","Study1","M","Study Phase2",2124,"Recall2","MSU"
"M20340782_eew","","fun",3,"Read","circle","Study1","M","Study Phase2",1096,"Recall2","MSU"
"M20341488_rb","k","fun",3,"Read","circle","Study1","M","Study Phase2",1274,"Recall2","MSU"
"M20321999_HAM","break","election",3,"Read","crackle","Study1","U","Study Phase2",632,"Recall2","MSU"
"M20322827JS","election","election",3,"Read","crackle","Study1","U","Study Phase2",4164,"Recall2","MSU"
"M20329189AT","fire","election",3,"Read","crackle","Study1","U","Study Phase2",3183,"Recall2","MSU"
"M20334475","election","election",3,"Read","crackle","Study1","U","Study Phase2",3229,"Recall2","MSU"
"M20334505andJY","strenght","election",3,"Read","crackle","Study1","U","Study Phase2",3643,"Recall2","MSU"
"M20339287_SAR","","election",3,"Read","crackle","Study1","U","Study Phase2",1554,"Recall2","MSU"
"M20339479_knm","","election",3,"Read","crackle","Study1","U","Study Phase2",3525,"Recall2","MSU"
"M20339742_EG","barrel","election",3,"Read","crackle","Study1","U","Study Phase2",4431,"Recall2","MSU"
"M20339990MP","","election",3,"Read","crackle","Study1","U","Study Phase2",581,"Recall2","MSU"
"M20340212_ras","election","election",3,"Read","crackle","Study1","U","Study Phase2",1598,"Recall2","MSU"
"M20340782_eew","election","election",3,"Read","crackle","Study1","U","Study Phase2",8152,"Recall2","MSU"
"M20341488_rb","pop","election",3,"Read","crackle","Study1","U","Study Phase2",1848,"Recall2","MSU"
"M20321999_HAM","card","card",3,"Read","credit","Study1","F","Study Phase2",2433,"Recall2","MSU"
"M20322827JS","card","card",3,"Read","credit","Study1","F","Study Phase2",1936,"Recall2","MSU"
"M20329189AT","card","card",3,"Read","credit","Study1","F","Study Phase2",2146,"Recall2","MSU"
"M20334475","card","card",3,"Read","credit","Study1","F","Study Phase2",982,"Recall2","MSU"
"M20334505andJY","card","card",3,"Read","credit","Study1","F","Study Phase2",1655,"Recall2","MSU"
"M20339287_SAR","card","card",3,"Read","credit","Study1","F","Study Phase2",1956,"Recall2","MSU"
"M20339479_knm","card","card",3,"Read","credit","Study1","F","Study Phase2",2821,"Recall2","MSU"
"M20339742_EG","card","card",3,"Read","credit","Study1","F","Study Phase2",1168,"Recall2","MSU"
"M20339990MP","card","card",3,"Read","credit","Study1","F","Study Phase2",1809,"Recall2","MSU"
"M20340212_ras","card","card",3,"Read","credit","Study1","F","Study Phase2",2325,"Recall2","MSU"
"M20340782_eew","card","card",3,"Read","credit","Study1","F","Study Phase2",1153,"Recall2","MSU"
"M20341488_rb","card","card",3,"Read","credit","Study1","F","Study Phase2",1731,"Recall2","MSU"
"M20321999_HAM","sob","beer",3,"Read","cry","Study1","M","Study Phase2",798,"Recall2","MSU"
"M20322827JS","beer","beer",3,"Read","cry","Study1","M","Study Phase2",3457,"Recall2","MSU"
"M20329189AT","after","beer",3,"Read","cry","Study1","M","Study Phase2",2996,"Recall2","MSU"
"M20334475","beer","beer",3,"Read","cry","Study1","M","Study Phase2",2365,"Recall2","MSU"
"M20334505andJY","tear","beer",3,"Read","cry","Study1","M","Study Phase2",4134,"Recall2","MSU"
"M20339287_SAR","","beer",3,"Read","cry","Study1","M","Study Phase2",1401,"Recall2","MSU"
"M20339479_knm","beer","beer",3,"Read","cry","Study1","M","Study Phase2",2515,"Recall2","MSU"
"M20339742_EG","laugh","beer",3,"Read","cry","Study1","M","Study Phase2",3268,"Recall2","MSU"
"M20339990MP","beer","beer",3,"Read","cry","Study1","M","Study Phase2",1235,"Recall2","MSU"
"M20340212_ras","beer","beer",3,"Read","cry","Study1","M","Study Phase2",1225,"Recall2","MSU"
"M20340782_eew","beer","beer",3,"Read","cry","Study1","M","Study Phase2",4480,"Recall2","MSU"
"M20341488_rb","tears","beer",3,"Read","cry","Study1","M","Study Phase2",1209,"Recall2","MSU"
"M20321999_HAM","weeks","black",3,"Read","day","Study1","M","Study Phase2",657,"Recall2","MSU"
"M20322827JS","black","black",3,"Read","day","Study1","M","Study Phase2",3117,"Recall2","MSU"
"M20329189AT","after","black",3,"Read","day","Study1","M","Study Phase2",4821,"Recall2","MSU"
"M20334475","","black",3,"Read","day","Study1","M","Study Phase2",1785,"Recall2","MSU"
"M20334505andJY","tempurature","black",3,"Read","day","Study1","M","Study Phase2",2936,"Recall2","MSU"
"M20339287_SAR","","black",3,"Read","day","Study1","M","Study Phase2",1536,"Recall2","MSU"
"M20339479_knm","night","black",3,"Read","day","Study1","M","Study Phase2",2611,"Recall2","MSU"
"M20339742_EG","black","black",3,"Read","day","Study1","M","Study Phase2",4148,"Recall2","MSU"
"M20339990MP","black ","black",3,"Read","day","Study1","M","Study Phase2",1013,"Recall2","MSU"
"M20340212_ras","week","black",3,"Read","day","Study1","M","Study Phase2",1328,"Recall2","MSU"
"M20340782_eew","black","black",3,"Read","day","Study1","M","Study Phase2",2307,"Recall2","MSU"
"M20341488_rb","night","black",3,"Read","day","Study1","M","Study Phase2",796,"Recall2","MSU"
"M20321999_HAM","warm","bang",3,"Read","fuzzy","Study1","U","Study Phase2",512,"Recall2","MSU"
"M20322827JS","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",2098,"Recall2","MSU"
"M20329189AT","fur","bang",3,"Read","fuzzy","Study1","U","Study Phase2",4144,"Recall2","MSU"
"M20334475","bangs","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1917,"Recall2","MSU"
"M20334505andJY","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",2923,"Recall2","MSU"
"M20339287_SAR","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1265,"Recall2","MSU"
"M20339479_knm","soft","bang",3,"Read","fuzzy","Study1","U","Study Phase2",3233,"Recall2","MSU"
"M20339742_EG","socks","bang",3,"Read","fuzzy","Study1","U","Study Phase2",3111,"Recall2","MSU"
"M20339990MP","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1265,"Recall2","MSU"
"M20340212_ras","animal","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1939,"Recall2","MSU"
"M20340782_eew","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",7493,"Recall2","MSU"
"M20341488_rb","gun","bang",3,"Read","fuzzy","Study1","U","Study Phase2",715,"Recall2","MSU"
"M20321999_HAM","take","steak",3,"Read","give","Study1","U","Study Phase2",1527,"Recall2","MSU"
"M20322827JS","steak","steak",3,"Read","give","Study1","U","Study Phase2",1728,"Recall2","MSU"
"M20329189AT","take","steak",3,"Read","give","Study1","U","Study Phase2",5515,"Recall2","MSU"
"M20334475","","steak",3,"Read","give","Study1","U","Study Phase2",10879,"Recall2","MSU"
"M20334505andJY","take","steak",3,"Read","give","Study1","U","Study Phase2",2639,"Recall2","MSU"
"M20339287_SAR","","steak",3,"Read","give","Study1","U","Study Phase2",1571,"Recall2","MSU"
"M20339479_knm","take","steak",3,"Read","give","Study1","U","Study Phase2",3032,"Recall2","MSU"
"M20339742_EG","me","steak",3,"Read","give","Study1","U","Study Phase2",5914,"Recall2","MSU"
"M20339990MP","take ","steak",3,"Read","give","Study1","U","Study Phase2",679,"Recall2","MSU"
"M20340212_ras","thanks","steak",3,"Read","give","Study1","U","Study Phase2",1442,"Recall2","MSU"
"M20340782_eew","steakj","steak",3,"Read","give","Study1","U","Study Phase2",6220,"Recall2","MSU"
"M20341488_rb","me","steak",3,"Read","give","Study1","U","Study Phase2",598,"Recall2","MSU"
"M20321999_HAM","","ball",3,"Read","hard","Study1","M","Study Phase2",1615,"Recall2","MSU"
"M20322827JS","","ball",3,"Read","hard","Study1","M","Study Phase2",3443,"Recall2","MSU"
"M20329189AT","ball","ball",3,"Read","hard","Study1","M","Study Phase2",2166,"Recall2","MSU"
"M20334475","","ball",3,"Read","hard","Study1","M","Study Phase2",1540,"Recall2","MSU"
"M20334505andJY","rock","ball",3,"Read","hard","Study1","M","Study Phase2",2613,"Recall2","MSU"
"M20339287_SAR","","ball",3,"Read","hard","Study1","M","Study Phase2",1345,"Recall2","MSU"
"M20339479_knm","soft","ball",3,"Read","hard","Study1","M","Study Phase2",2361,"Recall2","MSU"
"M20339742_EG","ball","ball",3,"Read","hard","Study1","M","Study Phase2",4549,"Recall2","MSU"
"M20339990MP","","ball",3,"Read","hard","Study1","M","Study Phase2",751,"Recall2","MSU"
"M20340212_ras","sell","ball",3,"Read","hard","Study1","M","Study Phase2",2797,"Recall2","MSU"
"M20340782_eew","","ball",3,"Read","hard","Study1","M","Study Phase2",6254,"Recall2","MSU"
"M20341488_rb","ball","ball",3,"Read","hard","Study1","M","Study Phase2",1000,"Recall2","MSU"
"M20321999_HAM","hoove","tire",3,"Read","horse","Study1","M","Study Phase2",2239,"Recall2","MSU"
"M20322827JS","tire","tire",3,"Read","horse","Study1","M","Study Phase2",8921,"Recall2","MSU"
"M20329189AT","","tire",3,"Read","horse","Study1","M","Study Phase2",3900,"Recall2","MSU"
"M20334475","","tire",3,"Read","horse","Study1","M","Study Phase2",1801,"Recall2","MSU"
"M20334505andJY","ride","tire",3,"Read","horse","Study1","M","Study Phase2",2990,"Recall2","MSU"
"M20339287_SAR","tire","tire",3,"Read","horse","Study1","M","Study Phase2",1146,"Recall2","MSU"
"M20339479_knm","","tire",3,"Read","horse","Study1","M","Study Phase2",3062,"Recall2","MSU"
"M20339742_EG","donkey","tire",3,"Read","horse","Study1","M","Study Phase2",3933,"Recall2","MSU"
"M20339990MP","","tire",3,"Read","horse","Study1","M","Study Phase2",1213,"Recall2","MSU"
