"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1","source"
"M20339918","sky","swan",2,"JOL","bird","Study1","F","Study Phase",9086,90,"Recall1","MSU"
"M20340839DE","swan","swan",2,"JOL","bird","Study1","F","Study Phase",5557,10,"Recall1","MSU"
"M20341291_ymb","swan","swan",2,"JOL","bird","Study1","F","Study Phase",5792,80,"Recall1","MSU"
"M20342004_AO","shift","swan",2,"JOL","bird","Study1","F","Study Phase",3186,100,"Recall1","MSU"
"M20343663_rro","swan ","swan",2,"JOL","bird","Study1","F","Study Phase",3212,89,"Recall1","MSU"
"M20347389","call","swan",2,"JOL","bird","Study1","F","Study Phase",2608,10,"Recall1","MSU"
"20343281EA","day","day",2,"JOL","black","Study1","M","Study Phase",9972,86,"Recall1","MSU"
"M20302746LAA","days","day",2,"JOL","black","Study1","M","Study Phase",3811,100,"Recall1","MSU"
"M20302936IB","","day",2,"JOL","black","Study1","M","Study Phase",10322,0,"Recall1","MSU"
"M20316781_bmd","day","day",2,"JOL","black","Study1","M","Study Phase",9442,24,"Recall1","MSU"
"M20317842","day","day",2,"JOL","black","Study1","M","Study Phase",3423,45,"Recall1","MSU"
"M20333917ER","day","day",2,"JOL","black","Study1","M","Study Phase",4233,34,"Recall1","MSU"
"m20338775NPD","dog","day",2,"JOL","black","Study1","M","Study Phase",2543,50,"Recall1","MSU"
"M20339554_set","day","day",2,"JOL","black","Study1","M","Study Phase",3727,29,"Recall1","MSU"
"M20339918","night","day",2,"JOL","black","Study1","M","Study Phase",8137,30,"Recall1","MSU"
"M20340839DE","day","day",2,"JOL","black","Study1","M","Study Phase",8298,30,"Recall1","MSU"
"M20341291_ymb","","day",2,"JOL","black","Study1","M","Study Phase",147329,20,"Recall1","MSU"
"M20342004_AO","day","day",2,"JOL","black","Study1","M","Study Phase",3640,100,"Recall1","MSU"
"M20343663_rro","day","day",2,"JOL","black","Study1","M","Study Phase",4851,34,"Recall1","MSU"
"M20347389","white","day",2,"JOL","black","Study1","M","Study Phase",8122,30,"Recall1","MSU"
"20343281EA","credit","credit",2,"JOL","card","Study1","F","Study Phase",8199,92,"Recall1","MSU"
"M20302746LAA","credit","credit",2,"JOL","card","Study1","F","Study Phase",3452,100,"Recall1","MSU"
"M20302936IB","credit","credit",2,"JOL","card","Study1","F","Study Phase",8177,25,"Recall1","MSU"
"M20316781_bmd","credit","credit",2,"JOL","card","Study1","F","Study Phase",4711,50,"Recall1","MSU"
"M20317842","","credit",2,"JOL","card","Study1","F","Study Phase",3539,90,"Recall1","MSU"
"M20333917ER","game","credit",2,"JOL","card","Study1","F","Study Phase",2714,78,"Recall1","MSU"
"m20338775NPD","reader","credit",2,"JOL","card","Study1","F","Study Phase",3535,90,"Recall1","MSU"
"M20339554_set","credit","credit",2,"JOL","card","Study1","F","Study Phase",9968,97,"Recall1","MSU"
"M20339918","credit","credit",2,"JOL","card","Study1","F","Study Phase",5024,96,"Recall1","MSU"
"M20340839DE","credit","credit",2,"JOL","card","Study1","F","Study Phase",4573,80,"Recall1","MSU"
"M20341291_ymb","credit","credit",2,"JOL","card","Study1","F","Study Phase",4226,80,"Recall1","MSU"
"M20342004_AO","","credit",2,"JOL","card","Study1","F","Study Phase",3257,100,"Recall1","MSU"
"M20343663_rro","credit","credit",2,"JOL","card","Study1","F","Study Phase",5834,67,"Recall1","MSU"
"M20347389","credit","credit",2,"JOL","card","Study1","F","Study Phase",2410,50,"Recall1","MSU"
"20343281EA","vehicle","vehicle",2,"JOL","charm","Study1","U","Study Phase",11388,77,"Recall1","MSU"
"M20302746LAA","keys","vehicle",2,"JOL","charm","Study1","U","Study Phase",2991,0,"Recall1","MSU"
"M20302936IB","","vehicle",2,"JOL","charm","Study1","U","Study Phase",4358,10,"Recall1","MSU"
"M20316781_bmd","bracelet","vehicle",2,"JOL","charm","Study1","U","Study Phase",5821,10,"Recall1","MSU"
"M20317842","fuzz","vehicle",2,"JOL","charm","Study1","U","Study Phase",2438,11,"Recall1","MSU"
"M20333917ER","","vehicle",2,"JOL","charm","Study1","U","Study Phase",4068,12,"Recall1","MSU"
"m20338775NPD","bracelet","vehicle",2,"JOL","charm","Study1","U","Study Phase",9708,40,"Recall1","MSU"
"M20339554_set","bracelet","vehicle",2,"JOL","charm","Study1","U","Study Phase",7615,78,"Recall1","MSU"
"M20339918","vehicle","vehicle",2,"JOL","charm","Study1","U","Study Phase",22596,11,"Recall1","MSU"
"M20340839DE","","vehicle",2,"JOL","charm","Study1","U","Study Phase",4232,20,"Recall1","MSU"
"M20341291_ymb","bracelet","vehicle",2,"JOL","charm","Study1","U","Study Phase",4529,20,"Recall1","MSU"
"M20342004_AO","","vehicle",2,"JOL","charm","Study1","U","Study Phase",4124,90,"Recall1","MSU"
"M20343663_rro","shell","vehicle",2,"JOL","charm","Study1","U","Study Phase",5430,39,"Recall1","MSU"
"M20347389","book","vehicle",2,"JOL","charm","Study1","U","Study Phase",4608,10,"Recall1","MSU"
"20343281EA","hygiene","hygiene",2,"JOL","clean","Study1","F","Study Phase",12296,60,"Recall1","MSU"
"M20302746LAA","","hygiene",2,"JOL","clean","Study1","F","Study Phase",2083,100,"Recall1","MSU"
"M20302936IB","","hygiene",2,"JOL","clean","Study1","F","Study Phase",8928,90,"Recall1","MSU"
"M20316781_bmd","hygiene ","hygiene",2,"JOL","clean","Study1","F","Study Phase",5827,90,"Recall1","MSU"
"M20317842","hygiene","hygiene",2,"JOL","clean","Study1","F","Study Phase",4743,99,"Recall1","MSU"
"M20333917ER","","hygiene",2,"JOL","clean","Study1","F","Study Phase",3215,67,"Recall1","MSU"
"m20338775NPD","","hygiene",2,"JOL","clean","Study1","F","Study Phase",1863,60,"Recall1","MSU"
"M20339554_set","dirty","hygiene",2,"JOL","clean","Study1","F","Study Phase",3586,100,"Recall1","MSU"
"M20339918","","hygiene",2,"JOL","clean","Study1","F","Study Phase",6556,100,"Recall1","MSU"
"M20340839DE","hygiene","hygiene",2,"JOL","clean","Study1","F","Study Phase",3756,90,"Recall1","MSU"
"M20341291_ymb","","hygiene",2,"JOL","clean","Study1","F","Study Phase",4081,70,"Recall1","MSU"
"M20342004_AO","dirty","hygiene",2,"JOL","clean","Study1","F","Study Phase",2231,100,"Recall1","MSU"
"M20343663_rro","","hygiene",2,"JOL","clean","Study1","F","Study Phase",4247,70,"Recall1","MSU"
"M20347389","bald","hygiene",2,"JOL","clean","Study1","F","Study Phase",2454,30,"Recall1","MSU"
"20343281EA","stretch","stretch",2,"JOL","cloth","Study1","U","Study Phase",12317,56,"Recall1","MSU"
"M20302746LAA","","stretch",2,"JOL","cloth","Study1","U","Study Phase",3372,0,"Recall1","MSU"
"M20302936IB","stretch","stretch",2,"JOL","cloth","Study1","U","Study Phase",5407,5,"Recall1","MSU"
"M20316781_bmd","stretch","stretch",2,"JOL","cloth","Study1","U","Study Phase",5570,50,"Recall1","MSU"
"M20317842","stretch","stretch",2,"JOL","cloth","Study1","U","Study Phase",5736,81,"Recall1","MSU"
"M20333917ER","strecht ","stretch",2,"JOL","cloth","Study1","U","Study Phase",2905,56,"Recall1","MSU"
"m20338775NPD","","stretch",2,"JOL","cloth","Study1","U","Study Phase",1974,10,"Recall1","MSU"
"M20339554_set","stretch","stretch",2,"JOL","cloth","Study1","U","Study Phase",6364,15,"Recall1","MSU"
"M20339918","sand","stretch",2,"JOL","cloth","Study1","U","Study Phase",5741,60,"Recall1","MSU"
"M20340839DE","stretch","stretch",2,"JOL","cloth","Study1","U","Study Phase",5056,50,"Recall1","MSU"
"M20341291_ymb","","stretch",2,"JOL","cloth","Study1","U","Study Phase",19703,25,"Recall1","MSU"
"M20342004_AO","rug","stretch",2,"JOL","cloth","Study1","U","Study Phase",2264,100,"Recall1","MSU"
"M20343663_rro","stretch","stretch",2,"JOL","cloth","Study1","U","Study Phase",5604,55,"Recall1","MSU"
"M20347389","tree","stretch",2,"JOL","cloth","Study1","U","Study Phase",25460,10,"Recall1","MSU"
"20343281EA","tooth","tooth",2,"JOL","comb","Study1","M","Study Phase",6678,60,"Recall1","MSU"
"M20302746LAA","","tooth",2,"JOL","comb","Study1","M","Study Phase",1960,0,"Recall1","MSU"
"M20302936IB","tooth","tooth",2,"JOL","comb","Study1","M","Study Phase",7288,10,"Recall1","MSU"
"M20316781_bmd","brush","tooth",2,"JOL","comb","Study1","M","Study Phase",6244,14,"Recall1","MSU"
"M20317842","hair","tooth",2,"JOL","comb","Study1","M","Study Phase",3343,12,"Recall1","MSU"
"M20333917ER","","tooth",2,"JOL","comb","Study1","M","Study Phase",2613,23,"Recall1","MSU"
"m20338775NPD","tooth","tooth",2,"JOL","comb","Study1","M","Study Phase",10741,70,"Recall1","MSU"
"M20339554_set","tooth","tooth",2,"JOL","comb","Study1","M","Study Phase",3448,100,"Recall1","MSU"
"M20339918","","tooth",2,"JOL","comb","Study1","M","Study Phase",3571,13,"Recall1","MSU"
"M20340839DE","teeth","tooth",2,"JOL","comb","Study1","M","Study Phase",4876,70,"Recall1","MSU"
"M20341291_ymb","","tooth",2,"JOL","comb","Study1","M","Study Phase",79225,30,"Recall1","MSU"
"M20342004_AO","brush","tooth",2,"JOL","comb","Study1","M","Study Phase",2802,100,"Recall1","MSU"
"M20343663_rro","tooth","tooth",2,"JOL","comb","Study1","M","Study Phase",15649,78,"Recall1","MSU"
"M20347389","hair","tooth",2,"JOL","comb","Study1","M","Study Phase",3027,5,"Recall1","MSU"
"20343281EA","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",7133,78,"Recall1","MSU"
"20343281EA","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",7485,88,"Recall1","MSU"
"M20302746LAA","","mule",2,"JOL","donkey","Study1","F","Study Phase",5435,60,"Recall1","MSU"
"M20302746LAA","","mule",2,"JOL","donkey","Study1","F","Study Phase",3064,35,"Recall1","MSU"
"M20302936IB","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",9639,80,"Recall1","MSU"
"M20302936IB","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",190433,80,"Recall1","MSU"
"M20316781_bmd","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",5954,90,"Recall1","MSU"
"M20316781_bmd","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",8291,95,"Recall1","MSU"
"M20317842","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",3201,42,"Recall1","MSU"
"M20317842","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",8887,78,"Recall1","MSU"
"M20333917ER","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",4905,76,"Recall1","MSU"
"M20333917ER","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",3249,56,"Recall1","MSU"
"m20338775NPD","","mule",2,"JOL","donkey","Study1","F","Study Phase",2104,50,"Recall1","MSU"
"m20338775NPD","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",2915,39,"Recall1","MSU"
"M20339554_set","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",2351,100,"Recall1","MSU"
"M20339554_set","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",5715,100,"Recall1","MSU"
"M20339918","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",7464,56,"Recall1","MSU"
"M20339918","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",6929,100,"Recall1","MSU"
"M20340839DE","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",4381,90,"Recall1","MSU"
"M20340839DE","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",9247,60,"Recall1","MSU"
"M20341291_ymb","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",5363,20,"Recall1","MSU"
"M20341291_ymb","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",4770,30,"Recall1","MSU"
"M20342004_AO","horse","mule",2,"JOL","donkey","Study1","F","Study Phase",2068,100,"Recall1","MSU"
"M20342004_AO","","mule",2,"JOL","donkey","Study1","F","Study Phase",2275,100,"Recall1","MSU"
"M20343663_rro","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",3657,89,"Recall1","MSU"
"M20343663_rro","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",3056,98,"Recall1","MSU"
"M20347389","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",3952,50,"Recall1","MSU"
"M20347389","mule","mule",2,"JOL","donkey","Study1","F","Study Phase",6219,50,"Recall1","MSU"
"20343281EA","sip","sip",2,"JOL","drink","Study1","F","Study Phase",4126,88,"Recall1","MSU"
"M20302746LAA","sip","sip",2,"JOL","drink","Study1","F","Study Phase",2452,100,"Recall1","MSU"
"M20302936IB","","sip",2,"JOL","drink","Study1","F","Study Phase",16316,70,"Recall1","MSU"
"M20316781_bmd","sip","sip",2,"JOL","drink","Study1","F","Study Phase",7206,50,"Recall1","MSU"
"M20317842","","sip",2,"JOL","drink","Study1","F","Study Phase",3231,96,"Recall1","MSU"
"M20333917ER","sip","sip",2,"JOL","drink","Study1","F","Study Phase",3264,67,"Recall1","MSU"
"m20338775NPD","drunk","sip",2,"JOL","drink","Study1","F","Study Phase",2340,70,"Recall1","MSU"
"M20339554_set","beverage","sip",2,"JOL","drink","Study1","F","Study Phase",3208,100,"Recall1","MSU"
"M20339918","cup","sip",2,"JOL","drink","Study1","F","Study Phase",3852,100,"Recall1","MSU"
"M20340839DE","sip","sip",2,"JOL","drink","Study1","F","Study Phase",3279,70,"Recall1","MSU"
"M20341291_ymb","","sip",2,"JOL","drink","Study1","F","Study Phase",4219,80,"Recall1","MSU"
"M20342004_AO","soda","sip",2,"JOL","drink","Study1","F","Study Phase",3107,100,"Recall1","MSU"
"M20343663_rro","","sip",2,"JOL","drink","Study1","F","Study Phase",3940,80,"Recall1","MSU"
"M20347389","hand","sip",2,"JOL","drink","Study1","F","Study Phase",7252,40,"Recall1","MSU"
"20343281EA","crackle","crackle",2,"JOL","election","Study1","U","Study Phase",6266,67,"Recall1","MSU"
"M20302746LAA","day","crackle",2,"JOL","election","Study1","U","Study Phase",2554,0,"Recall1","MSU"
"M20302936IB","friction","crackle",2,"JOL","election","Study1","U","Study Phase",4695,0,"Recall1","MSU"
"M20316781_bmd","crackle","crackle",2,"JOL","election","Study1","U","Study Phase",5715,50,"Recall1","MSU"
"M20317842","immediate","crackle",2,"JOL","election","Study1","U","Study Phase",6437,56,"Recall1","MSU"
"M20333917ER","","crackle",2,"JOL","election","Study1","U","Study Phase",4600,13,"Recall1","MSU"
"m20338775NPD","day","crackle",2,"JOL","election","Study1","U","Study Phase",2401,20,"Recall1","MSU"
"M20339554_set","charter","crackle",2,"JOL","election","Study1","U","Study Phase",6908,70,"Recall1","MSU"
"M20339918","","crackle",2,"JOL","election","Study1","U","Study Phase",5538,12,"Recall1","MSU"
"M20340839DE","crackle","crackle",2,"JOL","election","Study1","U","Study Phase",8060,40,"Recall1","MSU"
"M20341291_ymb","","crackle",2,"JOL","election","Study1","U","Study Phase",5526,30,"Recall1","MSU"
"M20342004_AO","day","crackle",2,"JOL","election","Study1","U","Study Phase",3167,80,"Recall1","MSU"
"M20343663_rro","","crackle",2,"JOL","election","Study1","U","Study Phase",6969,78,"Recall1","MSU"
"M20347389","trump","crackle",2,"JOL","election","Study1","U","Study Phase",4129,10,"Recall1","MSU"
"20343281EA","listen","listen",2,"JOL","fiction","Study1","U","Study Phase",4796,56,"Recall1","MSU"
"M20302746LAA","","listen",2,"JOL","fiction","Study1","U","Study Phase",4118,40,"Recall1","MSU"
"M20302936IB","listen","listen",2,"JOL","fiction","Study1","U","Study Phase",6635,5,"Recall1","MSU"
"M20316781_bmd","book","listen",2,"JOL","fiction","Study1","U","Study Phase",7400,30,"Recall1","MSU"
"M20317842","listen","listen",2,"JOL","fiction","Study1","U","Study Phase",19598,2,"Recall1","MSU"
"M20333917ER","election","listen",2,"JOL","fiction","Study1","U","Study Phase",4229,34,"Recall1","MSU"
"m20338775NPD","","listen",2,"JOL","fiction","Study1","U","Study Phase",2534,59,"Recall1","MSU"
"M20339554_set","fright","listen",2,"JOL","fiction","Study1","U","Study Phase",24553,25,"Recall1","MSU"
"M20339918","listen","listen",2,"JOL","fiction","Study1","U","Study Phase",8447,34,"Recall1","MSU"
"M20340839DE","listen","listen",2,"JOL","fiction","Study1","U","Study Phase",6628,30,"Recall1","MSU"
"M20341291_ymb","","listen",2,"JOL","fiction","Study1","U","Study Phase",4049,25,"Recall1","MSU"
"M20342004_AO","happy","listen",2,"JOL","fiction","Study1","U","Study Phase",4643,100,"Recall1","MSU"
"M20343663_rro","listen","listen",2,"JOL","fiction","Study1","U","Study Phase",5462,68,"Recall1","MSU"
"M20347389","fantacy","listen",2,"JOL","fiction","Study1","U","Study Phase",39483,10,"Recall1","MSU"
"20343281EA","shrimp","tuna",2,"JOL","fish","Study1","F","Study Phase",5334,96,"Recall1","MSU"
"M20302746LAA","ocean","tuna",2,"JOL","fish","Study1","F","Study Phase",2963,100,"Recall1","MSU"
"M20302936IB","","tuna",2,"JOL","fish","Study1","F","Study Phase",3983,100,"Recall1","MSU"
"M20316781_bmd","tuna","tuna",2,"JOL","fish","Study1","F","Study Phase",9265,95,"Recall1","MSU"
"M20317842","","tuna",2,"JOL","fish","Study1","F","Study Phase",4817,87,"Recall1","MSU"
"M20333917ER","","tuna",2,"JOL","fish","Study1","F","Study Phase",3852,67,"Recall1","MSU"
"m20338775NPD","hook","tuna",2,"JOL","fish","Study1","F","Study Phase",2542,30,"Recall1","MSU"
"M20339554_set","tuna","tuna",2,"JOL","fish","Study1","F","Study Phase",2443,100,"Recall1","MSU"
"M20339918","water","tuna",2,"JOL","fish","Study1","F","Study Phase",3739,98,"Recall1","MSU"
"M20340839DE","tuna","tuna",2,"JOL","fish","Study1","F","Study Phase",3858,90,"Recall1","MSU"
"M20341291_ymb","","tuna",2,"JOL","fish","Study1","F","Study Phase",4721,80,"Recall1","MSU"
"M20342004_AO","tuna","tuna",2,"JOL","fish","Study1","F","Study Phase",2167,100,"Recall1","MSU"
"M20343663_rro","fry","tuna",2,"JOL","fish","Study1","F","Study Phase",6021,97,"Recall1","MSU"
"M20347389","tuna","tuna",2,"JOL","fish","Study1","F","Study Phase",3809,60,"Recall1","MSU"
"20343281EA","shag","lion",2,"JOL","flag","Study1","M","Study Phase",6447,34,"Recall1","MSU"
"M20302746LAA","election","lion",2,"JOL","flag","Study1","M","Study Phase",1677,0,"Recall1","MSU"
"M20302936IB","","lion",2,"JOL","flag","Study1","M","Study Phase",3409,0,"Recall1","MSU"
"M20316781_bmd","","lion",2,"JOL","flag","Study1","M","Study Phase",7813,10,"Recall1","MSU"
"M20317842","happy","lion",2,"JOL","flag","Study1","M","Study Phase",4380,52,"Recall1","MSU"
"M20333917ER","","lion",2,"JOL","flag","Study1","M","Study Phase",4822,12,"Recall1","MSU"
"m20338775NPD","red","lion",2,"JOL","flag","Study1","M","Study Phase",2712,30,"Recall1","MSU"
"M20339554_set","red","lion",2,"JOL","flag","Study1","M","Study Phase",5510,65,"Recall1","MSU"
"M20339918","tree","lion",2,"JOL","flag","Study1","M","Study Phase",5349,18,"Recall1","MSU"
"M20340839DE","","lion",2,"JOL","flag","Study1","M","Study Phase",2754,0,"Recall1","MSU"
"M20341291_ymb","","lion",2,"JOL","flag","Study1","M","Study Phase",4746,20,"Recall1","MSU"
