"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"20339972JT","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1860,"Recall2","MSU"
"M20223504BG","","plant","0",0,1,"Read","cactus","Study2","F","Study Phase2",82,"Recall2","MSU"
"m20280873MG","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",2052,"Recall2","MSU"
"M20284645_CLP","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1073,"Recall2","MSU"
"M20315914KM","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",4322,"Recall2","MSU"
"M20323006SS","poke ","plant","0.2",0,1,"Read","cactus","Study2","F","Study Phase2",1256,"Recall2","MSU"
"M20323021_nn","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1297,"Recall2","MSU"
"M20327479I.M.","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",1394,"Recall2","MSU"
"M20333877_epm","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",2519,"Recall2","MSU"
"M20334444_CAD","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",9645,"Recall2","MSU"
"M20337240_kg","","plant","0",0,1,"Read","cactus","Study2","F","Study Phase2",1423,"Recall2","MSU"
"M20337746_mr","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",3047,"Recall2","MSU"
"M20339580","plant ","plant","0.833333333333333",1,1,"Read","cactus","Study2","F","Study Phase2",545,"Recall2","MSU"
"M20340664_ld","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",5976,"Recall2","MSU"
"M20340883_pem","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",2322,"Recall2","MSU"
"M20342121","prickly ","plant","0.25",0,1,"Read","cactus","Study2","F","Study Phase2",8128,"Recall2","MSU"
"M20343281ega","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",23761,"Recall2","MSU"
"M20346509_saja","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",6171,"Recall2","MSU"
"M20347444_cmb","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",3689,"Recall2","MSU"
"M20348084_HJH","plant","plant","1",1,1,"Read","cactus","Study2","F","Study Phase2",6715,"Recall2","MSU"
"20339972JT","leg","leg","1",1,1,"Read","cash","Study2","U","Study Phase2",1875,"Recall2","MSU"
"M20223504BG","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",105,"Recall2","MSU"
"m20280873MG","credit","leg","0.166666666666667",0,1,"Read","cash","Study2","U","Study Phase2",2279,"Recall2","MSU"
"M20284645_CLP","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",1373,"Recall2","MSU"
"M20315914KM","credit","leg","0.166666666666667",0,1,"Read","cash","Study2","U","Study Phase2",2070,"Recall2","MSU"
"M20323006SS","money ","leg","0.166666666666667",0,1,"Read","cash","Study2","U","Study Phase2",1406,"Recall2","MSU"
"M20323021_nn","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",3401,"Recall2","MSU"
"M20327479I.M.","money","leg","0.2",0,1,"Read","cash","Study2","U","Study Phase2",2099,"Recall2","MSU"
"M20333877_epm","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",4815,"Recall2","MSU"
"M20334444_CAD","sack","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",1935,"Recall2","MSU"
"M20337240_kg","leg","leg","1",1,1,"Read","cash","Study2","U","Study Phase2",85333,"Recall2","MSU"
"M20337746_mr","water","leg","0.2",0,1,"Read","cash","Study2","U","Study Phase2",3552,"Recall2","MSU"
"M20339580","leg","leg","1",1,1,"Read","cash","Study2","U","Study Phase2",487,"Recall2","MSU"
"M20340664_ld","money","leg","0.2",0,1,"Read","cash","Study2","U","Study Phase2",5611,"Recall2","MSU"
"M20340883_pem","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",4994,"Recall2","MSU"
"M20342121","out ","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",34260,"Recall2","MSU"
"M20343281ega","leg","leg","1",1,1,"Read","cash","Study2","U","Study Phase2",12275,"Recall2","MSU"
"M20346509_saja","leg","leg","1",1,1,"Read","cash","Study2","U","Study Phase2",5213,"Recall2","MSU"
"M20347444_cmb","","leg","0",0,1,"Read","cash","Study2","U","Study Phase2",5177,"Recall2","MSU"
"M20348084_HJH","leg","leg","1",1,1,"Read","cash","Study2","U","Study Phase2",4114,"Recall2","MSU"
"20339972JT","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",2046,"Recall2","MSU"
"M20223504BG","","red","0",0,1,"Read","cherry","Study2","F","Study Phase2",84,"Recall2","MSU"
"m20280873MG","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",2714,"Recall2","MSU"
"M20284645_CLP","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",1653,"Recall2","MSU"
"M20315914KM","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",1535,"Recall2","MSU"
"M20323006SS","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",1531,"Recall2","MSU"
"M20323021_nn","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",5111,"Recall2","MSU"
"M20327479I.M.","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",1710,"Recall2","MSU"
"M20333877_epm","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",2244,"Recall2","MSU"
"M20334444_CAD","cream","red","0.4",0,1,"Read","cherry","Study2","F","Study Phase2",27659,"Recall2","MSU"
"M20337240_kg","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",1841,"Recall2","MSU"
"M20337746_mr","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",2427,"Recall2","MSU"
"M20339580","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",295,"Recall2","MSU"
"M20340664_ld","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",7050,"Recall2","MSU"
"M20340883_pem","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",2688,"Recall2","MSU"
"M20342121","top","red","0",0,1,"Read","cherry","Study2","F","Study Phase2",41680,"Recall2","MSU"
"M20343281ega","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",19436,"Recall2","MSU"
"M20346509_saja","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",5977,"Recall2","MSU"
"M20347444_cmb","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",3514,"Recall2","MSU"
"M20348084_HJH","red","red","1",1,1,"Read","cherry","Study2","F","Study Phase2",2033,"Recall2","MSU"
"20339972JT","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",1860,"Recall2","MSU"
"M20223504BG","","cold","0",0,1,"Read","chill","Study2","F","Study Phase2",233,"Recall2","MSU"
"m20280873MG","relax","cold","0.2",0,1,"Read","chill","Study2","F","Study Phase2",2566,"Recall2","MSU"
"M20284645_CLP","cool","cold","0.75",1,1,"Read","chill","Study2","F","Study Phase2",1217,"Recall2","MSU"
"M20315914KM","cool","cold","0.75",1,1,"Read","chill","Study2","F","Study Phase2",2068,"Recall2","MSU"
"M20323006SS","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",1381,"Recall2","MSU"
"M20323021_nn","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",3876,"Recall2","MSU"
"M20327479I.M.","cool","cold","0.75",1,1,"Read","chill","Study2","F","Study Phase2",1741,"Recall2","MSU"
"M20333877_epm","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",2201,"Recall2","MSU"
"M20334444_CAD","freeze","cold","0",0,1,"Read","chill","Study2","F","Study Phase2",2333,"Recall2","MSU"
"M20337240_kg","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",2862,"Recall2","MSU"
"M20337746_mr","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",3576,"Recall2","MSU"
"M20339580","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",1061,"Recall2","MSU"
"M20340664_ld","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",4323,"Recall2","MSU"
"M20340883_pem","hot?","cold","0.25",0,1,"Read","chill","Study2","F","Study Phase2",3959,"Recall2","MSU"
"M20342121","night","cold","0",0,1,"Read","chill","Study2","F","Study Phase2",10661,"Recall2","MSU"
"M20343281ega","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",24265,"Recall2","MSU"
"M20346509_saja","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",4883,"Recall2","MSU"
"M20347444_cmb","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",4242,"Recall2","MSU"
"M20348084_HJH","cold","cold","1",1,1,"Read","chill","Study2","F","Study Phase2",6406,"Recall2","MSU"
"20339972JT","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",1766,"Recall2","MSU"
"M20223504BG","","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",7186,"Recall2","MSU"
"m20280873MG","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",3021,"Recall2","MSU"
"M20284645_CLP","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",1487,"Recall2","MSU"
"M20315914KM","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",2623,"Recall2","MSU"
"M20323006SS","cut","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",1448,"Recall2","MSU"
"M20323021_nn","","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",1470,"Recall2","MSU"
"M20327479I.M.","wood","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",1828,"Recall2","MSU"
"M20333877_epm","artery","hammer","0.5",0,1,"Read","chisel","Study2","F","Study Phase2",2743,"Recall2","MSU"
"M20334444_CAD","wood","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",2883,"Recall2","MSU"
"M20337240_kg","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",223565,"Recall2","MSU"
"M20337746_mr","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",5402,"Recall2","MSU"
"M20339580","","hammer","0",0,1,"Read","chisel","Study2","F","Study Phase2",438,"Recall2","MSU"
"M20340664_ld","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",7804,"Recall2","MSU"
"M20340883_pem","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",3067,"Recall2","MSU"
"M20342121","man","hammer","0.333333333333333",0,1,"Read","chisel","Study2","F","Study Phase2",8570,"Recall2","MSU"
"M20343281ega","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",29739,"Recall2","MSU"
"M20346509_saja","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",6606,"Recall2","MSU"
"M20347444_cmb","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",5415,"Recall2","MSU"
"M20348084_HJH","hammer","hammer","1",1,1,"Read","chisel","Study2","F","Study Phase2",2762,"Recall2","MSU"
"20339972JT","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",1830,"Recall2","MSU"
"M20223504BG","","cut","0",0,1,"Read","chop","Study2","F","Study Phase2",83,"Recall2","MSU"
"m20280873MG","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",2515,"Recall2","MSU"
"M20284645_CLP","tree","cut","0.25",0,1,"Read","chop","Study2","F","Study Phase2",1420,"Recall2","MSU"
"M20315914KM","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",2070,"Recall2","MSU"
"M20323006SS","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",1443,"Recall2","MSU"
"M20323021_nn","stick ","cut","0.333333333333333",0,1,"Read","chop","Study2","F","Study Phase2",1866,"Recall2","MSU"
"M20327479I.M.","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",1311,"Recall2","MSU"
"M20333877_epm","","cut","0",0,1,"Read","chop","Study2","F","Study Phase2",1278,"Recall2","MSU"
"M20334444_CAD","slice","cut","0.2",0,1,"Read","chop","Study2","F","Study Phase2",7590,"Recall2","MSU"
"M20337240_kg","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",1769,"Recall2","MSU"
"M20337746_mr","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",1792,"Recall2","MSU"
"M20339580","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",546,"Recall2","MSU"
"M20340664_ld","out","cut","0.666666666666667",0,1,"Read","chop","Study2","F","Study Phase2",6650,"Recall2","MSU"
"M20340883_pem","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",4332,"Recall2","MSU"
"M20342121","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",4694,"Recall2","MSU"
"M20343281ega","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",27593,"Recall2","MSU"
"M20346509_saja","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",6478,"Recall2","MSU"
"M20347444_cmb","","cut","0",0,1,"Read","chop","Study2","F","Study Phase2",14906,"Recall2","MSU"
"M20348084_HJH","cut","cut","1",1,1,"Read","chop","Study2","F","Study Phase2",4053,"Recall2","MSU"
"20339972JT","buisness","business","1",1,1,"Read","death","Study2","U","Study Phase2",1874,"Recall2","MSU"
"M20223504BG","","business","0",0,1,"Read","death","Study2","U","Study Phase2",235,"Recall2","MSU"
"m20280873MG","dead","business","0.125",0,1,"Read","death","Study2","U","Study Phase2",3077,"Recall2","MSU"
"M20284645_CLP","life","business","0.25",0,1,"Read","death","Study2","U","Study Phase2",1119,"Recall2","MSU"
"M20315914KM","","business","0",0,1,"Read","death","Study2","U","Study Phase2",1142,"Recall2","MSU"
"M20323006SS","flowers","business","0.25",0,1,"Read","death","Study2","U","Study Phase2",1262,"Recall2","MSU"
"M20323021_nn","","business","0",0,1,"Read","death","Study2","U","Study Phase2",27485,"Recall2","MSU"
"M20327479I.M.","life","business","0.25",0,1,"Read","death","Study2","U","Study Phase2",1976,"Recall2","MSU"
"M20333877_epm","day","business","0",0,1,"Read","death","Study2","U","Study Phase2",1943,"Recall2","MSU"
"M20334444_CAD","bed","business","0.25",0,1,"Read","death","Study2","U","Study Phase2",13702,"Recall2","MSU"
"M20337240_kg","","business","0",0,1,"Read","death","Study2","U","Study Phase2",1296,"Recall2","MSU"
"M20337746_mr","fun","business","0.25",0,1,"Read","death","Study2","U","Study Phase2",2597,"Recall2","MSU"
"M20339580","","business","0",0,1,"Read","death","Study2","U","Study Phase2",420,"Recall2","MSU"
"M20340664_ld","black","business","0.125",0,1,"Read","death","Study2","U","Study Phase2",1244,"Recall2","MSU"
"M20340883_pem","black","business","0.125",0,1,"Read","death","Study2","U","Study Phase2",5307,"Recall2","MSU"
"M20342121","me ","business","0.125",0,1,"Read","death","Study2","U","Study Phase2",6901,"Recall2","MSU"
"M20343281ega","business","business","1",1,1,"Read","death","Study2","U","Study Phase2",12345,"Recall2","MSU"
"M20346509_saja","business","business","1",1,1,"Read","death","Study2","U","Study Phase2",9129,"Recall2","MSU"
"M20347444_cmb","bussiness","business","0.888888888888889",1,1,"Read","death","Study2","U","Study Phase2",3404,"Recall2","MSU"
"M20348084_HJH","business","business","1",1,1,"Read","death","Study2","U","Study Phase2",4454,"Recall2","MSU"
"20339972JT","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",1706,"Recall2","MSU"
"M20223504BG","","sack","0",0,1,"Read","dietary","Study2","U","Study Phase2",85,"Recall2","MSU"
"m20280873MG","fitness","sack","0.142857142857143",0,1,"Read","dietary","Study2","U","Study Phase2",2255,"Recall2","MSU"
"M20284645_CLP","food","sack","0",0,1,"Read","dietary","Study2","U","Study Phase2",1411,"Recall2","MSU"
"M20315914KM","snack","sack","0.8",1,1,"Read","dietary","Study2","U","Study Phase2",4703,"Recall2","MSU"
"M20323006SS","food","sack","0",0,1,"Read","dietary","Study2","U","Study Phase2",1352,"Recall2","MSU"
"M20323021_nn","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",4710,"Recall2","MSU"
"M20327479I.M.","snacks","sack","0.666666666666667",0,1,"Read","dietary","Study2","U","Study Phase2",2112,"Recall2","MSU"
"M20333877_epm","supplement ","sack","0.0909090909090909",0,1,"Read","dietary","Study2","U","Study Phase2",2852,"Recall2","MSU"
"M20334444_CAD","","sack","0",0,1,"Read","dietary","Study2","U","Study Phase2",41847,"Recall2","MSU"
"M20337240_kg","snack","sack","0.8",1,1,"Read","dietary","Study2","U","Study Phase2",2077,"Recall2","MSU"
"M20337746_mr","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",3575,"Recall2","MSU"
"M20339580","sack ","sack","0.8",1,1,"Read","dietary","Study2","U","Study Phase2",724,"Recall2","MSU"
"M20340664_ld","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",9330,"Recall2","MSU"
"M20340883_pem","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",8002,"Recall2","MSU"
"M20342121","needs","sack","0.2",0,1,"Read","dietary","Study2","U","Study Phase2",900,"Recall2","MSU"
"M20343281ega","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",16197,"Recall2","MSU"
"M20346509_saja","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",6131,"Recall2","MSU"
"M20347444_cmb","sack","sack","1",1,1,"Read","dietary","Study2","U","Study Phase2",3682,"Recall2","MSU"
"M20348084_HJH","nut","sack","0",0,1,"Read","dietary","Study2","U","Study Phase2",3070,"Recall2","MSU"
"20339972JT","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",2042,"Recall2","MSU"
"M20223504BG","","paper","0",0,1,"Read","document","Study2","F","Study Phase2",231,"Recall2","MSU"
"m20280873MG","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",2785,"Recall2","MSU"
"M20284645_CLP","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",1538,"Recall2","MSU"
"M20315914KM","papers","paper","0.833333333333333",1,1,"Read","document","Study2","F","Study Phase2",1991,"Recall2","MSU"
"M20323006SS","sigh","paper","0",0,1,"Read","document","Study2","F","Study Phase2",1463,"Recall2","MSU"
"M20323021_nn","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",2192,"Recall2","MSU"
"M20327479I.M.","papers","paper","0.833333333333333",1,1,"Read","document","Study2","F","Study Phase2",1435,"Recall2","MSU"
"M20333877_epm","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",2409,"Recall2","MSU"
"M20334444_CAD","important","paper","0.333333333333333",0,1,"Read","document","Study2","F","Study Phase2",4724,"Recall2","MSU"
"M20337240_kg","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",1813,"Recall2","MSU"
"M20337746_mr","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",3161,"Recall2","MSU"
"M20339580","paper ","paper","0.833333333333333",1,1,"Read","document","Study2","F","Study Phase2",455,"Recall2","MSU"
"M20340664_ld","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",7082,"Recall2","MSU"
"M20340883_pem","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",3252,"Recall2","MSU"
"M20342121","papers","paper","0.833333333333333",1,1,"Read","document","Study2","F","Study Phase2",5282,"Recall2","MSU"
"M20343281ega","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",17060,"Recall2","MSU"
"M20346509_saja","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",10040,"Recall2","MSU"
"M20347444_cmb","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",4821,"Recall2","MSU"
"M20348084_HJH","paper","paper","1",1,1,"Read","document","Study2","F","Study Phase2",3949,"Recall2","MSU"
"20339972JT","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",1922,"Recall2","MSU"
"M20223504BG","","taste","0",0,1,"Read","eyes","Study2","M","Study Phase2",100,"Recall2","MSU"
"m20280873MG","mouth","taste","0.2",0,1,"Read","eyes","Study2","M","Study Phase2",2490,"Recall2","MSU"
"M20284645_CLP","","taste","0",0,1,"Read","eyes","Study2","M","Study Phase2",1592,"Recall2","MSU"
"M20315914KM","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",2939,"Recall2","MSU"
"M20323006SS","open","taste","0.2",0,1,"Read","eyes","Study2","M","Study Phase2",1438,"Recall2","MSU"
"M20323021_nn","tear","taste","0.6",0,1,"Read","eyes","Study2","M","Study Phase2",2444,"Recall2","MSU"
"M20327479I.M.","mouth","taste","0.2",0,1,"Read","eyes","Study2","M","Study Phase2",1233,"Recall2","MSU"
"M20333877_epm","","taste","0",0,1,"Read","eyes","Study2","M","Study Phase2",2673,"Recall2","MSU"
"M20334444_CAD","breath","taste","0.5",0,1,"Read","eyes","Study2","M","Study Phase2",1471,"Recall2","MSU"
"M20337240_kg","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",72591,"Recall2","MSU"
"M20337746_mr","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",3507,"Recall2","MSU"
"M20339580","","taste","0",0,1,"Read","eyes","Study2","M","Study Phase2",524,"Recall2","MSU"
"M20340664_ld","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",5267,"Recall2","MSU"
"M20340883_pem","","taste","0",0,1,"Read","eyes","Study2","M","Study Phase2",3782,"Recall2","MSU"
"M20342121","pretty","taste","0.5",0,1,"Read","eyes","Study2","M","Study Phase2",1135,"Recall2","MSU"
"M20343281ega","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",10879,"Recall2","MSU"
"M20346509_saja","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",5660,"Recall2","MSU"
"M20347444_cmb","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",4861,"Recall2","MSU"
"M20348084_HJH","taste","taste","1",1,1,"Read","eyes","Study2","M","Study Phase2",1812,"Recall2","MSU"
"20339972JT","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",1857,"Recall2","MSU"
"M20223504BG","","fight","0",0,1,"Read","feud","Study2","F","Study Phase2",226,"Recall2","MSU"
"m20280873MG","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",2840,"Recall2","MSU"
"M20284645_CLP","","fight","0",0,1,"Read","feud","Study2","F","Study Phase2",1502,"Recall2","MSU"
"M20315914KM","family","fight","0.333333333333333",0,1,"Read","feud","Study2","F","Study Phase2",2765,"Recall2","MSU"
"M20323006SS","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",1324,"Recall2","MSU"
"M20323021_nn","","fight","0",0,1,"Read","feud","Study2","F","Study Phase2",9925,"Recall2","MSU"
"M20327479I.M.","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",1606,"Recall2","MSU"
"M20333877_epm","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",5674,"Recall2","MSU"
"M20334444_CAD","family","fight","0.333333333333333",0,1,"Read","feud","Study2","F","Study Phase2",4390,"Recall2","MSU"
"M20337240_kg","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",72634,"Recall2","MSU"
"M20337746_mr","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",4294,"Recall2","MSU"
"M20339580","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",1284,"Recall2","MSU"
"M20340664_ld","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",5454,"Recall2","MSU"
"M20340883_pem","","fight","0",0,1,"Read","feud","Study2","F","Study Phase2",6366,"Recall2","MSU"
"M20342121","me","fight","0",0,1,"Read","feud","Study2","F","Study Phase2",7466,"Recall2","MSU"
"M20343281ega","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",22963,"Recall2","MSU"
"M20346509_saja","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",6191,"Recall2","MSU"
"M20347444_cmb","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",3431,"Recall2","MSU"
"M20348084_HJH","fight","fight","1",1,1,"Read","feud","Study2","F","Study Phase2",3537,"Recall2","MSU"
"20339972JT","leg","leg","1",1,1,"Read","grill","Study2","M","Study Phase2",1949,"Recall2","MSU"
"M20223504BG","","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",230,"Recall2","MSU"
"m20280873MG","cook","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",2804,"Recall2","MSU"
"M20284645_CLP","cook","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",1221,"Recall2","MSU"
"M20315914KM","","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",3485,"Recall2","MSU"
"M20323006SS","cook","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",2478,"Recall2","MSU"
"M20323021_nn","beef","leg","0.25",0,1,"Read","grill","Study2","M","Study Phase2",55272,"Recall2","MSU"
"M20327479I.M.","legs","leg","0.75",1,1,"Read","grill","Study2","M","Study Phase2",1383,"Recall2","MSU"
"M20333877_epm","","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",1854,"Recall2","MSU"
"M20334444_CAD","cheese","leg","0.166666666666667",0,1,"Read","grill","Study2","M","Study Phase2",67555,"Recall2","MSU"
"M20337240_kg","leg","leg","1",1,1,"Read","grill","Study2","M","Study Phase2",7158,"Recall2","MSU"
"M20337746_mr","","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",3242,"Recall2","MSU"
"M20339580","","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",404,"Recall2","MSU"
"M20340664_ld","meat","leg","0.25",0,1,"Read","grill","Study2","M","Study Phase2",209,"Recall2","MSU"
"M20340883_pem","leg","leg","1",1,1,"Read","grill","Study2","M","Study Phase2",6367,"Recall2","MSU"
"M20342121","steak","leg","0.2",0,1,"Read","grill","Study2","M","Study Phase2",2668,"Recall2","MSU"
"M20343281ega","leg","leg","1",1,1,"Read","grill","Study2","M","Study Phase2",20761,"Recall2","MSU"
"M20346509_saja","leg","leg","1",1,1,"Read","grill","Study2","M","Study Phase2",5176,"Recall2","MSU"
"M20347444_cmb","","leg","0",0,1,"Read","grill","Study2","M","Study Phase2",4383,"Recall2","MSU"
"M20348084_HJH","leg","leg","1",1,1,"Read","grill","Study2","M","Study Phase2",2694,"Recall2","MSU"
"20339972JT","car","car","1",1,1,"Read","happy","Study2","U","Study Phase2",1910,"Recall2","MSU"
"M20223504BG","","car","0",0,1,"Read","happy","Study2","U","Study Phase2",84,"Recall2","MSU"
"m20280873MG","sad","car","0.333333333333333",0,1,"Read","happy","Study2","U","Study Phase2",2854,"Recall2","MSU"
"M20284645_CLP","day","car","0.333333333333333",0,1,"Read","happy","Study2","U","Study Phase2",1593,"Recall2","MSU"
"M20315914KM","","car","0",0,1,"Read","happy","Study2","U","Study Phase2",2643,"Recall2","MSU"
"M20323006SS","sad","car","0.333333333333333",0,1,"Read","happy","Study2","U","Study Phase2",1603,"Recall2","MSU"
"M20323021_nn","car","car","1",1,1,"Read","happy","Study2","U","Study Phase2",4395,"Recall2","MSU"
"M20327479I.M.","bugs","car","0",0,1,"Read","happy","Study2","U","Study Phase2",1214,"Recall2","MSU"
"M20333877_epm","car","car","1",1,1,"Read","happy","Study2","U","Study Phase2",1645,"Recall2","MSU"
"M20334444_CAD","sake","car","0.25",0,1,"Read","happy","Study2","U","Study Phase2",3018,"Recall2","MSU"
"M20337240_kg","car","car","1",1,1,"Read","happy","Study2","U","Study Phase2",35559,"Recall2","MSU"
"M20337746_mr","car","car","1",1,1,"Read","happy","Study2","U","Study Phase2",3156,"Recall2","MSU"
