"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1"
"w10108756_stb","ring","finger",1,"Read","wedding","Study1","M","Study Phase",1010,"Recall1"
"w10115108MN","","finger",1,"Read","wedding","Study1","M","Study Phase",1644,"Recall1"
"w10151114_rew","marriage","finger",1,"Read","wedding","Study1","M","Study Phase",541,"Recall1"
"w10158052HC","divorce","finger",1,"Read","wedding","Study1","M","Study Phase",1070,"Recall1"
"w10159057_afm","ring","finger",1,"Read","wedding","Study1","M","Study Phase",863,"Recall1"
"w10159588_dpw","","finger",1,"Read","wedding","Study1","M","Study Phase",3485,"Recall1"
"w10164930","shower","finger",1,"Read","wedding","Study1","M","Study Phase",2291,"Recall1"
"w10168222_jk","cake","finger",1,"Read","wedding","Study1","M","Study Phase",3926,"Recall1"
"w10173850","crash","finger",1,"Read","wedding","Study1","M","Study Phase",70,"Recall1"
"w958179","","finger",1,"Read","wedding","Study1","M","Study Phase",36177,"Recall1"
"M20344836","sentence","sentence",1,"Read","word","Study1","F","Study Phase",7015,"Recall1"
"w10026560_jms","listen","sentence",1,"Read","word","Study1","F","Study Phase",953,"Recall1"
"w10053855_KS","play","sentence",1,"Read","word","Study1","F","Study Phase",2981,"Recall1"
"w10062138_leh","say","sentence",1,"Read","word","Study1","F","Study Phase",2510,"Recall1"
"w10066488_jrg","search ","sentence",1,"Read","word","Study1","F","Study Phase",2380,"Recall1"
"w10066536_jgd","sentence ","sentence",1,"Read","word","Study1","F","Study Phase",1688,"Recall1"
"w10100791MF","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1203,"Recall1"
"w10108756_stb","say","sentence",1,"Read","word","Study1","F","Study Phase",1095,"Recall1"
"w10115108MN","","sentence",1,"Read","word","Study1","F","Study Phase",1489,"Recall1"
"w10151114_rew","different","sentence",1,"Read","word","Study1","F","Study Phase",545,"Recall1"
"w10158052HC","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1411,"Recall1"
"w10159057_afm","bank","sentence",1,"Read","word","Study1","F","Study Phase",658,"Recall1"
"w10159588_dpw","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1895,"Recall1"
"w10164930","","sentence",1,"Read","word","Study1","F","Study Phase",1938,"Recall1"
"w10168222_jk","","sentence",1,"Read","word","Study1","F","Study Phase",5289,"Recall1"
"w10173850","mo","sentence",1,"Read","word","Study1","F","Study Phase",181,"Recall1"
"w958179","","sentence",1,"Read","word","Study1","F","Study Phase",19365,"Recall1"
"10008919","love","love",3,"Read","affection","Study1","F","Study Phase2",8818,"Recall2"
"10109801AG","love","love",3,"Read","affection","Study1","F","Study Phase2",3673,"Recall2"
"10160377BZ","love","love",3,"Read","affection","Study1","F","Study Phase2",1458,"Recall2"
"w10022522_RST","","love",3,"Read","affection","Study1","F","Study Phase2",609,"Recall2"
"w10062324_tlt","love","love",3,"Read","affection","Study1","F","Study Phase2",5378,"Recall2"
"W10062346","","love",3,"Read","affection","Study1","F","Study Phase2",4507,"Recall2"
"w10113788_mls","love","love",3,"Read","affection","Study1","F","Study Phase2",6176,"Recall2"
"w10132114SF","love ","love",3,"Read","affection","Study1","F","Study Phase2",499,"Recall2"
"w10137053KC","love ","love",3,"Read","affection","Study1","F","Study Phase2",1074,"Recall2"
"w10141235_AJV","","love",3,"Read","affection","Study1","F","Study Phase2",7776,"Recall2"
"w10153797AC","love","love",3,"Read","affection","Study1","F","Study Phase2",1972,"Recall2"
"w10167246","love","love",3,"Read","affection","Study1","F","Study Phase2",564,"Recall2"
"w10168867KB","love","love",3,"Read","affection","Study1","F","Study Phase2",2439,"Recall2"
"w10172143MH","love","love",3,"Read","affection","Study1","F","Study Phase2",3864,"Recall2"
"w10172766_mw","love","love",3,"Read","affection","Study1","F","Study Phase2",974,"Recall2"
"w988425_TLM","love","love",3,"Read","affection","Study1","F","Study Phase2",7019,"Recall2"
"10008919","baseball","bounce",3,"Read","bat","Study1","M","Study Phase2",6945,"Recall2"
"10109801AG","owl","bounce",3,"Read","bat","Study1","M","Study Phase2",7805,"Recall2"
"10160377BZ","","bounce",3,"Read","bat","Study1","M","Study Phase2",1927,"Recall2"
"w10022522_RST","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",613,"Recall2"
"w10062324_tlt","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",7758,"Recall2"
"W10062346","","bounce",3,"Read","bat","Study1","M","Study Phase2",7942,"Recall2"
"w10113788_mls","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",4530,"Recall2"
"w10132114SF","man","bounce",3,"Read","bat","Study1","M","Study Phase2",578,"Recall2"
"w10137053KC","ball ","bounce",3,"Read","bat","Study1","M","Study Phase2",1500,"Recall2"
"w10141235_AJV","aniaml","bounce",3,"Read","bat","Study1","M","Study Phase2",1106,"Recall2"
"w10153797AC","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",3583,"Recall2"
"w10167246","night","bounce",3,"Read","bat","Study1","M","Study Phase2",1981,"Recall2"
"w10168867KB","","bounce",3,"Read","bat","Study1","M","Study Phase2",1405,"Recall2"
"w10172143MH","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",2824,"Recall2"
"w10172766_mw","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",1401,"Recall2"
"w988425_TLM","bounce","bounce",3,"Read","bat","Study1","M","Study Phase2",8538,"Recall2"
"10008919","ball","box",3,"Read","beach","Study1","M","Study Phase2",8749,"Recall2"
"10109801AG","bench","box",3,"Read","beach","Study1","M","Study Phase2",8724,"Recall2"
"10160377BZ","","box",3,"Read","beach","Study1","M","Study Phase2",3532,"Recall2"
"w10022522_RST","","box",3,"Read","beach","Study1","M","Study Phase2",1068,"Recall2"
"w10062324_tlt","box","box",3,"Read","beach","Study1","M","Study Phase2",5768,"Recall2"
"W10062346","","box",3,"Read","beach","Study1","M","Study Phase2",3713,"Recall2"
"w10113788_mls","box","box",3,"Read","beach","Study1","M","Study Phase2",11066,"Recall2"
"w10132114SF","mountains ","box",3,"Read","beach","Study1","M","Study Phase2",1127,"Recall2"
"w10137053KC","sand ","box",3,"Read","beach","Study1","M","Study Phase2",1038,"Recall2"
"w10141235_AJV","cruise","box",3,"Read","beach","Study1","M","Study Phase2",1161,"Recall2"
"w10153797AC","snow","box",3,"Read","beach","Study1","M","Study Phase2",3705,"Recall2"
"w10167246","skip","box",3,"Read","beach","Study1","M","Study Phase2",681,"Recall2"
"w10168867KB","","box",3,"Read","beach","Study1","M","Study Phase2",1756,"Recall2"
"w10172143MH","day","box",3,"Read","beach","Study1","M","Study Phase2",3159,"Recall2"
"w10172766_mw","","box",3,"Read","beach","Study1","M","Study Phase2",726,"Recall2"
"w988425_TLM","bench","box",3,"Read","beach","Study1","M","Study Phase2",7051,"Recall2"
"10008919","cake","pie",3,"Read","birthday","Study1","M","Study Phase2",7930,"Recall2"
"10109801AG","candles","pie",3,"Read","birthday","Study1","M","Study Phase2",3001,"Recall2"
"10160377BZ","pie","pie",3,"Read","birthday","Study1","M","Study Phase2",1206,"Recall2"
"w10022522_RST","","pie",3,"Read","birthday","Study1","M","Study Phase2",1037,"Recall2"
"w10062324_tlt","cake","pie",3,"Read","birthday","Study1","M","Study Phase2",6949,"Recall2"
"W10062346","","pie",3,"Read","birthday","Study1","M","Study Phase2",5310,"Recall2"
"w10113788_mls","pie","pie",3,"Read","birthday","Study1","M","Study Phase2",6325,"Recall2"
"w10132114SF","cake","pie",3,"Read","birthday","Study1","M","Study Phase2",827,"Recall2"
"w10137053KC","song ","pie",3,"Read","birthday","Study1","M","Study Phase2",1043,"Recall2"
"w10141235_AJV","day","pie",3,"Read","birthday","Study1","M","Study Phase2",847,"Recall2"
"w10153797AC","party","pie",3,"Read","birthday","Study1","M","Study Phase2",3629,"Recall2"
"w10167246","holdisa","pie",3,"Read","birthday","Study1","M","Study Phase2",736,"Recall2"
"w10168867KB","cake","pie",3,"Read","birthday","Study1","M","Study Phase2",1647,"Recall2"
"w10172143MH","pie","pie",3,"Read","birthday","Study1","M","Study Phase2",1881,"Recall2"
"w10172766_mw","pie","pie",3,"Read","birthday","Study1","M","Study Phase2",1271,"Recall2"
"w988425_TLM","pie","pie",3,"Read","birthday","Study1","M","Study Phase2",7174,"Recall2"
"10008919","pie","hand",3,"Read","cake","Study1","U","Study Phase2",7163,"Recall2"
"10109801AG","bake","hand",3,"Read","cake","Study1","U","Study Phase2",6865,"Recall2"
"10160377BZ","","hand",3,"Read","cake","Study1","U","Study Phase2",1154,"Recall2"
"w10022522_RST","","hand",3,"Read","cake","Study1","U","Study Phase2",742,"Recall2"
"w10062324_tlt","hand","hand",3,"Read","cake","Study1","U","Study Phase2",10379,"Recall2"
"W10062346","hand","hand",3,"Read","cake","Study1","U","Study Phase2",4072,"Recall2"
"w10113788_mls","hand","hand",3,"Read","cake","Study1","U","Study Phase2",4037,"Recall2"
"w10132114SF","cream","hand",3,"Read","cake","Study1","U","Study Phase2",681,"Recall2"
"w10137053KC","birthday ","hand",3,"Read","cake","Study1","U","Study Phase2",983,"Recall2"
"w10141235_AJV","bake","hand",3,"Read","cake","Study1","U","Study Phase2",1969,"Recall2"
"w10153797AC","a","hand",3,"Read","cake","Study1","U","Study Phase2",4507,"Recall2"
"w10167246","bake","hand",3,"Read","cake","Study1","U","Study Phase2",474,"Recall2"
"w10168867KB","","hand",3,"Read","cake","Study1","U","Study Phase2",1235,"Recall2"
"w10172143MH","day","hand",3,"Read","cake","Study1","U","Study Phase2",2732,"Recall2"
"w10172766_mw","","hand",3,"Read","cake","Study1","U","Study Phase2",422,"Recall2"
"w988425_TLM","","hand",3,"Read","cake","Study1","U","Study Phase2",13244,"Recall2"
"10008919","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",12486,"Recall2"
"10109801AG","floor","carpet",3,"Read","ceiling","Study1","M","Study Phase2",4170,"Recall2"
"10160377BZ","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",1260,"Recall2"
"w10022522_RST","","carpet",3,"Read","ceiling","Study1","M","Study Phase2",738,"Recall2"
"w10062324_tlt","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",9028,"Recall2"
"W10062346","","carpet",3,"Read","ceiling","Study1","M","Study Phase2",5116,"Recall2"
"w10113788_mls","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",4228,"Recall2"
"w10132114SF","floor","carpet",3,"Read","ceiling","Study1","M","Study Phase2",794,"Recall2"
"w10137053KC","carpet ","carpet",3,"Read","ceiling","Study1","M","Study Phase2",4055,"Recall2"
"w10141235_AJV","fan","carpet",3,"Read","ceiling","Study1","M","Study Phase2",1824,"Recall2"
"w10153797AC","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",4279,"Recall2"
"w10167246","roof","carpet",3,"Read","ceiling","Study1","M","Study Phase2",862,"Recall2"
"w10168867KB","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",9697,"Recall2"
"w10172143MH","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",3694,"Recall2"
"w10172766_mw","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",885,"Recall2"
"w988425_TLM","carpet","carpet",3,"Read","ceiling","Study1","M","Study Phase2",3665,"Recall2"
"10008919","square","dance",3,"Read","circle","Study1","M","Study Phase2",6835,"Recall2"
"10109801AG","dance","dance",3,"Read","circle","Study1","M","Study Phase2",5040,"Recall2"
"10160377BZ","","dance",3,"Read","circle","Study1","M","Study Phase2",1411,"Recall2"
"w10022522_RST","","dance",3,"Read","circle","Study1","M","Study Phase2",779,"Recall2"
"w10062324_tlt","dance","dance",3,"Read","circle","Study1","M","Study Phase2",7281,"Recall2"
"W10062346","","dance",3,"Read","circle","Study1","M","Study Phase2",4685,"Recall2"
"w10113788_mls","dance","dance",3,"Read","circle","Study1","M","Study Phase2",7462,"Recall2"
"w10132114SF","square","dance",3,"Read","circle","Study1","M","Study Phase2",1229,"Recall2"
"w10137053KC","square ","dance",3,"Read","circle","Study1","M","Study Phase2",2882,"Recall2"
"w10141235_AJV","square","dance",3,"Read","circle","Study1","M","Study Phase2",1294,"Recall2"
"w10153797AC","dance","dance",3,"Read","circle","Study1","M","Study Phase2",3499,"Recall2"
"w10167246","round","dance",3,"Read","circle","Study1","M","Study Phase2",749,"Recall2"
"w10168867KB","","dance",3,"Read","circle","Study1","M","Study Phase2",1484,"Recall2"
"w10172143MH","dance","dance",3,"Read","circle","Study1","M","Study Phase2",4315,"Recall2"
"w10172766_mw","","dance",3,"Read","circle","Study1","M","Study Phase2",920,"Recall2"
"w988425_TLM","around","dance",3,"Read","circle","Study1","M","Study Phase2",7644,"Recall2"
"10008919","election","election",3,"Read","crackle","Study1","U","Study Phase2",10964,"Recall2"
"10109801AG","laugh","election",3,"Read","crackle","Study1","U","Study Phase2",6884,"Recall2"
"10160377BZ","","election",3,"Read","crackle","Study1","U","Study Phase2",1888,"Recall2"
"w10022522_RST","","election",3,"Read","crackle","Study1","U","Study Phase2",1134,"Recall2"
"w10062324_tlt","election","election",3,"Read","crackle","Study1","U","Study Phase2",11376,"Recall2"
"W10062346","","election",3,"Read","crackle","Study1","U","Study Phase2",5083,"Recall2"
"w10113788_mls","election","election",3,"Read","crackle","Study1","U","Study Phase2",7671,"Recall2"
"w10132114SF","barrel ","election",3,"Read","crackle","Study1","U","Study Phase2",609,"Recall2"
"w10137053KC","pop ","election",3,"Read","crackle","Study1","U","Study Phase2",13193,"Recall2"
"w10141235_AJV","","election",3,"Read","crackle","Study1","U","Study Phase2",9158,"Recall2"
"w10153797AC","election","election",3,"Read","crackle","Study1","U","Study Phase2",4156,"Recall2"
"w10167246","cracker","election",3,"Read","crackle","Study1","U","Study Phase2",995,"Recall2"
"w10168867KB","","election",3,"Read","crackle","Study1","U","Study Phase2",1633,"Recall2"
"w10172143MH","car","election",3,"Read","crackle","Study1","U","Study Phase2",6198,"Recall2"
"w10172766_mw","","election",3,"Read","crackle","Study1","U","Study Phase2",1956,"Recall2"
"w988425_TLM","bang","election",3,"Read","crackle","Study1","U","Study Phase2",5862,"Recall2"
"10008919","card","card",3,"Read","credit","Study1","F","Study Phase2",7069,"Recall2"
"10109801AG","card","card",3,"Read","credit","Study1","F","Study Phase2",4118,"Recall2"
"10160377BZ","card","card",3,"Read","credit","Study1","F","Study Phase2",1344,"Recall2"
"w10022522_RST","card","card",3,"Read","credit","Study1","F","Study Phase2",1341,"Recall2"
"w10062324_tlt","card","card",3,"Read","credit","Study1","F","Study Phase2",5186,"Recall2"
"W10062346","card","card",3,"Read","credit","Study1","F","Study Phase2",6359,"Recall2"
"w10113788_mls","card","card",3,"Read","credit","Study1","F","Study Phase2",4788,"Recall2"
"w10132114SF","card","card",3,"Read","credit","Study1","F","Study Phase2",869,"Recall2"
"w10137053KC","card ","card",3,"Read","credit","Study1","F","Study Phase2",1058,"Recall2"
"w10141235_AJV","","card",3,"Read","credit","Study1","F","Study Phase2",1297,"Recall2"
"w10153797AC","card","card",3,"Read","credit","Study1","F","Study Phase2",1724,"Recall2"
"w10167246","skip","card",3,"Read","credit","Study1","F","Study Phase2",1030,"Recall2"
"w10168867KB","card","card",3,"Read","credit","Study1","F","Study Phase2",6190,"Recall2"
"w10172143MH","card","card",3,"Read","credit","Study1","F","Study Phase2",2392,"Recall2"
"w10172766_mw","card","card",3,"Read","credit","Study1","F","Study Phase2",847,"Recall2"
"w988425_TLM","card","card",3,"Read","credit","Study1","F","Study Phase2",3335,"Recall2"
"10008919","bottle","bottle",3,"Read","cry","Study1","M","Study Phase2",6508,"Recall2"
"10109801AG","sad","bottle",3,"Read","cry","Study1","M","Study Phase2",5761,"Recall2"
"10160377BZ","bottle","bottle",3,"Read","cry","Study1","M","Study Phase2",1204,"Recall2"
"w10022522_RST","","bottle",3,"Read","cry","Study1","M","Study Phase2",762,"Recall2"
"w10062324_tlt","bottle","bottle",3,"Read","cry","Study1","M","Study Phase2",8182,"Recall2"
"W10062346","","bottle",3,"Read","cry","Study1","M","Study Phase2",3543,"Recall2"
"w10113788_mls","bottle","bottle",3,"Read","cry","Study1","M","Study Phase2",4654,"Recall2"
"w10132114SF","laugh","bottle",3,"Read","cry","Study1","M","Study Phase2",463,"Recall2"
"w10137053KC","sad ","bottle",3,"Read","cry","Study1","M","Study Phase2",1557,"Recall2"
"w10141235_AJV","baby","bottle",3,"Read","cry","Study1","M","Study Phase2",1252,"Recall2"
"w10153797AC","wet","bottle",3,"Read","cry","Study1","M","Study Phase2",3427,"Recall2"
"w10167246","sad","bottle",3,"Read","cry","Study1","M","Study Phase2",940,"Recall2"
"w10168867KB","bottle","bottle",3,"Read","cry","Study1","M","Study Phase2",1542,"Recall2"
"w10172143MH","far","bottle",3,"Read","cry","Study1","M","Study Phase2",4369,"Recall2"
"w10172766_mw","","bottle",3,"Read","cry","Study1","M","Study Phase2",887,"Recall2"
"w988425_TLM","child","bottle",3,"Read","cry","Study1","M","Study Phase2",3033,"Recall2"
"10008919","night","dark",3,"Read","day","Study1","M","Study Phase2",8112,"Recall2"
"10109801AG","year","dark",3,"Read","day","Study1","M","Study Phase2",1182,"Recall2"
"10160377BZ","","dark",3,"Read","day","Study1","M","Study Phase2",1213,"Recall2"
"w10022522_RST","","dark",3,"Read","day","Study1","M","Study Phase2",513,"Recall2"
"w10062324_tlt","dark","dark",3,"Read","day","Study1","M","Study Phase2",6431,"Recall2"
"W10062346","dark","dark",3,"Read","day","Study1","M","Study Phase2",411800,"Recall2"
"w10113788_mls","dark","dark",3,"Read","day","Study1","M","Study Phase2",6194,"Recall2"
"w10132114SF","month","dark",3,"Read","day","Study1","M","Study Phase2",961,"Recall2"
"w10137053KC","night ","dark",3,"Read","day","Study1","M","Study Phase2",990,"Recall2"
"w10141235_AJV","night","dark",3,"Read","day","Study1","M","Study Phase2",1410,"Recall2"
"w10153797AC","dark","dark",3,"Read","day","Study1","M","Study Phase2",5767,"Recall2"
"w10167246","night","dark",3,"Read","day","Study1","M","Study Phase2",1314,"Recall2"
"w10168867KB","","dark",3,"Read","day","Study1","M","Study Phase2",1149,"Recall2"
"w10172143MH","dark","dark",3,"Read","day","Study1","M","Study Phase2",3739,"Recall2"
"w10172766_mw","dark","dark",3,"Read","day","Study1","M","Study Phase2",1175,"Recall2"
"w988425_TLM","dark","dark",3,"Read","day","Study1","M","Study Phase2",2311,"Recall2"
"10008919","fir","bang",3,"Read","fuzzy","Study1","U","Study Phase2",7770,"Recall2"
"10109801AG","rough","bang",3,"Read","fuzzy","Study1","U","Study Phase2",6401,"Recall2"
"10160377BZ","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",2026,"Recall2"
"w10022522_RST","bangs","bang",3,"Read","fuzzy","Study1","U","Study Phase2",989,"Recall2"
"w10062324_tlt","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",8670,"Recall2"
"W10062346","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",4207,"Recall2"
"w10113788_mls","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",6912,"Recall2"
"w10132114SF","confy","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1915,"Recall2"
"w10137053KC","sock ","bang",3,"Read","fuzzy","Study1","U","Study Phase2",3742,"Recall2"
"w10141235_AJV","bear","bang",3,"Read","fuzzy","Study1","U","Study Phase2",2488,"Recall2"
"w10153797AC","explosion","bang",3,"Read","fuzzy","Study1","U","Study Phase2",3691,"Recall2"
"w10167246","wuxzy","bang",3,"Read","fuzzy","Study1","U","Study Phase2",678,"Recall2"
"w10168867KB","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",8925,"Recall2"
"w10172143MH","bangs","bang",3,"Read","fuzzy","Study1","U","Study Phase2",4868,"Recall2"
"w10172766_mw","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",788,"Recall2"
"w988425_TLM","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",11372,"Recall2"
"10008919","take","steak",3,"Read","give","Study1","U","Study Phase2",7459,"Recall2"
"10109801AG","take","steak",3,"Read","give","Study1","U","Study Phase2",6868,"Recall2"
"10160377BZ","","steak",3,"Read","give","Study1","U","Study Phase2",1384,"Recall2"
"w10022522_RST","","steak",3,"Read","give","Study1","U","Study Phase2",865,"Recall2"
"w10062324_tlt","grace","steak",3,"Read","give","Study1","U","Study Phase2",5877,"Recall2"
"W10062346","take","steak",3,"Read","give","Study1","U","Study Phase2",3885,"Recall2"
"w10113788_mls","","steak",3,"Read","give","Study1","U","Study Phase2",6797,"Recall2"
"w10132114SF","taje","steak",3,"Read","give","Study1","U","Study Phase2",842,"Recall2"
"w10137053KC","steak","steak",3,"Read","give","Study1","U","Study Phase2",10008,"Recall2"
"w10141235_AJV","take","steak",3,"Read","give","Study1","U","Study Phase2",1141,"Recall2"
"w10153797AC","take","steak",3,"Read","give","Study1","U","Study Phase2",4318,"Recall2"
"w10167246","skip","steak",3,"Read","give","Study1","U","Study Phase2",607,"Recall2"
"w10168867KB","take","steak",3,"Read","give","Study1","U","Study Phase2",1235,"Recall2"
"w10172143MH","take","steak",3,"Read","give","Study1","U","Study Phase2",1452,"Recall2"
"w10172766_mw","","steak",3,"Read","give","Study1","U","Study Phase2",6863,"Recall2"
"w988425_TLM","take","steak",3,"Read","give","Study1","U","Study Phase2",3618,"Recall2"
"10008919","knocks","cotton",3,"Read","hard","Study1","M","Study Phase2",6802,"Recall2"
"10109801AG","rough","cotton",3,"Read","hard","Study1","M","Study Phase2",3499,"Recall2"
"10160377BZ","","cotton",3,"Read","hard","Study1","M","Study Phase2",1319,"Recall2"
"w10022522_RST","","cotton",3,"Read","hard","Study1","M","Study Phase2",862,"Recall2"
"w10062324_tlt","soft","cotton",3,"Read","hard","Study1","M","Study Phase2",32110,"Recall2"
"W10062346","cotten","cotton",3,"Read","hard","Study1","M","Study Phase2",4644,"Recall2"
"w10113788_mls","cotton","cotton",3,"Read","hard","Study1","M","Study Phase2",14337,"Recall2"
"w10132114SF","soft","cotton",3,"Read","hard","Study1","M","Study Phase2",810,"Recall2"
"w10137053KC","ball ","cotton",3,"Read","hard","Study1","M","Study Phase2",4326,"Recall2"
"w10141235_AJV","hammer","cotton",3,"Read","hard","Study1","M","Study Phase2",649,"Recall2"
"w10153797AC","soft","cotton",3,"Read","hard","Study1","M","Study Phase2",3399,"Recall2"
"w10167246","soft","cotton",3,"Read","hard","Study1","M","Study Phase2",945,"Recall2"
"w10168867KB","soft","cotton",3,"Read","hard","Study1","M","Study Phase2",1356,"Recall2"
"w10172143MH","fall","cotton",3,"Read","hard","Study1","M","Study Phase2",4523,"Recall2"
"w10172766_mw","","cotton",3,"Read","hard","Study1","M","Study Phase2",1347,"Recall2"
"w988425_TLM","soft","cotton",3,"Read","hard","Study1","M","Study Phase2",15869,"Recall2"
"10008919","wheel","wheel",3,"Read","horse","Study1","M","Study Phase2",7643,"Recall2"
"10109801AG","cattle","wheel",3,"Read","horse","Study1","M","Study Phase2",9608,"Recall2"
"10160377BZ","wheel","wheel",3,"Read","horse","Study1","M","Study Phase2",1146,"Recall2"
"w10022522_RST","","wheel",3,"Read","horse","Study1","M","Study Phase2",825,"Recall2"
"w10062324_tlt","wheel","wheel",3,"Read","horse","Study1","M","Study Phase2",5711,"Recall2"
"W10062346","","wheel",3,"Read","horse","Study1","M","Study Phase2",7140,"Recall2"
"w10113788_mls","wheel","wheel",3,"Read","horse","Study1","M","Study Phase2",6969,"Recall2"
"w10132114SF","ride","wheel",3,"Read","horse","Study1","M","Study Phase2",836,"Recall2"
"w10137053KC","donkey ","wheel",3,"Read","horse","Study1","M","Study Phase2",1050,"Recall2"
"w10141235_AJV","donkey","wheel",3,"Read","horse","Study1","M","Study Phase2",1006,"Recall2"
"w10153797AC","f","wheel",3,"Read","horse","Study1","M","Study Phase2",5536,"Recall2"
"w10167246","mule","wheel",3,"Read","horse","Study1","M","Study Phase2",473,"Recall2"
"w10168867KB","","wheel",3,"Read","horse","Study1","M","Study Phase2",1246,"Recall2"
"w10172143MH","donkey","wheel",3,"Read","horse","Study1","M","Study Phase2",5606,"Recall2"
"w10172766_mw","","wheel",3,"Read","horse","Study1","M","Study Phase2",727,"Recall2"
"w988425_TLM","","wheel",3,"Read","horse","Study1","M","Study Phase2",6238,"Recall2"
"10008919","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",8621,"Recall2"
"10109801AG","soap","clean",3,"Read","hygiene","Study1","F","Study Phase2",10571,"Recall2"
"10160377BZ","","clean",3,"Read","hygiene","Study1","F","Study Phase2",19028,"Recall2"
"w10022522_RST","","clean",3,"Read","hygiene","Study1","F","Study Phase2",767,"Recall2"
"w10062324_tlt","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",5248,"Recall2"
"W10062346","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",4516,"Recall2"
"w10113788_mls","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",5962,"Recall2"
"w10132114SF","ckean","clean",3,"Read","hygiene","Study1","F","Study Phase2",542,"Recall2"
"w10137053KC","wash","clean",3,"Read","hygiene","Study1","F","Study Phase2",1736,"Recall2"
"w10141235_AJV","brush","clean",3,"Read","hygiene","Study1","F","Study Phase2",1086,"Recall2"
"w10153797AC","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",2567,"Recall2"
"w10167246","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",883,"Recall2"
"w10168867KB","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1632,"Recall2"
"w10172143MH","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",2000,"Recall2"
"w10172766_mw","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",624,"Recall2"
"w988425_TLM","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",2070,"Recall2"
"10008919","car","rod",3,"Read","keys","Study1","U","Study Phase2",6635,"Recall2"
"10109801AG","ring","rod",3,"Read","keys","Study1","U","Study Phase2",3570,"Recall2"
"10160377BZ","rod","rod",3,"Read","keys","Study1","U","Study Phase2",1080,"Recall2"
"w10022522_RST","","rod",3,"Read","keys","Study1","U","Study Phase2",935,"Recall2"
"w10062324_tlt","charm","rod",3,"Read","keys","Study1","U","Study Phase2",7835,"Recall2"
"W10062346","rod","rod",3,"Read","keys","Study1","U","Study Phase2",3232,"Recall2"
"w10113788_mls","rod","rod",3,"Read","keys","Study1","U","Study Phase2",4736,"Recall2"
"w10132114SF","car","rod",3,"Read","keys","Study1","U","Study Phase2",988,"Recall2"
"w10137053KC","car ","rod",3,"Read","keys","Study1","U","Study Phase2",1036,"Recall2"
"w10141235_AJV","","rod",3,"Read","keys","Study1","U","Study Phase2",970,"Recall2"
"w10153797AC","meat","rod",3,"Read","keys","Study1","U","Study Phase2",4197,"Recall2"
"w10167246","hood","rod",3,"Read","keys","Study1","U","Study Phase2",1297,"Recall2"
"w10168867KB","","rod",3,"Read","keys","Study1","U","Study Phase2",1640,"Recall2"
"w10172143MH","lost","rod",3,"Read","keys","Study1","U","Study Phase2",5799,"Recall2"
"w10172766_mw","","rod",3,"Read","keys","Study1","U","Study Phase2",477,"Recall2"
"w988425_TLM","meat","rod",3,"Read","keys","Study1","U","Study Phase2",5944,"Recall2"
"10008919","stripes","stripes",3,"Read","lion","Study1","M","Study Phase2",8514,"Recall2"
"10109801AG","tiger","stripes",3,"Read","lion","Study1","M","Study Phase2",6568,"Recall2"
"10160377BZ","stripes","stripes",3,"Read","lion","Study1","M","Study Phase2",2974,"Recall2"
"w10022522_RST","stripes","stripes",3,"Read","lion","Study1","M","Study Phase2",661,"Recall2"
