"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1","source"
"M20350230JMY","dtink","drink",2,"JOL","sip","Study1","F","Study Phase",3798,87,"Recall1","MSU"
"M20301852CE","","belt",2,"JOL","soon","Study1","U","Study Phase",8873,0,"Recall1","MSU"
"M20324226_AG","","belt",2,"JOL","soon","Study1","U","Study Phase",6398,60,"Recall1","MSU"
"M20338519CB","see","belt",2,"JOL","soon","Study1","U","Study Phase",3794,0,"Recall1","MSU"
"M20338998SM","","belt",2,"JOL","soon","Study1","U","Study Phase",9988,20,"Recall1","MSU"
"M20339166AP","late","belt",2,"JOL","soon","Study1","U","Study Phase",19444,0,"Recall1","MSU"
"M20346505_PC","early","belt",2,"JOL","soon","Study1","U","Study Phase",3381,34,"Recall1","MSU"
"M20348221MH","later","belt",2,"JOL","soon","Study1","U","Study Phase",3988,0,"Recall1","MSU"
"M20350230JMY","","belt",2,"JOL","soon","Study1","U","Study Phase",3341,14,"Recall1","MSU"
"M20301852CE","","cloth",2,"JOL","stretch","Study1","U","Study Phase",3061,7,"Recall1","MSU"
"M20324226_AG","cloth","cloth",2,"JOL","stretch","Study1","U","Study Phase",4686,75,"Recall1","MSU"
"M20338519CB","","cloth",2,"JOL","stretch","Study1","U","Study Phase",5689,6,"Recall1","MSU"
"M20338998SM","clothes","cloth",2,"JOL","stretch","Study1","U","Study Phase",6018,80,"Recall1","MSU"
"M20339166AP","body","cloth",2,"JOL","stretch","Study1","U","Study Phase",8344,50,"Recall1","MSU"
"M20346505_PC","sketch","cloth",2,"JOL","stretch","Study1","U","Study Phase",2811,10,"Recall1","MSU"
"M20348221MH","run","cloth",2,"JOL","stretch","Study1","U","Study Phase",8886,20,"Recall1","MSU"
"M20350230JMY","","cloth",2,"JOL","stretch","Study1","U","Study Phase",4311,20,"Recall1","MSU"
"M20301852CE","bird","bird",2,"JOL","swan","Study1","F","Study Phase",2559,70,"Recall1","MSU"
"M20324226_AG","bird","bird",2,"JOL","swan","Study1","F","Study Phase",9071,75,"Recall1","MSU"
"M20338519CB","bird","bird",2,"JOL","swan","Study1","F","Study Phase",3963,67,"Recall1","MSU"
"M20338998SM","bird","bird",2,"JOL","swan","Study1","F","Study Phase",3642,30,"Recall1","MSU"
"M20339166AP","bird","bird",2,"JOL","swan","Study1","F","Study Phase",20945,60,"Recall1","MSU"
"M20346505_PC","bird","bird",2,"JOL","swan","Study1","F","Study Phase",2558,90,"Recall1","MSU"
"M20348221MH","bird","bird",2,"JOL","swan","Study1","F","Study Phase",5099,100,"Recall1","MSU"
"M20350230JMY","bird","bird",2,"JOL","swan","Study1","F","Study Phase",6764,12,"Recall1","MSU"
"M20301852CE","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",6592,50,"Recall1","MSU"
"M20324226_AG","","morning",2,"JOL","temperature","Study1","U","Study Phase",3214,70,"Recall1","MSU"
"M20338519CB","hot","morning",2,"JOL","temperature","Study1","U","Study Phase",5292,12,"Recall1","MSU"
"M20338998SM","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",7227,70,"Recall1","MSU"
"M20339166AP","morning ","morning",2,"JOL","temperature","Study1","U","Study Phase",30965,70,"Recall1","MSU"
"M20346505_PC","hot","morning",2,"JOL","temperature","Study1","U","Study Phase",4784,11,"Recall1","MSU"
"M20348221MH","morning","morning",2,"JOL","temperature","Study1","U","Study Phase",5027,40,"Recall1","MSU"
"M20350230JMY","hot","morning",2,"JOL","temperature","Study1","U","Study Phase",10100,33,"Recall1","MSU"
"M20301852CE","","comb",2,"JOL","tooth","Study1","M","Study Phase",15458,50,"Recall1","MSU"
"M20324226_AG","comb","comb",2,"JOL","tooth","Study1","M","Study Phase",3837,70,"Recall1","MSU"
"M20338519CB","brush","comb",2,"JOL","tooth","Study1","M","Study Phase",4815,8,"Recall1","MSU"
"M20338998SM","comb","comb",2,"JOL","tooth","Study1","M","Study Phase",5010,70,"Recall1","MSU"
"M20339166AP","comb","comb",2,"JOL","tooth","Study1","M","Study Phase",11169,80,"Recall1","MSU"
"M20346505_PC","dentist","comb",2,"JOL","tooth","Study1","M","Study Phase",4542,21,"Recall1","MSU"
"M20348221MH","fairy","comb",2,"JOL","tooth","Study1","M","Study Phase",13955,30,"Recall1","MSU"
"M20350230JMY","","comb",2,"JOL","tooth","Study1","M","Study Phase",3275,73,"Recall1","MSU"
"M20301852CE","green","pancakes",2,"JOL","tree","Study1","M","Study Phase",4666,10,"Recall1","MSU"
"M20324226_AG","greens","pancakes",2,"JOL","tree","Study1","M","Study Phase",4135,65,"Recall1","MSU"
"M20338519CB","green","pancakes",2,"JOL","tree","Study1","M","Study Phase",3369,0,"Recall1","MSU"
"M20338998SM","green","pancakes",2,"JOL","tree","Study1","M","Study Phase",13950,30,"Recall1","MSU"
"M20339166AP","green","pancakes",2,"JOL","tree","Study1","M","Study Phase",16815,10,"Recall1","MSU"
"M20346505_PC","green","pancakes",2,"JOL","tree","Study1","M","Study Phase",4152,0,"Recall1","MSU"
"M20348221MH","green","pancakes",2,"JOL","tree","Study1","M","Study Phase",2539,0,"Recall1","MSU"
"M20350230JMY","grass","pancakes",2,"JOL","tree","Study1","M","Study Phase",1700,23,"Recall1","MSU"
"M20301852CE","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",2383,90,"Recall1","MSU"
"M20324226_AG","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",4046,95,"Recall1","MSU"
"M20338519CB","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",3088,100,"Recall1","MSU"
"M20338998SM","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",4024,70,"Recall1","MSU"
"M20339166AP","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",4811,100,"Recall1","MSU"
"M20346505_PC","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",7141,60,"Recall1","MSU"
"M20348221MH","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",4569,100,"Recall1","MSU"
"M20350230JMY","fish","fish",2,"JOL","tuna","Study1","F","Study Phase",3596,98,"Recall1","MSU"
"M20301852CE","","charm",2,"JOL","vehicle","Study1","U","Study Phase",3859,5,"Recall1","MSU"
"M20324226_AG","","charm",2,"JOL","vehicle","Study1","U","Study Phase",4046,75,"Recall1","MSU"
"M20338519CB","drive","charm",2,"JOL","vehicle","Study1","U","Study Phase",3513,0,"Recall1","MSU"
"M20338998SM","","charm",2,"JOL","vehicle","Study1","U","Study Phase",6268,50,"Recall1","MSU"
"M20339166AP","car","charm",2,"JOL","vehicle","Study1","U","Study Phase",19053,15,"Recall1","MSU"
"M20346505_PC","fuzz","charm",2,"JOL","vehicle","Study1","U","Study Phase",3244,0,"Recall1","MSU"
"M20348221MH","car","charm",2,"JOL","vehicle","Study1","U","Study Phase",13033,50,"Recall1","MSU"
"M20350230JMY","charm","charm",2,"JOL","vehicle","Study1","U","Study Phase",2947,19,"Recall1","MSU"
"M20301852CE","money","money",2,"JOL","wage","Study1","F","Study Phase",4233,50,"Recall1","MSU"
"M20324226_AG","money","money",2,"JOL","wage","Study1","F","Study Phase",8943,55,"Recall1","MSU"
"M20338519CB","min","money",2,"JOL","wage","Study1","F","Study Phase",5147,31,"Recall1","MSU"
"M20338998SM","money","money",2,"JOL","wage","Study1","F","Study Phase",5122,90,"Recall1","MSU"
"M20339166AP","money","money",2,"JOL","wage","Study1","F","Study Phase",6474,40,"Recall1","MSU"
"M20346505_PC","money","money",2,"JOL","wage","Study1","F","Study Phase",3933,60,"Recall1","MSU"
"M20348221MH","money","money",2,"JOL","wage","Study1","F","Study Phase",3444,60,"Recall1","MSU"
"M20350230JMY","money","money",2,"JOL","wage","Study1","F","Study Phase",3248,87,"Recall1","MSU"
"M20301852CE","loud","loud",2,"JOL","war","Study1","M","Study Phase",2530,2,"Recall1","MSU"
"M20324226_AG","loud","loud",2,"JOL","war","Study1","M","Study Phase",2651,90,"Recall1","MSU"
"M20338519CB","blood","loud",2,"JOL","war","Study1","M","Study Phase",3830,32,"Recall1","MSU"
"M20338998SM","loud","loud",2,"JOL","war","Study1","M","Study Phase",3326,80,"Recall1","MSU"
"M20339166AP","loud","loud",2,"JOL","war","Study1","M","Study Phase",8135,40,"Recall1","MSU"
"M20346505_PC","loud","loud",2,"JOL","war","Study1","M","Study Phase",3673,30,"Recall1","MSU"
"M20348221MH","loud","loud",2,"JOL","war","Study1","M","Study Phase",3955,10,"Recall1","MSU"
"M20350230JMY","loud","loud",2,"JOL","war","Study1","M","Study Phase",2542,12,"Recall1","MSU"
"M20301852CE","hand","hand",2,"JOL","wedding","Study1","M","Study Phase",3283,40,"Recall1","MSU"
"M20324226_AG","hand","hand",2,"JOL","wedding","Study1","M","Study Phase",4302,80,"Recall1","MSU"
"M20338519CB","cake","hand",2,"JOL","wedding","Study1","M","Study Phase",3693,40,"Recall1","MSU"
"M20338998SM","hand","hand",2,"JOL","wedding","Study1","M","Study Phase",8185,70,"Recall1","MSU"
"M20339166AP","cake","hand",2,"JOL","wedding","Study1","M","Study Phase",11564,40,"Recall1","MSU"
"M20346505_PC","day","hand",2,"JOL","wedding","Study1","M","Study Phase",8383,43,"Recall1","MSU"
"M20348221MH","cake","hand",2,"JOL","wedding","Study1","M","Study Phase",5805,50,"Recall1","MSU"
"M20350230JMY","band","hand",2,"JOL","wedding","Study1","M","Study Phase",3978,44,"Recall1","MSU"
"M20301852CE","sentence","sentence",2,"JOL","word","Study1","F","Study Phase",2731,80,"Recall1","MSU"
"M20324226_AG","sentence","sentence",2,"JOL","word","Study1","F","Study Phase",4084,85,"Recall1","MSU"
"M20338519CB","","sentence",2,"JOL","word","Study1","F","Study Phase",3002,25,"Recall1","MSU"
"M20338998SM","sentence","sentence",2,"JOL","word","Study1","F","Study Phase",4061,60,"Recall1","MSU"
"M20339166AP","sentence ","sentence",2,"JOL","word","Study1","F","Study Phase",6314,70,"Recall1","MSU"
"M20346505_PC","sentence","sentence",2,"JOL","word","Study1","F","Study Phase",3581,77,"Recall1","MSU"
"M20348221MH","search","sentence",2,"JOL","word","Study1","F","Study Phase",3083,40,"Recall1","MSU"
"M20350230JMY","","sentence",2,"JOL","word","Study1","F","Study Phase",4504,10,"Recall1","MSU"
"M20265221SL","love","love",4,"JOL","affection","Study1","F","Study Phase2",2268,54,"Recall2","MSU"
"M20278328_MD","love","love",4,"JOL","affection","Study1","F","Study Phase2",2516,9,"Recall2","MSU"
"M20297698AL","love","love",4,"JOL","affection","Study1","F","Study Phase2",2307,3,"Recall2","MSU"
"M20298373","","love",4,"JOL","affection","Study1","F","Study Phase2",2553,5,"Recall2","MSU"
"M20302978_ch","","love",4,"JOL","affection","Study1","F","Study Phase2",2325,100,"Recall2","MSU"
"M20316499_kpf","love","love",4,"JOL","affection","Study1","F","Study Phase2",2016,100,"Recall2","MSU"
"M20316755ADF","love","love",4,"JOL","affection","Study1","F","Study Phase2",1986,100,"Recall2","MSU"
"M20331128S.W","love","love",4,"JOL","affection","Study1","F","Study Phase2",1767,90,"Recall2","MSU"
"M20338323_cls","love","love",4,"JOL","affection","Study1","F","Study Phase2",1366,100,"Recall2","MSU"
"M20348292_LMK","love","love",4,"JOL","affection","Study1","F","Study Phase2",3315,87,"Recall2","MSU"
"M20265221SL","jumpo","jump",4,"JOL","bat","Study1","M","Study Phase2",1623,63,"Recall2","MSU"
"M20278328_MD","jump","jump",4,"JOL","bat","Study1","M","Study Phase2",3094,77,"Recall2","MSU"
"M20297698AL","","jump",4,"JOL","bat","Study1","M","Study Phase2",2604,0,"Recall2","MSU"
"M20298373","jump","jump",4,"JOL","bat","Study1","M","Study Phase2",1728,0,"Recall2","MSU"
"M20302978_ch","hop","jump",4,"JOL","bat","Study1","M","Study Phase2",1634,0,"Recall2","MSU"
"M20316499_kpf","jump","jump",4,"JOL","bat","Study1","M","Study Phase2",2942,20,"Recall2","MSU"
"M20316755ADF","","jump",4,"JOL","bat","Study1","M","Study Phase2",2348,10,"Recall2","MSU"
"M20331128S.W","wings","jump",4,"JOL","bat","Study1","M","Study Phase2",3901,30,"Recall2","MSU"
"M20338323_cls","jump","jump",4,"JOL","bat","Study1","M","Study Phase2",2436,50,"Recall2","MSU"
"M20348292_LMK","jump","jump",4,"JOL","bat","Study1","M","Study Phase2",3206,56,"Recall2","MSU"
"M20265221SL","square","square",4,"JOL","beach","Study1","M","Study Phase2",2759,3,"Recall2","MSU"
"M20278328_MD","","square",4,"JOL","beach","Study1","M","Study Phase2",56991,7,"Recall2","MSU"
"M20297698AL","","square",4,"JOL","beach","Study1","M","Study Phase2",2609,0,"Recall2","MSU"
"M20298373","","square",4,"JOL","beach","Study1","M","Study Phase2",2497,NA,"Recall2","MSU"
"M20302978_ch","","square",4,"JOL","beach","Study1","M","Study Phase2",1222,0,"Recall2","MSU"
"M20316499_kpf","square","square",4,"JOL","beach","Study1","M","Study Phase2",2810,20,"Recall2","MSU"
"M20316755ADF","square","square",4,"JOL","beach","Study1","M","Study Phase2",3026,0,"Recall2","MSU"
"M20331128S.W","bash","square",4,"JOL","beach","Study1","M","Study Phase2",6531,20,"Recall2","MSU"
"M20338323_cls","square","square",4,"JOL","beach","Study1","M","Study Phase2",3670,75,"Recall2","MSU"
"M20348292_LMK","sights","square",4,"JOL","beach","Study1","M","Study Phase2",6491,32,"Recall2","MSU"
"M20265221SL","apple","apple",4,"JOL","birthday","Study1","M","Study Phase2",2025,47,"Recall2","MSU"
"M20278328_MD","party","apple",4,"JOL","birthday","Study1","M","Study Phase2",3401,8,"Recall2","MSU"
"M20297698AL","","apple",4,"JOL","birthday","Study1","M","Study Phase2",2387,0,"Recall2","MSU"
"M20298373","","apple",4,"JOL","birthday","Study1","M","Study Phase2",1583,0,"Recall2","MSU"
"M20302978_ch","","apple",4,"JOL","birthday","Study1","M","Study Phase2",1756,0,"Recall2","MSU"
"M20316499_kpf","apple","apple",4,"JOL","birthday","Study1","M","Study Phase2",4244,30,"Recall2","MSU"
"M20316755ADF","apple","apple",4,"JOL","birthday","Study1","M","Study Phase2",1955,0,"Recall2","MSU"
"M20331128S.W","cake","apple",4,"JOL","birthday","Study1","M","Study Phase2",2200,20,"Recall2","MSU"
"M20338323_cls","apple","apple",4,"JOL","birthday","Study1","M","Study Phase2",2885,50,"Recall2","MSU"
"M20348292_LMK","","apple",4,"JOL","birthday","Study1","M","Study Phase2",5487,34,"Recall2","MSU"
"M20265221SL","","hand",4,"JOL","cake","Study1","U","Study Phase2",1849,63,"Recall2","MSU"
"M20278328_MD","eat","hand",4,"JOL","cake","Study1","U","Study Phase2",845,7,"Recall2","MSU"
"M20297698AL","","hand",4,"JOL","cake","Study1","U","Study Phase2",3240,0,"Recall2","MSU"
"M20298373","","hand",4,"JOL","cake","Study1","U","Study Phase2",1479,0,"Recall2","MSU"
"M20302978_ch","hand","hand",4,"JOL","cake","Study1","U","Study Phase2",2152,10,"Recall2","MSU"
"M20316499_kpf","party","hand",4,"JOL","cake","Study1","U","Study Phase2",2514,1,"Recall2","MSU"
"M20316755ADF","hand","hand",4,"JOL","cake","Study1","U","Study Phase2",2502,13,"Recall2","MSU"
"M20331128S.W","hand","hand",4,"JOL","cake","Study1","U","Study Phase2",14078,20,"Recall2","MSU"
"M20338323_cls","","hand",4,"JOL","cake","Study1","U","Study Phase2",2115,50,"Recall2","MSU"
"M20348292_LMK","hand","hand",4,"JOL","cake","Study1","U","Study Phase2",8080,45,"Recall2","MSU"
"M20265221SL","rug","rug",4,"JOL","ceiling","Study1","M","Study Phase2",1546,37,"Recall2","MSU"
"M20278328_MD","tile","rug",4,"JOL","ceiling","Study1","M","Study Phase2",1094,76,"Recall2","MSU"
"M20297698AL","","rug",4,"JOL","ceiling","Study1","M","Study Phase2",2405,0,"Recall2","MSU"
"M20298373","","rug",4,"JOL","ceiling","Study1","M","Study Phase2",1773,0,"Recall2","MSU"
"M20302978_ch","","rug",4,"JOL","ceiling","Study1","M","Study Phase2",17598,0,"Recall2","MSU"
"M20316499_kpf","fan","rug",4,"JOL","ceiling","Study1","M","Study Phase2",2257,40,"Recall2","MSU"
"M20316755ADF","rug","rug",4,"JOL","ceiling","Study1","M","Study Phase2",3729,34,"Recall2","MSU"
"M20331128S.W","rug","rug",4,"JOL","ceiling","Study1","M","Study Phase2",2914,30,"Recall2","MSU"
"M20338323_cls","rug","rug",4,"JOL","ceiling","Study1","M","Study Phase2",2717,100,"Recall2","MSU"
"M20348292_LMK","","rug",4,"JOL","ceiling","Study1","M","Study Phase2",5881,45,"Recall2","MSU"
"M20265221SL","fun","fun",4,"JOL","circle","Study1","M","Study Phase2",1470,63,"Recall2","MSU"
"M20278328_MD","fun","fun",4,"JOL","circle","Study1","M","Study Phase2",2260,1,"Recall2","MSU"
"M20297698AL","","fun",4,"JOL","circle","Study1","M","Study Phase2",1527,0,"Recall2","MSU"
"M20298373","","fun",4,"JOL","circle","Study1","M","Study Phase2",2116,0,"Recall2","MSU"
"M20302978_ch","","fun",4,"JOL","circle","Study1","M","Study Phase2",1842,40,"Recall2","MSU"
"M20316499_kpf","i","fun",4,"JOL","circle","Study1","M","Study Phase2",2347,2,"Recall2","MSU"
"M20316755ADF","fun","fun",4,"JOL","circle","Study1","M","Study Phase2",1392,0,"Recall2","MSU"
"M20331128S.W","red","fun",4,"JOL","circle","Study1","M","Study Phase2",4391,30,"Recall2","MSU"
"M20338323_cls","fun","fun",4,"JOL","circle","Study1","M","Study Phase2",2393,100,"Recall2","MSU"
"M20348292_LMK","fun","fun",4,"JOL","circle","Study1","M","Study Phase2",8293,65,"Recall2","MSU"
"M20265221SL","","election",4,"JOL","crackle","Study1","U","Study Phase2",1641,36,"Recall2","MSU"
"M20278328_MD","pop","election",4,"JOL","crackle","Study1","U","Study Phase2",2556,0,"Recall2","MSU"
"M20297698AL","","election",4,"JOL","crackle","Study1","U","Study Phase2",3667,0,"Recall2","MSU"
"M20298373","","election",4,"JOL","crackle","Study1","U","Study Phase2",1719,0,"Recall2","MSU"
"M20302978_ch","election","election",4,"JOL","crackle","Study1","U","Study Phase2",978,0,"Recall2","MSU"
"M20316499_kpf","pop","election",4,"JOL","crackle","Study1","U","Study Phase2",2301,39,"Recall2","MSU"
"M20316755ADF","","election",4,"JOL","crackle","Study1","U","Study Phase2",3466,9,"Recall2","MSU"
"M20331128S.W","election","election",4,"JOL","crackle","Study1","U","Study Phase2",3112,40,"Recall2","MSU"
"M20338323_cls","","election",4,"JOL","crackle","Study1","U","Study Phase2",2296,50,"Recall2","MSU"
"M20348292_LMK","jiggle","election",4,"JOL","crackle","Study1","U","Study Phase2",3317,21,"Recall2","MSU"
"M20265221SL","card","card",4,"JOL","credit","Study1","F","Study Phase2",3662,100,"Recall2","MSU"
"M20278328_MD","card","card",4,"JOL","credit","Study1","F","Study Phase2",1856,6,"Recall2","MSU"
"M20297698AL","","card",4,"JOL","credit","Study1","F","Study Phase2",16252,3,"Recall2","MSU"
"M20298373","card","card",4,"JOL","credit","Study1","F","Study Phase2",3191,5,"Recall2","MSU"
"M20302978_ch","card","card",4,"JOL","credit","Study1","F","Study Phase2",1140,10,"Recall2","MSU"
"M20316499_kpf","card","card",4,"JOL","credit","Study1","F","Study Phase2",2292,100,"Recall2","MSU"
"M20316755ADF","card","card",4,"JOL","credit","Study1","F","Study Phase2",2394,100,"Recall2","MSU"
"M20331128S.W","card","card",4,"JOL","credit","Study1","F","Study Phase2",3123,90,"Recall2","MSU"
"M20338323_cls","card","card",4,"JOL","credit","Study1","F","Study Phase2",1539,100,"Recall2","MSU"
"M20348292_LMK","card","card",4,"JOL","credit","Study1","F","Study Phase2",6176,90,"Recall2","MSU"
"M20265221SL","bailing","beer",4,"JOL","cry","Study1","M","Study Phase2",2381,47,"Recall2","MSU"
"M20278328_MD","beer","beer",4,"JOL","cry","Study1","M","Study Phase2",1721,9,"Recall2","MSU"
"M20297698AL","","beer",4,"JOL","cry","Study1","M","Study Phase2",1885,0,"Recall2","MSU"
"M20298373","","beer",4,"JOL","cry","Study1","M","Study Phase2",1921,0,"Recall2","MSU"
"M20302978_ch","","beer",4,"JOL","cry","Study1","M","Study Phase2",1932,NA,"Recall2","MSU"
"M20316499_kpf","tears","beer",4,"JOL","cry","Study1","M","Study Phase2",3200,100,"Recall2","MSU"
"M20316755ADF","","beer",4,"JOL","cry","Study1","M","Study Phase2",2807,23,"Recall2","MSU"
"M20331128S.W","beer","beer",4,"JOL","cry","Study1","M","Study Phase2",1968,20,"Recall2","MSU"
"M20338323_cls","","beer",4,"JOL","cry","Study1","M","Study Phase2",1676,20,"Recall2","MSU"
"M20348292_LMK","baby","beer",4,"JOL","cry","Study1","M","Study Phase2",7934,45,"Recall2","MSU"
"M20265221SL","weaks","black",4,"JOL","day","Study1","M","Study Phase2",4504,2,"Recall2","MSU"
"M20278328_MD","month","black",4,"JOL","day","Study1","M","Study Phase2",1957,0,"Recall2","MSU"
"M20297698AL","","black",4,"JOL","day","Study1","M","Study Phase2",3155,0,"Recall2","MSU"
"M20298373","","black",4,"JOL","day","Study1","M","Study Phase2",1863,0,"Recall2","MSU"
"M20302978_ch","cold","black",4,"JOL","day","Study1","M","Study Phase2",1585,0,"Recall2","MSU"
"M20316499_kpf","week","black",4,"JOL","day","Study1","M","Study Phase2",3598,50,"Recall2","MSU"
"M20316755ADF","","black",4,"JOL","day","Study1","M","Study Phase2",5282,24,"Recall2","MSU"
"M20331128S.W","week","black",4,"JOL","day","Study1","M","Study Phase2",63685,0,"Recall2","MSU"
"M20338323_cls","black","black",4,"JOL","day","Study1","M","Study Phase2",2357,100,"Recall2","MSU"
"M20348292_LMK","week","black",4,"JOL","day","Study1","M","Study Phase2",4653,21,"Recall2","MSU"
"M20265221SL","","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",2402,4,"Recall2","MSU"
"M20278328_MD","socks","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",2473,0,"Recall2","MSU"
"M20297698AL","","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",1603,0,"Recall2","MSU"
"M20298373","","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",1557,0,"Recall2","MSU"
"M20302978_ch","charm","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",951,0,"Recall2","MSU"
"M20316499_kpf","tacos","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",3478,39,"Recall2","MSU"
"M20316755ADF","","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",3409,23,"Recall2","MSU"
"M20331128S.W","mane","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",48172,30,"Recall2","MSU"
"M20338323_cls","coat","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",1818,50,"Recall2","MSU"
"M20348292_LMK","barn","bang",4,"JOL","fuzzy","Study1","U","Study Phase2",3907,45,"Recall2","MSU"
"M20265221SL","","steak",4,"JOL","give","Study1","U","Study Phase2",2311,45,"Recall2","MSU"
"M20278328_MD","take","steak",4,"JOL","give","Study1","U","Study Phase2",1767,17,"Recall2","MSU"
"M20297698AL","","steak",4,"JOL","give","Study1","U","Study Phase2",2276,0,"Recall2","MSU"
"M20298373","","steak",4,"JOL","give","Study1","U","Study Phase2",3753,0,"Recall2","MSU"
"M20302978_ch","meat","steak",4,"JOL","give","Study1","U","Study Phase2",1856,90,"Recall2","MSU"
"M20316499_kpf","get","steak",4,"JOL","give","Study1","U","Study Phase2",2914,8,"Recall2","MSU"
"M20316755ADF","steak","steak",4,"JOL","give","Study1","U","Study Phase2",3569,40,"Recall2","MSU"
"M20331128S.W","idk","steak",4,"JOL","give","Study1","U","Study Phase2",3888,20,"Recall2","MSU"
"M20338323_cls","meat","steak",4,"JOL","give","Study1","U","Study Phase2",2354,50,"Recall2","MSU"
"M20348292_LMK","fun","steak",4,"JOL","give","Study1","U","Study Phase2",8449,56,"Recall2","MSU"
"M20265221SL","","ball",4,"JOL","hard","Study1","M","Study Phase2",1838,5,"Recall2","MSU"
"M20278328_MD","run","ball",4,"JOL","hard","Study1","M","Study Phase2",4691,0,"Recall2","MSU"
"M20297698AL","","ball",4,"JOL","hard","Study1","M","Study Phase2",1460,0,"Recall2","MSU"
"M20298373","","ball",4,"JOL","hard","Study1","M","Study Phase2",1543,0,"Recall2","MSU"
"M20302978_ch","","ball",4,"JOL","hard","Study1","M","Study Phase2",1349,60,"Recall2","MSU"
"M20316499_kpf","d","ball",4,"JOL","hard","Study1","M","Study Phase2",38174,80,"Recall2","MSU"
"M20316755ADF","","ball",4,"JOL","hard","Study1","M","Study Phase2",2582,78,"Recall2","MSU"
"M20331128S.W","ball","ball",4,"JOL","hard","Study1","M","Study Phase2",3294,30,"Recall2","MSU"
"M20338323_cls","ball","ball",4,"JOL","hard","Study1","M","Study Phase2",1518,100,"Recall2","MSU"
"M20348292_LMK","rock","ball",4,"JOL","hard","Study1","M","Study Phase2",3068,56,"Recall2","MSU"
"M20265221SL","tires","tire",4,"JOL","horse","Study1","M","Study Phase2",2835,56,"Recall2","MSU"
"M20278328_MD","donkey","tire",4,"JOL","horse","Study1","M","Study Phase2",1485,45,"Recall2","MSU"
"M20297698AL","","tire",4,"JOL","horse","Study1","M","Study Phase2",1993,0,"Recall2","MSU"
"M20298373","","tire",4,"JOL","horse","Study1","M","Study Phase2",1425,0,"Recall2","MSU"
"M20302978_ch","","tire",4,"JOL","horse","Study1","M","Study Phase2",1606,0,"Recall2","MSU"
"M20316499_kpf","animal","tire",4,"JOL","horse","Study1","M","Study Phase2",2199,40,"Recall2","MSU"
"M20316755ADF","","tire",4,"JOL","horse","Study1","M","Study Phase2",1947,1,"Recall2","MSU"
"M20331128S.W","im not sure","tire",4,"JOL","horse","Study1","M","Study Phase2",34610,50,"Recall2","MSU"
"M20338323_cls","","tire",4,"JOL","horse","Study1","M","Study Phase2",1608,50,"Recall2","MSU"
"M20348292_LMK","","tire",4,"JOL","horse","Study1","M","Study Phase2",3243,32,"Recall2","MSU"
"M20265221SL","clean","clean",4,"JOL","hygiene","Study1","F","Study Phase2",1547,63,"Recall2","MSU"
"M20278328_MD","","clean",4,"JOL","hygiene","Study1","F","Study Phase2",4385,22,"Recall2","MSU"
"M20297698AL","","clean",4,"JOL","hygiene","Study1","F","Study Phase2",4309,5,"Recall2","MSU"
"M20298373","","clean",4,"JOL","hygiene","Study1","F","Study Phase2",1743,0,"Recall2","MSU"
"M20302978_ch","","clean",4,"JOL","hygiene","Study1","F","Study Phase2",4824,0,"Recall2","MSU"
"M20316499_kpf","clean","clean",4,"JOL","hygiene","Study1","F","Study Phase2",3391,100,"Recall2","MSU"
"M20316755ADF","clean","clean",4,"JOL","hygiene","Study1","F","Study Phase2",1883,100,"Recall2","MSU"
"M20331128S.W","shower","clean",4,"JOL","hygiene","Study1","F","Study Phase2",1681,90,"Recall2","MSU"
"M20338323_cls","clean","clean",4,"JOL","hygiene","Study1","F","Study Phase2",2020,100,"Recall2","MSU"
"M20348292_LMK","clean","clean",4,"JOL","hygiene","Study1","F","Study Phase2",4804,76,"Recall2","MSU"
"M20265221SL","charm","rod",4,"JOL","keys","Study1","U","Study Phase2",1881,35,"Recall2","MSU"
"M20278328_MD","","rod",4,"JOL","keys","Study1","U","Study Phase2",2622,1,"Recall2","MSU"
"M20297698AL","","rod",4,"JOL","keys","Study1","U","Study Phase2",1577,0,"Recall2","MSU"
"M20298373","","rod",4,"JOL","keys","Study1","U","Study Phase2",1650,NA,"Recall2","MSU"
"M20302978_ch","","rod",4,"JOL","keys","Study1","U","Study Phase2",19993,0,"Recall2","MSU"
"M20316499_kpf","ke","rod",4,"JOL","keys","Study1","U","Study Phase2",2938,50,"Recall2","MSU"
