"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"M20333893_HRR","","cloth",1,"Read","stretch","Study1","U","Study Phase",3380,"Recall1","MSU"
"M20333927NNN","cloth","cloth",1,"Read","stretch","Study1","U","Study Phase",1741,"Recall1","MSU"
"M20342347","catch","cloth",1,"Read","stretch","Study1","U","Study Phase",4707,"Recall1","MSU"
"m20344614_tmw","orchid","cloth",1,"Read","stretch","Study1","U","Study Phase",1907,"Recall1","MSU"
"20337845D.A.","pond","bird",1,"Read","swan","Study1","F","Study Phase",733,"Recall1","MSU"
"M20278234LVG","bird","bird",1,"Read","swan","Study1","F","Study Phase",3664,"Recall1","MSU"
"M20316504APG","bird","bird",1,"Read","swan","Study1","F","Study Phase",5233,"Recall1","MSU"
"M20320231_MMS","bird","bird",1,"Read","swan","Study1","F","Study Phase",4208,"Recall1","MSU"
"M20333893_HRR","bird","bird",1,"Read","swan","Study1","F","Study Phase",1560,"Recall1","MSU"
"M20333927NNN","lak","bird",1,"Read","swan","Study1","F","Study Phase",1184,"Recall1","MSU"
"M20342347","bird","bird",1,"Read","swan","Study1","F","Study Phase",1067,"Recall1","MSU"
"m20344614_tmw","bird","bird",1,"Read","swan","Study1","F","Study Phase",1526,"Recall1","MSU"
"20337845D.A.","hot","morning",1,"Read","temperature","Study1","U","Study Phase",2872,"Recall1","MSU"
"M20278234LVG","morning","morning",1,"Read","temperature","Study1","U","Study Phase",3158,"Recall1","MSU"
"M20316504APG","morning","morning",1,"Read","temperature","Study1","U","Study Phase",9382,"Recall1","MSU"
"M20320231_MMS","morning","morning",1,"Read","temperature","Study1","U","Study Phase",5677,"Recall1","MSU"
"M20333893_HRR","hot","morning",1,"Read","temperature","Study1","U","Study Phase",2085,"Recall1","MSU"
"M20333927NNN","sun","morning",1,"Read","temperature","Study1","U","Study Phase",1634,"Recall1","MSU"
"M20342347","high","morning",1,"Read","temperature","Study1","U","Study Phase",4503,"Recall1","MSU"
"m20344614_tmw","cool","morning",1,"Read","temperature","Study1","U","Study Phase",3887,"Recall1","MSU"
"20337845D.A.","mouth","comb",1,"Read","tooth","Study1","M","Study Phase",709,"Recall1","MSU"
"M20278234LVG","ache","comb",1,"Read","tooth","Study1","M","Study Phase",3444,"Recall1","MSU"
"M20316504APG","comb","comb",1,"Read","tooth","Study1","M","Study Phase",7344,"Recall1","MSU"
"M20320231_MMS","ache","comb",1,"Read","tooth","Study1","M","Study Phase",4438,"Recall1","MSU"
"M20333893_HRR","","comb",1,"Read","tooth","Study1","M","Study Phase",2593,"Recall1","MSU"
"M20333927NNN","ache","comb",1,"Read","tooth","Study1","M","Study Phase",1230,"Recall1","MSU"
"M20342347","ache","comb",1,"Read","tooth","Study1","M","Study Phase",1681,"Recall1","MSU"
"m20344614_tmw","ache","comb",1,"Read","tooth","Study1","M","Study Phase",1016,"Recall1","MSU"
"20337845D.A.","leafs","pancakes",1,"Read","tree","Study1","M","Study Phase",1438,"Recall1","MSU"
"M20278234LVG","green","pancakes",1,"Read","tree","Study1","M","Study Phase",5126,"Recall1","MSU"
"M20316504APG","","pancakes",1,"Read","tree","Study1","M","Study Phase",5428,"Recall1","MSU"
"M20320231_MMS","trunk","pancakes",1,"Read","tree","Study1","M","Study Phase",2002,"Recall1","MSU"
"M20333893_HRR","green","pancakes",1,"Read","tree","Study1","M","Study Phase",3861,"Recall1","MSU"
"M20333927NNN","green","pancakes",1,"Read","tree","Study1","M","Study Phase",1461,"Recall1","MSU"
"M20342347","hut","pancakes",1,"Read","tree","Study1","M","Study Phase",1701,"Recall1","MSU"
"m20344614_tmw","outside","pancakes",1,"Read","tree","Study1","M","Study Phase",1200,"Recall1","MSU"
"20337845D.A.","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1421,"Recall1","MSU"
"M20278234LVG","fish","fish",1,"Read","tuna","Study1","F","Study Phase",2207,"Recall1","MSU"
"M20316504APG","fish","fish",1,"Read","tuna","Study1","F","Study Phase",4275,"Recall1","MSU"
"M20320231_MMS","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1917,"Recall1","MSU"
"M20333893_HRR","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1774,"Recall1","MSU"
"M20333927NNN","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1100,"Recall1","MSU"
"M20342347","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1602,"Recall1","MSU"
"m20344614_tmw","fish","fish",1,"Read","tuna","Study1","F","Study Phase",1383,"Recall1","MSU"
"20337845D.A.","car","charm",1,"Read","vehicle","Study1","U","Study Phase",958,"Recall1","MSU"
"M20278234LVG","car","charm",1,"Read","vehicle","Study1","U","Study Phase",4535,"Recall1","MSU"
"M20316504APG","","charm",1,"Read","vehicle","Study1","U","Study Phase",5915,"Recall1","MSU"
"M20320231_MMS","car","charm",1,"Read","vehicle","Study1","U","Study Phase",2224,"Recall1","MSU"
"M20333893_HRR","car","charm",1,"Read","vehicle","Study1","U","Study Phase",4343,"Recall1","MSU"
"M20333927NNN","dribe","charm",1,"Read","vehicle","Study1","U","Study Phase",2104,"Recall1","MSU"
"M20342347","car","charm",1,"Read","vehicle","Study1","U","Study Phase",2438,"Recall1","MSU"
"m20344614_tmw","car","charm",1,"Read","vehicle","Study1","U","Study Phase",1280,"Recall1","MSU"
"20337845D.A.","money","money",1,"Read","wage","Study1","F","Study Phase",1508,"Recall1","MSU"
"M20278234LVG","money","money",1,"Read","wage","Study1","F","Study Phase",4211,"Recall1","MSU"
"M20316504APG","money","money",1,"Read","wage","Study1","F","Study Phase",5018,"Recall1","MSU"
"M20320231_MMS","money","money",1,"Read","wage","Study1","F","Study Phase",2626,"Recall1","MSU"
"M20333893_HRR","monkey","money",1,"Read","wage","Study1","F","Study Phase",2011,"Recall1","MSU"
"M20333927NNN","war","money",1,"Read","wage","Study1","F","Study Phase",1497,"Recall1","MSU"
"M20342347","money","money",1,"Read","wage","Study1","F","Study Phase",1790,"Recall1","MSU"
"m20344614_tmw","money","money",1,"Read","wage","Study1","F","Study Phase",1881,"Recall1","MSU"
"20337845D.A.","fight","loud",1,"Read","war","Study1","M","Study Phase",859,"Recall1","MSU"
"M20278234LVG","explosion","loud",1,"Read","war","Study1","M","Study Phase",8281,"Recall1","MSU"
"M20316504APG","loud","loud",1,"Read","war","Study1","M","Study Phase",4029,"Recall1","MSU"
"M20320231_MMS","loud","loud",1,"Read","war","Study1","M","Study Phase",2601,"Recall1","MSU"
"M20333893_HRR","","loud",1,"Read","war","Study1","M","Study Phase",2070,"Recall1","MSU"
"M20333927NNN","fight","loud",1,"Read","war","Study1","M","Study Phase",2088,"Recall1","MSU"
"M20342347","zone ","loud",1,"Read","war","Study1","M","Study Phase",1885,"Recall1","MSU"
"m20344614_tmw","fight","loud",1,"Read","war","Study1","M","Study Phase",1473,"Recall1","MSU"
"20337845D.A.","vows","hand",1,"Read","wedding","Study1","M","Study Phase",1451,"Recall1","MSU"
"M20278234LVG","hand","hand",1,"Read","wedding","Study1","M","Study Phase",3125,"Recall1","MSU"
"M20316504APG","hand","hand",1,"Read","wedding","Study1","M","Study Phase",5856,"Recall1","MSU"
"M20320231_MMS","hand","hand",1,"Read","wedding","Study1","M","Study Phase",10237,"Recall1","MSU"
"M20333893_HRR","hand","hand",1,"Read","wedding","Study1","M","Study Phase",1666,"Recall1","MSU"
"M20333927NNN","cake","hand",1,"Read","wedding","Study1","M","Study Phase",1495,"Recall1","MSU"
"M20342347","cake","hand",1,"Read","wedding","Study1","M","Study Phase",6689,"Recall1","MSU"
"m20344614_tmw","married","hand",1,"Read","wedding","Study1","M","Study Phase",1007,"Recall1","MSU"
"20337845D.A.","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1469,"Recall1","MSU"
"M20278234LVG","","sentence",1,"Read","word","Study1","F","Study Phase",5730,"Recall1","MSU"
"M20316504APG","sentence","sentence",1,"Read","word","Study1","F","Study Phase",7989,"Recall1","MSU"
"M20320231_MMS","sentence","sentence",1,"Read","word","Study1","F","Study Phase",5742,"Recall1","MSU"
"M20333893_HRR","","sentence",1,"Read","word","Study1","F","Study Phase",1779,"Recall1","MSU"
"M20333927NNN","bank","sentence",1,"Read","word","Study1","F","Study Phase",1316,"Recall1","MSU"
"M20342347","cure","sentence",1,"Read","word","Study1","F","Study Phase",1782,"Recall1","MSU"
"m20344614_tmw","sentence","sentence",1,"Read","word","Study1","F","Study Phase",1617,"Recall1","MSU"
"M20283871","","love",3,"Read","affection","Study1","F","Study Phase2",372,"Recall2","MSU"
"M20296365_NBG","love","love",3,"Read","affection","Study1","F","Study Phase2",1533,"Recall2","MSU"
"M20319154_ele","love","love",3,"Read","affection","Study1","F","Study Phase2",3661,"Recall2","MSU"
"M20321818MN","love","love",3,"Read","affection","Study1","F","Study Phase2",3106,"Recall2","MSU"
"M20321883KO","love","love",3,"Read","affection","Study1","F","Study Phase2",2355,"Recall2","MSU"
"M20335622WDl","love","love",3,"Read","affection","Study1","F","Study Phase2",801,"Recall2","MSU"
"M20336755_su","lov","love",3,"Read","affection","Study1","F","Study Phase2",1652,"Recall2","MSU"
"M20337017_AU","love","love",3,"Read","affection","Study1","F","Study Phase2",1004,"Recall2","MSU"
"M20339825PT","love","love",3,"Read","affection","Study1","F","Study Phase2",4493,"Recall2","MSU"
"M20340215MGW","love","love",3,"Read","affection","Study1","F","Study Phase2",1558,"Recall2","MSU"
"M20283871","","jump",3,"Read","bat","Study1","M","Study Phase2",582,"Recall2","MSU"
"M20296365_NBG","jump","jump",3,"Read","bat","Study1","M","Study Phase2",4394,"Recall2","MSU"
"M20319154_ele","man","jump",3,"Read","bat","Study1","M","Study Phase2",2477,"Recall2","MSU"
"M20321818MN","jump","jump",3,"Read","bat","Study1","M","Study Phase2",2635,"Recall2","MSU"
"M20321883KO","jump","jump",3,"Read","bat","Study1","M","Study Phase2",2057,"Recall2","MSU"
"M20335622WDl","cave","jump",3,"Read","bat","Study1","M","Study Phase2",2332,"Recall2","MSU"
"M20336755_su","fly","jump",3,"Read","bat","Study1","M","Study Phase2",660,"Recall2","MSU"
"M20337017_AU","jump","jump",3,"Read","bat","Study1","M","Study Phase2",1510,"Recall2","MSU"
"M20339825PT","black","jump",3,"Read","bat","Study1","M","Study Phase2",975,"Recall2","MSU"
"M20340215MGW","","jump",3,"Read","bat","Study1","M","Study Phase2",1974,"Recall2","MSU"
"M20283871","water","square",3,"Read","beach","Study1","M","Study Phase2",1015,"Recall2","MSU"
"M20296365_NBG","square","square",3,"Read","beach","Study1","M","Study Phase2",2106,"Recall2","MSU"
"M20319154_ele","square","square",3,"Read","beach","Study1","M","Study Phase2",2753,"Recall2","MSU"
"M20321818MN","","square",3,"Read","beach","Study1","M","Study Phase2",3193,"Recall2","MSU"
"M20321883KO","circle","square",3,"Read","beach","Study1","M","Study Phase2",3784,"Recall2","MSU"
"M20335622WDl","ocean","square",3,"Read","beach","Study1","M","Study Phase2",23848,"Recall2","MSU"
"M20336755_su","hot","square",3,"Read","beach","Study1","M","Study Phase2",767,"Recall2","MSU"
"M20337017_AU","sea","square",3,"Read","beach","Study1","M","Study Phase2",1128,"Recall2","MSU"
"M20339825PT","day","square",3,"Read","beach","Study1","M","Study Phase2",1416,"Recall2","MSU"
"M20340215MGW","square","square",3,"Read","beach","Study1","M","Study Phase2",3326,"Recall2","MSU"
"M20283871","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",432,"Recall2","MSU"
"M20296365_NBG","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",2321,"Recall2","MSU"
"M20319154_ele","apple","apple",3,"Read","birthday","Study1","M","Study Phase2",1509,"Recall2","MSU"
"M20321818MN","","apple",3,"Read","birthday","Study1","M","Study Phase2",3728,"Recall2","MSU"
"M20321883KO","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",1637,"Recall2","MSU"
"M20335622WDl","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",3283,"Recall2","MSU"
"M20336755_su","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",789,"Recall2","MSU"
"M20337017_AU","cake","apple",3,"Read","birthday","Study1","M","Study Phase2",5209,"Recall2","MSU"
"M20339825PT","song","apple",3,"Read","birthday","Study1","M","Study Phase2",1200,"Recall2","MSU"
"M20340215MGW","can","apple",3,"Read","birthday","Study1","M","Study Phase2",3648,"Recall2","MSU"
"M20283871","birthday","hand",3,"Read","cake","Study1","U","Study Phase2",1348,"Recall2","MSU"
"M20296365_NBG","hand","hand",3,"Read","cake","Study1","U","Study Phase2",1864,"Recall2","MSU"
"M20319154_ele","birthday","hand",3,"Read","cake","Study1","U","Study Phase2",4149,"Recall2","MSU"
"M20321818MN","hand","hand",3,"Read","cake","Study1","U","Study Phase2",3217,"Recall2","MSU"
"M20321883KO","","hand",3,"Read","cake","Study1","U","Study Phase2",2339,"Recall2","MSU"
"M20335622WDl","sweet","hand",3,"Read","cake","Study1","U","Study Phase2",2449,"Recall2","MSU"
"M20336755_su","sweet","hand",3,"Read","cake","Study1","U","Study Phase2",874,"Recall2","MSU"
"M20337017_AU","hand","hand",3,"Read","cake","Study1","U","Study Phase2",1167,"Recall2","MSU"
"M20339825PT","hand","hand",3,"Read","cake","Study1","U","Study Phase2",1531,"Recall2","MSU"
"M20340215MGW","hand","hand",3,"Read","cake","Study1","U","Study Phase2",2488,"Recall2","MSU"
"M20283871","","rug",3,"Read","ceiling","Study1","M","Study Phase2",556,"Recall2","MSU"
"M20296365_NBG","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",3784,"Recall2","MSU"
"M20319154_ele","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",1970,"Recall2","MSU"
"M20321818MN","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",3242,"Recall2","MSU"
"M20321883KO","rug","rug",3,"Read","ceiling","Study1","M","Study Phase2",3038,"Recall2","MSU"
"M20335622WDl","rough","rug",3,"Read","ceiling","Study1","M","Study Phase2",3305,"Recall2","MSU"
"M20336755_su","high","rug",3,"Read","ceiling","Study1","M","Study Phase2",582,"Recall2","MSU"
"M20337017_AU","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",1133,"Recall2","MSU"
"M20339825PT","wall","rug",3,"Read","ceiling","Study1","M","Study Phase2",1634,"Recall2","MSU"
"M20340215MGW","fan","rug",3,"Read","ceiling","Study1","M","Study Phase2",2415,"Recall2","MSU"
"M20283871","","fun",3,"Read","circle","Study1","M","Study Phase2",758,"Recall2","MSU"
"M20296365_NBG","fun","fun",3,"Read","circle","Study1","M","Study Phase2",3255,"Recall2","MSU"
"M20319154_ele","fun","fun",3,"Read","circle","Study1","M","Study Phase2",4741,"Recall2","MSU"
"M20321818MN","happy","fun",3,"Read","circle","Study1","M","Study Phase2",3236,"Recall2","MSU"
"M20321883KO","beach","fun",3,"Read","circle","Study1","M","Study Phase2",2287,"Recall2","MSU"
"M20335622WDl","round","fun",3,"Read","circle","Study1","M","Study Phase2",1158,"Recall2","MSU"
"M20336755_su","high","fun",3,"Read","circle","Study1","M","Study Phase2",697,"Recall2","MSU"
"M20337017_AU","fun","fun",3,"Read","circle","Study1","M","Study Phase2",1214,"Recall2","MSU"
"M20339825PT","wheel","fun",3,"Read","circle","Study1","M","Study Phase2",2354,"Recall2","MSU"
"M20340215MGW","","fun",3,"Read","circle","Study1","M","Study Phase2",2894,"Recall2","MSU"
"M20283871","","election",3,"Read","crackle","Study1","U","Study Phase2",548,"Recall2","MSU"
"M20296365_NBG","election","election",3,"Read","crackle","Study1","U","Study Phase2",3375,"Recall2","MSU"
"M20319154_ele","fire","election",3,"Read","crackle","Study1","U","Study Phase2",2852,"Recall2","MSU"
"M20321818MN","","election",3,"Read","crackle","Study1","U","Study Phase2",3583,"Recall2","MSU"
"M20321883KO","","election",3,"Read","crackle","Study1","U","Study Phase2",5195,"Recall2","MSU"
"M20335622WDl","laugh","election",3,"Read","crackle","Study1","U","Study Phase2",1871,"Recall2","MSU"
"M20336755_su","break","election",3,"Read","crackle","Study1","U","Study Phase2",1030,"Recall2","MSU"
"M20337017_AU","child","election",3,"Read","crackle","Study1","U","Study Phase2",1299,"Recall2","MSU"
"M20339825PT","pop","election",3,"Read","crackle","Study1","U","Study Phase2",2280,"Recall2","MSU"
"M20340215MGW","election","election",3,"Read","crackle","Study1","U","Study Phase2",5787,"Recall2","MSU"
"M20283871","","card",3,"Read","credit","Study1","F","Study Phase2",398,"Recall2","MSU"
"M20296365_NBG","card","card",3,"Read","credit","Study1","F","Study Phase2",3229,"Recall2","MSU"
"M20319154_ele","card","card",3,"Read","credit","Study1","F","Study Phase2",1693,"Recall2","MSU"
"M20321818MN","card","card",3,"Read","credit","Study1","F","Study Phase2",3070,"Recall2","MSU"
"M20321883KO","card","card",3,"Read","credit","Study1","F","Study Phase2",1335,"Recall2","MSU"
"M20335622WDl","card","card",3,"Read","credit","Study1","F","Study Phase2",1669,"Recall2","MSU"
"M20336755_su","card","card",3,"Read","credit","Study1","F","Study Phase2",657,"Recall2","MSU"
"M20337017_AU","card","card",3,"Read","credit","Study1","F","Study Phase2",1257,"Recall2","MSU"
"M20339825PT","cash","card",3,"Read","credit","Study1","F","Study Phase2",1004,"Recall2","MSU"
"M20340215MGW","","card",3,"Read","credit","Study1","F","Study Phase2",1442,"Recall2","MSU"
"M20283871","","beer",3,"Read","cry","Study1","M","Study Phase2",1351,"Recall2","MSU"
"M20296365_NBG","beer","beer",3,"Read","cry","Study1","M","Study Phase2",2096,"Recall2","MSU"
"M20319154_ele","","beer",3,"Read","cry","Study1","M","Study Phase2",2447,"Recall2","MSU"
"M20321818MN","","beer",3,"Read","cry","Study1","M","Study Phase2",2615,"Recall2","MSU"
"M20321883KO","","beer",3,"Read","cry","Study1","M","Study Phase2",2554,"Recall2","MSU"
"M20335622WDl","tears","beer",3,"Read","cry","Study1","M","Study Phase2",2251,"Recall2","MSU"
"M20336755_su","sad","beer",3,"Read","cry","Study1","M","Study Phase2",708,"Recall2","MSU"
"M20337017_AU","happy","beer",3,"Read","cry","Study1","M","Study Phase2",1187,"Recall2","MSU"
"M20339825PT","loud","beer",3,"Read","cry","Study1","M","Study Phase2",238,"Recall2","MSU"
"M20340215MGW","beer","beer",3,"Read","cry","Study1","M","Study Phase2",3946,"Recall2","MSU"
"M20283871","night","black",3,"Read","day","Study1","M","Study Phase2",2981,"Recall2","MSU"
"M20296365_NBG","month","black",3,"Read","day","Study1","M","Study Phase2",3490,"Recall2","MSU"
"M20319154_ele","night","black",3,"Read","day","Study1","M","Study Phase2",2273,"Recall2","MSU"
"M20321818MN","month","black",3,"Read","day","Study1","M","Study Phase2",3105,"Recall2","MSU"
"M20321883KO","","black",3,"Read","day","Study1","M","Study Phase2",2163,"Recall2","MSU"
"M20335622WDl","night","black",3,"Read","day","Study1","M","Study Phase2",55474,"Recall2","MSU"
"M20336755_su","time","black",3,"Read","day","Study1","M","Study Phase2",676,"Recall2","MSU"
"M20337017_AU","night","black",3,"Read","day","Study1","M","Study Phase2",1252,"Recall2","MSU"
"M20339825PT","light","black",3,"Read","day","Study1","M","Study Phase2",1142,"Recall2","MSU"
"M20340215MGW","black","black",3,"Read","day","Study1","M","Study Phase2",7840,"Recall2","MSU"
"M20283871","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",682,"Recall2","MSU"
"M20296365_NBG","dig","bang",3,"Read","fuzzy","Study1","U","Study Phase2",3174,"Recall2","MSU"
"M20319154_ele","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",4900,"Recall2","MSU"
"M20321818MN","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",3519,"Recall2","MSU"
"M20321883KO","","bang",3,"Read","fuzzy","Study1","U","Study Phase2",2258,"Recall2","MSU"
"M20335622WDl","fluffy","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1250,"Recall2","MSU"
"M20336755_su","blanket","bang",3,"Read","fuzzy","Study1","U","Study Phase2",718,"Recall2","MSU"
"M20337017_AU","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1226,"Recall2","MSU"
"M20339825PT","stratch","bang",3,"Read","fuzzy","Study1","U","Study Phase2",1440,"Recall2","MSU"
"M20340215MGW","bang","bang",3,"Read","fuzzy","Study1","U","Study Phase2",6640,"Recall2","MSU"
"M20283871","","steak",3,"Read","give","Study1","U","Study Phase2",416,"Recall2","MSU"
"M20296365_NBG","take","steak",3,"Read","give","Study1","U","Study Phase2",2054,"Recall2","MSU"
"M20319154_ele","","steak",3,"Read","give","Study1","U","Study Phase2",3679,"Recall2","MSU"
"M20321818MN","","steak",3,"Read","give","Study1","U","Study Phase2",5465,"Recall2","MSU"
"M20321883KO","","steak",3,"Read","give","Study1","U","Study Phase2",3372,"Recall2","MSU"
"M20335622WDl","gave","steak",3,"Read","give","Study1","U","Study Phase2",1242,"Recall2","MSU"
"M20336755_su","tae","steak",3,"Read","give","Study1","U","Study Phase2",747,"Recall2","MSU"
"M20337017_AU","steak","steak",3,"Read","give","Study1","U","Study Phase2",1156,"Recall2","MSU"
"M20339825PT","","steak",3,"Read","give","Study1","U","Study Phase2",1183,"Recall2","MSU"
"M20340215MGW","meat","steak",3,"Read","give","Study1","U","Study Phase2",1811,"Recall2","MSU"
"M20283871","","ball",3,"Read","hard","Study1","M","Study Phase2",539,"Recall2","MSU"
"M20296365_NBG","ball","ball",3,"Read","hard","Study1","M","Study Phase2",1680,"Recall2","MSU"
"M20319154_ele","","ball",3,"Read","hard","Study1","M","Study Phase2",2434,"Recall2","MSU"
"M20321818MN","","ball",3,"Read","hard","Study1","M","Study Phase2",3064,"Recall2","MSU"
"M20321883KO","","ball",3,"Read","hard","Study1","M","Study Phase2",1888,"Recall2","MSU"
"M20335622WDl","soft","ball",3,"Read","hard","Study1","M","Study Phase2",2728,"Recall2","MSU"
"M20336755_su","work","ball",3,"Read","hard","Study1","M","Study Phase2",699,"Recall2","MSU"
"M20337017_AU","soft","ball",3,"Read","hard","Study1","M","Study Phase2",1263,"Recall2","MSU"
"M20339825PT","water","ball",3,"Read","hard","Study1","M","Study Phase2",1002,"Recall2","MSU"
"M20340215MGW","ball","ball",3,"Read","hard","Study1","M","Study Phase2",3520,"Recall2","MSU"
"M20283871","mule","tire",3,"Read","horse","Study1","M","Study Phase2",831,"Recall2","MSU"
"M20296365_NBG","tire","tire",3,"Read","horse","Study1","M","Study Phase2",2267,"Recall2","MSU"
"M20319154_ele","donkey","tire",3,"Read","horse","Study1","M","Study Phase2",3702,"Recall2","MSU"
"M20321818MN","tire","tire",3,"Read","horse","Study1","M","Study Phase2",3087,"Recall2","MSU"
"M20321883KO","tire","tire",3,"Read","horse","Study1","M","Study Phase2",2686,"Recall2","MSU"
"M20335622WDl","animal","tire",3,"Read","horse","Study1","M","Study Phase2",4487,"Recall2","MSU"
"M20336755_su","gallop","tire",3,"Read","horse","Study1","M","Study Phase2",638,"Recall2","MSU"
"M20337017_AU","tire","tire",3,"Read","horse","Study1","M","Study Phase2",1172,"Recall2","MSU"
"M20339825PT","race","tire",3,"Read","horse","Study1","M","Study Phase2",1120,"Recall2","MSU"
"M20340215MGW","mule","tire",3,"Read","horse","Study1","M","Study Phase2",3803,"Recall2","MSU"
"M20283871","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",716,"Recall2","MSU"
"M20296365_NBG","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1584,"Recall2","MSU"
"M20319154_ele","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",3036,"Recall2","MSU"
"M20321818MN","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",2935,"Recall2","MSU"
"M20321883KO","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1379,"Recall2","MSU"
"M20335622WDl","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",2668,"Recall2","MSU"
"M20336755_su","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",672,"Recall2","MSU"
"M20337017_AU","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1203,"Recall2","MSU"
"M20339825PT","clean","clean",3,"Read","hygiene","Study1","F","Study Phase2",1138,"Recall2","MSU"
"M20340215MGW","shower","clean",3,"Read","hygiene","Study1","F","Study Phase2",2665,"Recall2","MSU"
"M20283871","","rod",3,"Read","keys","Study1","U","Study Phase2",563,"Recall2","MSU"
"M20296365_NBG","bar","rod",3,"Read","keys","Study1","U","Study Phase2",2158,"Recall2","MSU"
"M20319154_ele","","rod",3,"Read","keys","Study1","U","Study Phase2",2466,"Recall2","MSU"
"M20321818MN","","rod",3,"Read","keys","Study1","U","Study Phase2",3002,"Recall2","MSU"
"M20321883KO","meat","rod",3,"Read","keys","Study1","U","Study Phase2",4284,"Recall2","MSU"
"M20335622WDl","lock","rod",3,"Read","keys","Study1","U","Study Phase2",122476,"Recall2","MSU"
"M20336755_su","","rod",3,"Read","keys","Study1","U","Study Phase2",1125,"Recall2","MSU"
"M20337017_AU","lock","rod",3,"Read","keys","Study1","U","Study Phase2",1128,"Recall2","MSU"
"M20339825PT","home","rod",3,"Read","keys","Study1","U","Study Phase2",1346,"Recall2","MSU"
"M20340215MGW","rod","rod",3,"Read","keys","Study1","U","Study Phase2",1780,"Recall2","MSU"
"M20283871","","flag",3,"Read","lion","Study1","M","Study Phase2",991,"Recall2","MSU"
"M20296365_NBG","figure","flag",3,"Read","lion","Study1","M","Study Phase2",2430,"Recall2","MSU"
"M20319154_ele","fluff ","flag",3,"Read","lion","Study1","M","Study Phase2",1496,"Recall2","MSU"
"M20321818MN","","flag",3,"Read","lion","Study1","M","Study Phase2",3343,"Recall2","MSU"
"M20321883KO","flag","flag",3,"Read","lion","Study1","M","Study Phase2",4203,"Recall2","MSU"
"M20335622WDl","king","flag",3,"Read","lion","Study1","M","Study Phase2",6536,"Recall2","MSU"
"M20336755_su","roar","flag",3,"Read","lion","Study1","M","Study Phase2",898,"Recall2","MSU"
"M20337017_AU","flag","flag",3,"Read","lion","Study1","M","Study Phase2",1237,"Recall2","MSU"
"M20339825PT","knife","flag",3,"Read","lion","Study1","M","Study Phase2",1432,"Recall2","MSU"
"M20340215MGW","","flag",3,"Read","lion","Study1","M","Study Phase2",2856,"Recall2","MSU"
"M20283871","","fiction",3,"Read","listen","Study1","U","Study Phase2",263,"Recall2","MSU"
"M20296365_NBG","hear","fiction",3,"Read","listen","Study1","U","Study Phase2",5281,"Recall2","MSU"
"M20319154_ele","hear","fiction",3,"Read","listen","Study1","U","Study Phase2",1595,"Recall2","MSU"
"M20321818MN","","fiction",3,"Read","listen","Study1","U","Study Phase2",4282,"Recall2","MSU"
"M20321883KO","","fiction",3,"Read","listen","Study1","U","Study Phase2",1923,"Recall2","MSU"
"M20335622WDl","hear","fiction",3,"Read","listen","Study1","U","Study Phase2",1213,"Recall2","MSU"
"M20336755_su","speak","fiction",3,"Read","listen","Study1","U","Study Phase2",900,"Recall2","MSU"
"M20337017_AU","say","fiction",3,"Read","listen","Study1","U","Study Phase2",1287,"Recall2","MSU"
"M20339825PT","","fiction",3,"Read","listen","Study1","U","Study Phase2",2055,"Recall2","MSU"
"M20340215MGW","","fiction",3,"Read","listen","Study1","U","Study Phase2",1755,"Recall2","MSU"
"M20283871","cat","trash",3,"Read","litter","Study1","F","Study Phase2",660,"Recall2","MSU"
"M20296365_NBG","trash","trash",3,"Read","litter","Study1","F","Study Phase2",2949,"Recall2","MSU"
"M20319154_ele","trash","trash",3,"Read","litter","Study1","F","Study Phase2",2162,"Recall2","MSU"
"M20321818MN","","trash",3,"Read","litter","Study1","F","Study Phase2",3341,"Recall2","MSU"
