"Username","Response.Response","Stimuli.Answer","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Procedure.Shuffle.1","Response.RT"
"W10193555-lhc","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",3663
"W791354JJ","fire","fire",1,"Read","blaze","Study2","F","Study Phase2","Recall2",2900
"10170473MP","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",810
"w10075447KJ","same","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",1621
"w10080067GH","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",3273
"w10086872RB","neither","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",3112
"w10089688_jp","ounce","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",27463
"W10097113_SML","one","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",6230
"w10126861SES","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",189
"w10131605TS","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",1029
"w10134028","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",123
"w10136835_VEH","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",1507
"w10137210_zr","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",2599
"w10137367_mpc","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",141
"w10139896_iro","neither","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",3114
"w10141663MH","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",6678
"w10142111_AGS","ounce","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",12285
"w10158214_AL","patner","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",12956
"w10158561PR","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",1187
"w10163667_kg","ounce","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",3109
"w10170329_cm","many","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",6238
"w10170428_RG","purchase","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",21906
"w10171031","ounce","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",4697
"w10173870_tab","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",1063
"w10175512_hmr","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",793
"w10179887cgs","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",95
"w10180613_ajt","ounce","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",24991
"w10180617_ckc","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",1210
"w10186913_mnr","ounce","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",9190
"w10187622_dab","neither","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",6460
"W10193555-lhc","","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",2445
"W791354JJ","neither","ounce",1,"Read","both","Study2","U","Study Phase2","Recall2",7043
"10170473MP","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",939
"w10075447KJ","gap","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",1560
"w10080067GH","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",2333
"w10086872RB","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",14834
"w10089688_jp","window","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",3644
"W10097113_SML","draw","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",5205
"w10126861SES","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",72
"w10131605TS","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",4006
"w10134028","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",257
"w10136835_VEH","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",13601
"w10137210_zr","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",1948
"w10137367_mpc","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",1700
"w10139896_iro","ice","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",1831
"w10141663MH","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",3905
"w10142111_AGS","london","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",56998
"w10158214_AL","plants","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",16483
"w10158561PR","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",3475
"w10163667_kg","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",1256
"w10170329_cm","cross","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",4158
"w10170428_RG","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",5134
"w10171031","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",3589
"w10173870_tab","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",2928
"w10175512_hmr","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",3777
"w10179887cgs","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",91
"w10180613_ajt","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",8039
"w10180617_ckc","","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",811
"w10186913_mnr","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",7492
"w10187622_dab","golden","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",2812
"W10193555-lhc","water","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",9130
"W791354JJ","tall","water",1,"Read","bridge","Study2","F","Study Phase2","Recall2",4874
"10170473MP","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",3474
"w10075447KJ","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",1615
"w10080067GH","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",1837
"w10086872RB","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",10163
"w10089688_jp","plant'","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",2446
"W10097113_SML","water","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",7665
"w10126861SES","","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",149
"w10131605TS","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",7847
"w10134028","","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",246
"w10136835_VEH","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",1902
"w10137210_zr","","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",13180
"w10137367_mpc","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",49314
"w10139896_iro","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",1873
"w10141663MH","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",3195
"w10142111_AGS","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",3962
"w10158214_AL","tree","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",75093
"w10158561PR","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",4316
"w10163667_kg","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",3169
"w10170329_cm","","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",1492
"w10170428_RG","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",3409
"w10171031","sharp","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",11791
"w10173870_tab","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",5732
"w10175512_hmr","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",3588
"w10179887cgs","","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",96
"w10180613_ajt","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",12525
"w10180617_ckc","green","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",2726
"w10186913_mnr","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",14874
"w10187622_dab","jack","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",2136
"W10193555-lhc","flower","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",4906
"W791354JJ","plant","plant",1,"Read","cactus","Study2","F","Study Phase2","Recall2",4501
"10170473MP","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",2004
"w10075447KJ","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",1611
"w10080067GH","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",1748
"w10086872RB","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",12920
"w10089688_jp","leg","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",23026
"W10097113_SML","green","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",4375
"w10126861SES","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",130
"w10131605TS","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",1737
"w10134028","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",426
"w10136835_VEH","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",946
"w10137210_zr","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",3405
"w10137367_mpc","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",39
"w10139896_iro","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",2761
"w10141663MH","money ","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",5561
"w10142111_AGS","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",2924
"w10158214_AL","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",59312
"w10158561PR","leg","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",6179
"w10163667_kg","leg","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",10976
"w10170329_cm","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",5095
"w10170428_RG","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",3465
"w10171031","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",8347
"w10173870_tab","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",2672
"w10175512_hmr","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",1206
"w10179887cgs","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",107
"w10180613_ajt","","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",30900
"w10180617_ckc","money","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",2106
"w10186913_mnr","leg","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",5668
"w10187622_dab","cow","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",1955
"W10193555-lhc","wage","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",6237
"W791354JJ","cent","leg",1,"Read","cash","Study2","U","Study Phase2","Recall2",6699
"10170473MP","dark","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",2895
"w10075447KJ","dark","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",1718
"w10080067GH","tunnel","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",20403
"w10086872RB","man","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",5537
"w10089688_jp","trap","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",15241
"W10097113_SML","scary","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",19006
"w10126861SES","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",227
"w10131605TS","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",998
"w10134028","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",121
"w10136835_VEH","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",724
"w10137210_zr","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",24376
"w10137367_mpc","trap","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",8999
"w10139896_iro","trap","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",5626
"w10141663MH","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",2360
"w10142111_AGS","man","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",32614
"w10158214_AL","people","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",16012
"w10158561PR","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",6441
"w10163667_kg","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",1601
"w10170329_cm","story","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",3980
"w10170428_RG","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",2244
"w10171031","trap","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",3559
"w10173870_tab","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",2629
"w10175512_hmr","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",1266
"w10179887cgs","","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",90
"w10180613_ajt","trap","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",15382
"w10180617_ckc","dark","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",3826
"w10186913_mnr","trap","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",40037
"w10187622_dab","town","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",2280
"W10193555-lhc","trap","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",4962
"W791354JJ","den","trap",1,"Read","cave","Study2","M","Study Phase2","Recall2",5303
"10170473MP","blossom","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",4651
"w10075447KJ","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",1363
"w10080067GH","cake","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",3371
"w10086872RB","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",11141
"w10089688_jp","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",3534
"W10097113_SML","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",6446
"w10126861SES","","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",108
"w10131605TS","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",17164
"w10134028","","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",122
"w10136835_VEH","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",1848
"w10137210_zr","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",23203
"w10137367_mpc","","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",32
"w10139896_iro","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",2017
"w10141663MH","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",3785
"w10142111_AGS","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",2180
"w10158214_AL","fruit","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",6094
"w10158561PR","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",2939
"w10163667_kg","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",2119
"w10170329_cm","blossom","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",4382
"w10170428_RG","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",1778
"w10171031","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",2521
"w10173870_tab","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",2712
"w10175512_hmr","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",4637
"w10179887cgs","","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",96
"w10180613_ajt","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",5679
"w10180617_ckc","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",1880
"w10186913_mnr","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",10852
"w10187622_dab","ruby","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",3763
"W10193555-lhc","red","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",4552
"W791354JJ","blosso","red",1,"Read","cherry","Study2","F","Study Phase2","Recall2",2854
"10170473MP","","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",1466
"w10075447KJ","cold","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",1389
"w10080067GH","ice","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",3848
"w10086872RB","cold","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",4939
"w10089688_jp","cold","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",2754
"W10097113_SML","cold","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",3645
"w10126861SES","","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",203
"w10131605TS","cold","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",6548
"w10134028","","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",229
"w10136835_VEH","","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",1158
"w10137210_zr","","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",691
"w10137367_mpc","","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",193
"w10139896_iro","frozen","cold",1,"Read","chill","Study2","F","Study Phase2","Recall2",5419
