"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Response.JOL","Procedure.Shuffle.1","source"
"W10114267_hmr","","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",4666,0,"Recall1","USM"
"w10121050CP","","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",2038,0,"Recall1","USM"
"w10134011AS","jump","jump","1",1,2,"JOL","bat","Study1","M","Study Phase",4173,5,"Recall1","USM"
"W10143491_AAC","","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",2834,0,"Recall1","USM"
"w10154681_APL","jump","jump","1",1,2,"JOL","bat","Study1","M","Study Phase",6498,43,"Recall1","USM"
"w10171157_BML","","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",3110,0,"Recall1","USM"
"w10174798_mbk","fright","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",1816,0,"Recall1","USM"
"W10175044_se","","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",4059,5,"Recall1","USM"
"w10177959_hrq","ball","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",3393,34,"Recall1","USM"
"w10181345_dnr","jump","jump","1",1,2,"JOL","bat","Study1","M","Study Phase",2774,5,"Recall1","USM"
"w10181717_AH","","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",10027,3,"Recall1","USM"
"w10183183RB","jump","jump","1",1,2,"JOL","bat","Study1","M","Study Phase",5726,13,"Recall1","USM"
"w10187856OS","","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",4035,0,"Recall1","USM"
"w10190438ca","fall ","jump","0",0,2,"JOL","bat","Study1","M","Study Phase",4442,45,"Recall1","USM"
"W10036695_HNF","square","square","1",1,2,"JOL","beach","Study1","M","Study Phase",3208,60,"Recall1","USM"
"W10062359_DTW","sun","square","0.333333333333333",0,2,"JOL","beach","Study1","M","Study Phase",2372,20,"Recall1","USM"
"w10098434SM","party","square","0.333333333333333",0,2,"JOL","beach","Study1","M","Study Phase",4892,4,"Recall1","USM"
"W10114267_hmr","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",4673,0,"Recall1","USM"
"w10121050CP","square","square","1",1,2,"JOL","beach","Study1","M","Study Phase",5249,0,"Recall1","USM"
"w10134011AS","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",2942,10,"Recall1","USM"
"W10143491_AAC","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",3628,10,"Recall1","USM"
"w10154681_APL","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",10677,42,"Recall1","USM"
"w10171157_BML","square","square","1",1,2,"JOL","beach","Study1","M","Study Phase",10360,25,"Recall1","USM"
"w10174798_mbk","sand","square","0.333333333333333",0,2,"JOL","beach","Study1","M","Study Phase",2232,0,"Recall1","USM"
"W10175044_se","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",4516,0,"Recall1","USM"
"w10177959_hrq","ball","square","0.166666666666667",0,2,"JOL","beach","Study1","M","Study Phase",2623,22,"Recall1","USM"
"w10181345_dnr","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",5402,9,"Recall1","USM"
"w10181717_AH","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",4980,10,"Recall1","USM"
"w10183183RB","","square","0",0,2,"JOL","beach","Study1","M","Study Phase",10677,40,"Recall1","USM"
"w10187856OS","ball","square","0.166666666666667",0,2,"JOL","beach","Study1","M","Study Phase",3040,1,"Recall1","USM"
"w10190438ca","block ","square","0",0,2,"JOL","beach","Study1","M","Study Phase",4924,20,"Recall1","USM"
"W10036695_HNF","","apple","0",0,2,"JOL","birthday","Study1","M","Study Phase",2103,10,"Recall1","USM"
"W10062359_DTW","apple","apple","1",1,2,"JOL","birthday","Study1","M","Study Phase",2963,20,"Recall1","USM"
"w10098434SM","party","apple","0.4",0,2,"JOL","birthday","Study1","M","Study Phase",2026,0,"Recall1","USM"
"W10114267_hmr","","apple","0",0,2,"JOL","birthday","Study1","M","Study Phase",2464,10,"Recall1","USM"
"w10121050CP","hand","apple","0.2",0,2,"JOL","birthday","Study1","M","Study Phase",2245,0,"Recall1","USM"
"w10134011AS","","apple","0",0,2,"JOL","birthday","Study1","M","Study Phase",4302,10,"Recall1","USM"
"W10143491_AAC","","apple","0",0,2,"JOL","birthday","Study1","M","Study Phase",6030,15,"Recall1","USM"
"w10154681_APL","","apple","0",0,2,"JOL","birthday","Study1","M","Study Phase",5357,13,"Recall1","USM"
"w10171157_BML","","apple","0",0,2,"JOL","birthday","Study1","M","Study Phase",5074,65,"Recall1","USM"
"w10174798_mbk","cake","apple","0.4",0,2,"JOL","birthday","Study1","M","Study Phase",3674,10,"Recall1","USM"
"W10175044_se","apple","apple","1",1,2,"JOL","birthday","Study1","M","Study Phase",7321,36,"Recall1","USM"
"w10177959_hrq","cake","apple","0.4",0,2,"JOL","birthday","Study1","M","Study Phase",1523,34,"Recall1","USM"
"w10181345_dnr","hand","apple","0.2",0,2,"JOL","birthday","Study1","M","Study Phase",6609,30,"Recall1","USM"
"w10181717_AH","","apple","0",0,2,"JOL","birthday","Study1","M","Study Phase",5082,5,"Recall1","USM"
"w10183183RB","hand","apple","0.2",0,2,"JOL","birthday","Study1","M","Study Phase",13681,60,"Recall1","USM"
"w10187856OS","cake","apple","0.4",0,2,"JOL","birthday","Study1","M","Study Phase",3348,2,"Recall1","USM"
"w10190438ca","cake","apple","0.4",0,2,"JOL","birthday","Study1","M","Study Phase",8158,25,"Recall1","USM"
"W10036695_HNF","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",1430,0,"Recall1","USM"
"W10062359_DTW","hand","hand","1",1,2,"JOL","cake","Study1","U","Study Phase",2553,10,"Recall1","USM"
"w10098434SM","boss","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",1467,10,"Recall1","USM"
"W10114267_hmr","beach","hand","0.4",0,2,"JOL","cake","Study1","U","Study Phase",1593,0,"Recall1","USM"
"w10121050CP","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",2513,0,"Recall1","USM"
"w10134011AS","hand","hand","1",1,2,"JOL","cake","Study1","U","Study Phase",2825,15,"Recall1","USM"
"W10143491_AAC","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",17159,0,"Recall1","USM"
"w10154681_APL","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",3313,55,"Recall1","USM"
"w10171157_BML","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",9436,50,"Recall1","USM"
"w10174798_mbk","birthday","hand","0.375",0,2,"JOL","cake","Study1","U","Study Phase",5064,10,"Recall1","USM"
"W10175044_se","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",4406,0,"Recall1","USM"
"w10177959_hrq","wedding","hand","0.285714285714286",0,2,"JOL","cake","Study1","U","Study Phase",1296,23,"Recall1","USM"
"w10181345_dnr","hand","hand","1",1,2,"JOL","cake","Study1","U","Study Phase",8933,5,"Recall1","USM"
"w10181717_AH","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",4132,15,"Recall1","USM"
"w10183183RB","hand","hand","1",1,2,"JOL","cake","Study1","U","Study Phase",10048,15,"Recall1","USM"
"w10187856OS","","hand","0",0,2,"JOL","cake","Study1","U","Study Phase",2803,1,"Recall1","USM"
"w10190438ca","hand","hand","1",1,2,"JOL","cake","Study1","U","Study Phase",10298,40,"Recall1","USM"
"W10036695_HNF","","rug","0",0,2,"JOL","ceiling","Study1","M","Study Phase",4084,10,"Recall1","USM"
"W10062359_DTW","fan","rug","0",0,2,"JOL","ceiling","Study1","M","Study Phase",4091,30,"Recall1","USM"
"w10098434SM","fan","rug","0",0,2,"JOL","ceiling","Study1","M","Study Phase",6256,59,"Recall1","USM"
"W10114267_hmr","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",2968,10,"Recall1","USM"
"w10121050CP","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",3774,0,"Recall1","USM"
"w10134011AS","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",3574,15,"Recall1","USM"
"W10143491_AAC","carpet","rug","0.166666666666667",0,2,"JOL","ceiling","Study1","M","Study Phase",42924,30,"Recall1","USM"
"w10154681_APL","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",3228,96,"Recall1","USM"
"w10171157_BML","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",6327,45,"Recall1","USM"
"w10174798_mbk","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",3069,30,"Recall1","USM"
"W10175044_se","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",4334,1,"Recall1","USM"
"w10177959_hrq","roof","rug","0.25",0,2,"JOL","ceiling","Study1","M","Study Phase",1297,55,"Recall1","USM"
"w10181345_dnr","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",54362,17,"Recall1","USM"
"w10181717_AH","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",9354,25,"Recall1","USM"
"w10183183RB","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",11413,90,"Recall1","USM"
"w10187856OS","rug","rug","1",1,2,"JOL","ceiling","Study1","M","Study Phase",3033,2,"Recall1","USM"
"w10190438ca","floor","rug","0.2",0,2,"JOL","ceiling","Study1","M","Study Phase",4639,45,"Recall1","USM"
"W10036695_HNF","hand","fun","0.25",0,2,"JOL","circle","Study1","M","Study Phase",2128,10,"Recall1","USM"
"W10062359_DTW","","fun","0",0,2,"JOL","circle","Study1","M","Study Phase",2338,10,"Recall1","USM"
"w10098434SM","time","fun","0",0,2,"JOL","circle","Study1","M","Study Phase",57608,0,"Recall1","USM"
"W10114267_hmr","","fun","0",0,2,"JOL","circle","Study1","M","Study Phase",7778,0,"Recall1","USM"
"w10121050CP","","fun","0",0,2,"JOL","circle","Study1","M","Study Phase",4278,10,"Recall1","USM"
"w10134011AS","","fun","0",0,2,"JOL","circle","Study1","M","Study Phase",3100,10,"Recall1","USM"
"W10143491_AAC","square","fun","0.166666666666667",0,2,"JOL","circle","Study1","M","Study Phase",3739,10,"Recall1","USM"
"w10154681_APL","run","fun","0.666666666666667",0,2,"JOL","circle","Study1","M","Study Phase",9114,43,"Recall1","USM"
"w10171157_BML","","fun","0",0,2,"JOL","circle","Study1","M","Study Phase",3145,75,"Recall1","USM"
"w10174798_mbk","fun","fun","1",1,2,"JOL","circle","Study1","M","Study Phase",2146,5,"Recall1","USM"
"W10175044_se","fun","fun","1",1,2,"JOL","circle","Study1","M","Study Phase",7344,85,"Recall1","USM"
"w10177959_hrq","fun","fun","1",1,2,"JOL","circle","Study1","M","Study Phase",4529,90,"Recall1","USM"
"w10181345_dnr","fun","fun","1",1,2,"JOL","circle","Study1","M","Study Phase",8980,10,"Recall1","USM"
"w10181717_AH","fun","fun","1",1,2,"JOL","circle","Study1","M","Study Phase",8161,10,"Recall1","USM"
"w10183183RB","fun","fun","1",1,2,"JOL","circle","Study1","M","Study Phase",6939,25,"Recall1","USM"
"w10187856OS","fun","fun","1",1,2,"JOL","circle","Study1","M","Study Phase",3491,2,"Recall1","USM"
"w10190438ca","","fun","0",0,2,"JOL","circle","Study1","M","Study Phase",4647,23,"Recall1","USM"
"W10036695_HNF","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",2080,10,"Recall1","USM"
"W10062359_DTW","pop","election","0.125",0,2,"JOL","crackle","Study1","U","Study Phase",2507,40,"Recall1","USM"
"w10098434SM","pop","election","0.125",0,2,"JOL","crackle","Study1","U","Study Phase",2182,1,"Recall1","USM"
"W10114267_hmr","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",9504,0,"Recall1","USM"
"w10121050CP","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",4441,10,"Recall1","USM"
"w10134011AS","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",5308,1,"Recall1","USM"
"W10143491_AAC","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",14652,15,"Recall1","USM"
"w10154681_APL","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",5169,18,"Recall1","USM"
"w10171157_BML","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",4840,35,"Recall1","USM"
"w10174798_mbk","pop","election","0.125",0,2,"JOL","crackle","Study1","U","Study Phase",2386,0,"Recall1","USM"
"W10175044_se","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",6572,0,"Recall1","USM"
"w10177959_hrq","skeleton","election","0.75",1,2,"JOL","crackle","Study1","U","Study Phase",2138,78,"Recall1","USM"
"w10181345_dnr","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",7992,10,"Recall1","USM"
"w10181717_AH","electron","election","0.875",1,2,"JOL","crackle","Study1","U","Study Phase",20718,5,"Recall1","USM"
"w10183183RB","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",5462,20,"Recall1","USM"
"w10187856OS","","election","0",0,2,"JOL","crackle","Study1","U","Study Phase",2950,2,"Recall1","USM"
"w10190438ca","president ","election","0.5",0,2,"JOL","crackle","Study1","U","Study Phase",4352,15,"Recall1","USM"
"W10036695_HNF","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",2399,90,"Recall1","USM"
"W10062359_DTW","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",2039,90,"Recall1","USM"
"w10098434SM","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",2066,100,"Recall1","USM"
"W10114267_hmr","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",3427,100,"Recall1","USM"
"w10121050CP","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",3478,99,"Recall1","USM"
"w10134011AS","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",3062,95,"Recall1","USM"
"W10143491_AAC","","card","0",0,2,"JOL","credit","Study1","F","Study Phase",2886,100,"Recall1","USM"
"w10154681_APL","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",2340,100,"Recall1","USM"
"w10171157_BML","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",2476,100,"Recall1","USM"
"w10174798_mbk","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",2457,80,"Recall1","USM"
"W10175044_se","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",4998,100,"Recall1","USM"
"w10177959_hrq","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",4973,90,"Recall1","USM"
"w10181345_dnr","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",2802,100,"Recall1","USM"
"w10181717_AH","","card","0",0,2,"JOL","credit","Study1","F","Study Phase",3381,95,"Recall1","USM"
"w10183183RB","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",3454,13,"Recall1","USM"
"w10187856OS","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",3228,100,"Recall1","USM"
"w10190438ca","card","card","1",1,2,"JOL","credit","Study1","F","Study Phase",5248,90,"Recall1","USM"
"W10036695_HNF","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",2214,10,"Recall1","USM"
"W10062359_DTW","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",4794,10,"Recall1","USM"
"w10098434SM","me","beer","0.25",0,2,"JOL","cry","Study1","M","Study Phase",7713,0,"Recall1","USM"
"W10114267_hmr","steak","beer","0.2",0,2,"JOL","cry","Study1","M","Study Phase",6140,30,"Recall1","USM"
"w10121050CP","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",1690,0,"Recall1","USM"
"w10134011AS","beer","beer","1",1,2,"JOL","cry","Study1","M","Study Phase",2365,0,"Recall1","USM"
"W10143491_AAC","beer","beer","1",1,2,"JOL","cry","Study1","M","Study Phase",6796,10,"Recall1","USM"
"w10154681_APL","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",2791,23,"Recall1","USM"
"w10171157_BML","beer","beer","1",1,2,"JOL","cry","Study1","M","Study Phase",6275,75,"Recall1","USM"
"w10174798_mbk","crasy","beer","0.2",0,2,"JOL","cry","Study1","M","Study Phase",1580,0,"Recall1","USM"
"W10175044_se","bug","beer","0.25",0,2,"JOL","cry","Study1","M","Study Phase",6005,10,"Recall1","USM"
"w10177959_hrq","baby","beer","0.25",0,2,"JOL","cry","Study1","M","Study Phase",3139,56,"Recall1","USM"
"w10181345_dnr","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",7499,40,"Recall1","USM"
"w10181717_AH","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",13410,20,"Recall1","USM"
"w10183183RB","sad","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",5776,20,"Recall1","USM"
"w10187856OS","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",2391,2,"Recall1","USM"
"w10190438ca","","beer","0",0,2,"JOL","cry","Study1","M","Study Phase",4368,40,"Recall1","USM"
"W10036695_HNF","","black","0",0,2,"JOL","day","Study1","M","Study Phase",2169,20,"Recall1","USM"
"W10062359_DTW","","black","0",0,2,"JOL","day","Study1","M","Study Phase",4106,30,"Recall1","USM"
"w10098434SM","of","black","0",0,2,"JOL","day","Study1","M","Study Phase",5504,0,"Recall1","USM"
"W10114267_hmr","","black","0",0,2,"JOL","day","Study1","M","Study Phase",1812,0,"Recall1","USM"
"w10121050CP","black","black","1",1,2,"JOL","day","Study1","M","Study Phase",2451,0,"Recall1","USM"
"w10134011AS","black","black","1",1,2,"JOL","day","Study1","M","Study Phase",4903,10,"Recall1","USM"
"W10143491_AAC","","black","0",0,2,"JOL","day","Study1","M","Study Phase",7150,55,"Recall1","USM"
"w10154681_APL","nap","black","0.2",0,2,"JOL","day","Study1","M","Study Phase",3013,70,"Recall1","USM"
"w10171157_BML","week","black","0.2",0,2,"JOL","day","Study1","M","Study Phase",5601,45,"Recall1","USM"
"w10174798_mbk","week","black","0.2",0,2,"JOL","day","Study1","M","Study Phase",2669,0,"Recall1","USM"
"W10175044_se","","black","0",0,2,"JOL","day","Study1","M","Study Phase",3869,20,"Recall1","USM"
"w10177959_hrq","sun","black","0",0,2,"JOL","day","Study1","M","Study Phase",2192,29,"Recall1","USM"
"w10181345_dnr","week","black","0.2",0,2,"JOL","day","Study1","M","Study Phase",3419,5,"Recall1","USM"
"w10181717_AH","weeks","black","0.2",0,2,"JOL","day","Study1","M","Study Phase",5794,20,"Recall1","USM"
"w10183183RB","month","black","0",0,2,"JOL","day","Study1","M","Study Phase",3747,23,"Recall1","USM"
"w10187856OS","time","black","0",0,2,"JOL","day","Study1","M","Study Phase",4841,3,"Recall1","USM"
"w10190438ca","black","black","1",1,2,"JOL","day","Study1","M","Study Phase",4939,40,"Recall1","USM"
"W10036695_HNF","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",2842,20,"Recall1","USM"
"W10062359_DTW","hand","bang","0.5",0,2,"JOL","fuzzy","Study1","U","Study Phase",3275,40,"Recall1","USM"
"w10098434SM","feeling","bang","0.285714285714286",0,2,"JOL","fuzzy","Study1","U","Study Phase",8627,0,"Recall1","USM"
"W10114267_hmr","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",2581,0,"Recall1","USM"
"w10121050CP","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",2619,10,"Recall1","USM"
"w10134011AS","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",2836,2,"Recall1","USM"
"W10143491_AAC","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",9019,10,"Recall1","USM"
"w10154681_APL","tooth","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",9682,53,"Recall1","USM"
"w10171157_BML","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",5632,50,"Recall1","USM"
"w10174798_mbk","crown","bang","0.2",0,2,"JOL","fuzzy","Study1","U","Study Phase",1542,0,"Recall1","USM"
"W10175044_se","b","bang","0.25",0,2,"JOL","fuzzy","Study1","U","Study Phase",11344,5,"Recall1","USM"
"w10177959_hrq","ball","bang","0.5",0,2,"JOL","fuzzy","Study1","U","Study Phase",3495,34,"Recall1","USM"
"w10181345_dnr","bang","bang","1",1,2,"JOL","fuzzy","Study1","U","Study Phase",5467,25,"Recall1","USM"
"w10181717_AH","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",9905,5,"Recall1","USM"
"w10183183RB","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",5868,12,"Recall1","USM"
"w10187856OS","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",3152,2,"Recall1","USM"
"w10190438ca","","bang","0",0,2,"JOL","fuzzy","Study1","U","Study Phase",7289,35,"Recall1","USM"
"W10036695_HNF","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",3283,0,"Recall1","USM"
"W10062359_DTW","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",2471,20,"Recall1","USM"
"w10098434SM","up","steak","0",0,2,"JOL","give","Study1","U","Study Phase",1580,0,"Recall1","USM"
"W10114267_hmr","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",2778,20,"Recall1","USM"
"w10121050CP","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",3732,0,"Recall1","USM"
"w10134011AS","take","steak","0.8",1,2,"JOL","give","Study1","U","Study Phase",4174,0,"Recall1","USM"
"W10143491_AAC","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",6082,0,"Recall1","USM"
"w10154681_APL","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",6194,23,"Recall1","USM"
"w10171157_BML","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",4649,90,"Recall1","USM"
"w10174798_mbk","take","steak","0.8",1,2,"JOL","give","Study1","U","Study Phase",5499,0,"Recall1","USM"
"W10175044_se","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",6277,1,"Recall1","USM"
"w10177959_hrq","thanks","steak","0.666666666666667",0,2,"JOL","give","Study1","U","Study Phase",1965,33,"Recall1","USM"
"w10181345_dnr","steak","steak","1",1,2,"JOL","give","Study1","U","Study Phase",13660,30,"Recall1","USM"
"w10181717_AH","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",10043,5,"Recall1","USM"
"w10183183RB","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",9892,25,"Recall1","USM"
"w10187856OS","take","steak","0.8",1,2,"JOL","give","Study1","U","Study Phase",3038,1,"Recall1","USM"
"w10190438ca","","steak","0",0,2,"JOL","give","Study1","U","Study Phase",9275,30,"Recall1","USM"
"W10036695_HNF","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",3162,40,"Recall1","USM"
"W10062359_DTW","","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",3582,60,"Recall1","USM"
"w10098434SM","off","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",1609,5,"Recall1","USM"
"W10114267_hmr","","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",1908,0,"Recall1","USM"
"w10121050CP","rock","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",3745,25,"Recall1","USM"
"w10134011AS","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",3038,10,"Recall1","USM"
"W10143491_AAC","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",3446,50,"Recall1","USM"
"w10154681_APL","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",4495,97,"Recall1","USM"
"w10171157_BML","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",4444,80,"Recall1","USM"
"w10174798_mbk","head","ball","0.25",0,2,"JOL","hard","Study1","M","Study Phase",3470,40,"Recall1","USM"
"W10175044_se","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",4004,100,"Recall1","USM"
"w10177959_hrq","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",707,45,"Recall1","USM"
"w10181345_dnr","","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",15278,45,"Recall1","USM"
"w10181717_AH","","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",5818,50,"Recall1","USM"
"w10183183RB","","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",21897,95,"Recall1","USM"
"w10187856OS","ball","ball","1",1,2,"JOL","hard","Study1","M","Study Phase",3326,96,"Recall1","USM"
"w10190438ca","","ball","0",0,2,"JOL","hard","Study1","M","Study Phase",3610,50,"Recall1","USM"
"W10036695_HNF","","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",3308,10,"Recall1","USM"
"W10062359_DTW","","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",2883,10,"Recall1","USM"
"w10098434SM","hay","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",29722,0,"Recall1","USM"
"W10114267_hmr","","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",24501,0,"Recall1","USM"
"w10121050CP","","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",1602,0,"Recall1","USM"
"w10134011AS","","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",2069,0,"Recall1","USM"
"W10143491_AAC","","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",5794,5,"Recall1","USM"
"w10154681_APL","apple","tire","0.2",0,2,"JOL","horse","Study1","M","Study Phase",5934,48,"Recall1","USM"
"w10171157_BML","","tire","0",0,2,"JOL","horse","Study1","M","Study Phase",11248,35,"Recall1","USM"
