Cue,Answer,Shuffle,Stimuli Notes,Value
TREES,GREEN,Practice,Practice,1
PITCHER,CATCHER,Practice,Practice,2
PEANUT,BUTTER,Practice,Practice,3
SCARE,FRIGHT,Practice,Practice,4
SPACE,JAM,Practice,Practice,5
LION,STRIPES,Study1,M,6
BEACH,BOX,Study1,M,7
WAR,QUIET,Study1,M,8
BIRTHDAY,PIE,Study1,M,9
ROUGH,SILK,Study1,M,10
TREE,SYRUP,Study1,M,11
BAT,BOUNCE,Study1,M,12
CIRCLE,DANCE,Study1,M,13
HORSE,WHEEL,Study1,M,14
CEILING,CARPET,Study1,M,15
CRY,BOTTLE,Study1,M,16
WEDDING,FINGER,Study1,M,17
DAY,DARK,Study1,M,18
TOOTH,HAIR,Study1,M,19
HARD,COTTON,Study1,M,20
MIRROR,MAROON                   ,Study1,U,36
STRETCH,CLOTH,Study1,U,37
GIVE,STEAK,Study1,U,38
CRACKLE,ELECTION,Study1,U,39
VEHICLE,CHARM,Study1,U,40
MEAT,KEYS,Study1,U,41
MAZE,PHONE,Study1,U,42
SHELL,SHAKE,Study1,U,43
LISTEN,FICTION,Study1,U,44
KEYS,ROD,Study1,U,45
SOON,BELT,Study1,U,46
SIGN,TICK,Study1,U,47
TEMPERATURE,MORNING,Study1,U,48
CAKE,HAND,Study1,U,49
FUZZY,BANG,Study1,U,50
SUMMER,SNOW,Study1,M,61
SCHOOL,STOP,Study1,M,62
PANTS,COLLAR,Study1,M,63
REALITY,ISLAND,Study1,M,64
EYES,SMELL,Study1,M,65
NURSE,LAWYER,Study1,M,66
SOAP,DRINK,Study1,M,67
HEAVY,FEATHER,Study1,M,68
RAKE ,SEED,Study1,M,69
TRAP,CAVE,Study1,M,70
OVEN,BASKET,Study1,M,71
GRILL,THIGH,Study1,M,72
VALLEY,PEAK,Study1,M,73
WINDOW,KNOB,Study1,M,74
RAZOR,MUSCLE,Study1,M,75
KING                     ,VASE                     ,Study1,U,91
HAPPY,CAR,Study1,U,92
ART,WOLF,Study1,U,93
STRONG,ACCIDENT,Study1,U,94
SUGAR,RIDDLE,Study1,U,95
PUSH                ,CLUTTER                  ,Study1,U,96
DIETARY                  ,SACK,Study1,U,97
BENCH,HORN,Study1,U,98
DEATH,BUSINESS,Study1,U,99
SICK                     ,HIDE                     ,Study1,U,100
LEASE                    ,TOIL                     ,Study1,U,101
BOTH                     ,OUNCE                    ,Study1,U,102
ARTERY                   ,BRONZE                   ,Study1,U,103
MIRROR,CHILDREN,Study1,U,104
CASH,STUDY,Study1,U,105
LITTER,TRASH,Study1,F,106
WAGE,MONEY,Study1,F,107
SCALP,HEAD,Study1,F,108
MULE,DONKEY,Study1,F,109
ROOT,PLANT,Study1,F,110
SWAN,BIRD,Study1,F,111
WORD,SENTENCE,Study1,F,112
HYGIENE,CLEAN,Study1,F,113
NAP,SLEEP,Study1,F,114
PILL,BOTTLE,Study1,F,115
AFFECTION,LOVE,Study1,F,116
SIP,DRINK,Study1,F,117
CREDIT,CARD,Study1,F,118
ORCHID,FLOWER,Study1,F,119
TUNA,FISH,Study1,F,120
CACTUS,PLANT,Study1,F,121
CHOP,CUT,Study1,F,122
CHISEL,HAMMER,Study1,F,123
ATTIRE,CLOTHES,Study1,F,124
CHERRY,RED,Study1,F,125
BLAZE,FIRE,Study1,F,126
DOCUMENT,PAPER,Study1,F,127
INCENSE,SMELL,Study1,F,128
LEAGUE,BASEBALL,Study1,F,129
HORNET,STING,Study1,F,130
FEUD,FIGHT,Study1,F,131
CHILL,COLD,Study1,F,132
HERD,COW,Study1,F,133
WASP,BUG,Study1,F,134
BRIDGE,WATER,Study1,F,135
