"id","encoding","direction","Response.RT","score","experiment"
"M20338115","JOL","F",11393,0,"Ex1A"
"M20342696ED","JOL","F",4820,0,"Ex1A"
"M20344322","JOL","F",6788,100,"Ex1A"
"M2O324775JER","JOL","F",3424,100,"Ex1A"
"20319692CL","JOL","U",7933,0,"Ex1A"
"M20277369_edm","JOL","U",5551,0,"Ex1A"
"M20288446A.T","JOL","U",8117,0,"Ex1A"
"M20300061AA","JOL","U",3219,0,"Ex1A"
"M20310057","JOL","U",5415,100,"Ex1A"
"M20317488_EBS","JOL","U",1198,0,"Ex1A"
"M20317869CDT","JOL","U",2317,0,"Ex1A"
"M20319488_IDH","JOL","U",8110,100,"Ex1A"
"M20322318","JOL","U",1115,0,"Ex1A"
"M20330812","JOL","U",4816,0,"Ex1A"
"M20331863_TL","JOL","U",2600,0,"Ex1A"
"M20332017!DJ","JOL","U",3248,0,"Ex1A"
"M20333447_MHT","JOL","U",4751,100,"Ex1A"
"M20333764_CG","JOL","U",9771,0,"Ex1A"
"M20335355MK","JOL","U",9972,100,"Ex1A"
"M20336507_mmh","JOL","U",1763,0,"Ex1A"
"M20338115","JOL","U",6549,100,"Ex1A"
"M20342696ED","JOL","U",4554,0,"Ex1A"
"M20344322","JOL","U",6751,100,"Ex1A"
"M2O324775JER","JOL","U",4122,100,"Ex1A"
"20319692CL","JOL","U",3109,0,"Ex1A"
"M20277369_edm","JOL","U",5960,0,"Ex1A"
"M20288446A.T","JOL","U",6131,0,"Ex1A"
"M20300061AA","JOL","U",1408,0,"Ex1A"
"M20310057","JOL","U",6983,100,"Ex1A"
"M20317488_EBS","JOL","U",1888,0,"Ex1A"
"M20317869CDT","JOL","U",5755,0,"Ex1A"
"M20319488_IDH","JOL","U",5251,0,"Ex1A"
"M20322318","JOL","U",4848,0,"Ex1A"
"M20330812","JOL","U",2432,0,"Ex1A"
"M20331863_TL","JOL","U",2556,0,"Ex1A"
"M20332017!DJ","JOL","U",1435,0,"Ex1A"
"M20333447_MHT","JOL","U",4926,0,"Ex1A"
"M20333764_CG","JOL","U",25989,0,"Ex1A"
"M20335355MK","JOL","U",3919,0,"Ex1A"
"M20336507_mmh","JOL","U",1254,0,"Ex1A"
"M20338115","JOL","U",21324,100,"Ex1A"
"M20342696ED","JOL","U",3353,0,"Ex1A"
"M20344322","JOL","U",23338,0,"Ex1A"
"M2O324775JER","JOL","U",3226,0,"Ex1A"
"20319692CL","JOL","F",2221,100,"Ex1A"
"M20277369_edm","JOL","F",3482,100,"Ex1A"
"M20288446A.T","JOL","F",2167,100,"Ex1A"
"M20300061AA","JOL","F",2751,100,"Ex1A"
"M20310057","JOL","F",4157,100,"Ex1A"
"M20317488_EBS","JOL","F",2997,100,"Ex1A"
"M20317869CDT","JOL","F",3716,100,"Ex1A"
"M20319488_IDH","JOL","F",4063,100,"Ex1A"
"M20322318","JOL","F",2065,100,"Ex1A"
"M20330812","JOL","F",1754,100,"Ex1A"
"M20331863_TL","JOL","F",3509,100,"Ex1A"
"M20332017!DJ","JOL","F",1369,0,"Ex1A"
"M20333447_MHT","JOL","F",7822,100,"Ex1A"
"M20333764_CG","JOL","F",11220,0,"Ex1A"
"M20335355MK","JOL","F",5254,100,"Ex1A"
"M20336507_mmh","JOL","F",1148,100,"Ex1A"
"M20338115","JOL","F",7533,0,"Ex1A"
"M20342696ED","JOL","F",6005,100,"Ex1A"
"M20344322","JOL","F",8367,100,"Ex1A"
"M2O324775JER","JOL","F",2875,100,"Ex1A"
"20319692CL","JOL","U",5558,0,"Ex1A"
"M20277369_edm","JOL","U",3714,0,"Ex1A"
"M20288446A.T","JOL","U",1316,0,"Ex1A"
"M20300061AA","JOL","U",866,0,"Ex1A"
"M20310057","JOL","U",5691,0,"Ex1A"
"M20317488_EBS","JOL","U",2305,0,"Ex1A"
"M20317869CDT","JOL","U",2948,100,"Ex1A"
"M20319488_IDH","JOL","U",5318,0,"Ex1A"
"M20322318","JOL","U",2272,0,"Ex1A"
"M20330812","JOL","U",3939,0,"Ex1A"
"M20331863_TL","JOL","U",2997,100,"Ex1A"
"M20332017!DJ","JOL","U",3969,0,"Ex1A"
"M20333447_MHT","JOL","U",4538,0,"Ex1A"
"M20333764_CG","JOL","U",10106,0,"Ex1A"
"M20335355MK","JOL","U",3297,0,"Ex1A"
"M20336507_mmh","JOL","U",2218,0,"Ex1A"
"M20338115","JOL","U",7263,100,"Ex1A"
"M20342696ED","JOL","U",7073,0,"Ex1A"
"M20344322","JOL","U",5738,100,"Ex1A"
"M2O324775JER","JOL","U",3575,0,"Ex1A"
"20319692CL","JOL","U",1787,100,"Ex1A"
"M20277369_edm","JOL","U",3758,0,"Ex1A"
"M20288446A.T","JOL","U",4495,0,"Ex1A"
"M20300061AA","JOL","U",1186,0,"Ex1A"
"M20310057","JOL","U",5880,0,"Ex1A"
"M20317488_EBS","JOL","U",19405,0,"Ex1A"
"M20317869CDT","JOL","U",4980,0,"Ex1A"
"M20319488_IDH","JOL","U",27603,0,"Ex1A"
"M20322318","JOL","U",2046,0,"Ex1A"
"M20330812","JOL","U",5016,0,"Ex1A"
"M20331863_TL","JOL","U",3920,0,"Ex1A"
"M20332017!DJ","JOL","U",1020,0,"Ex1A"
"M20333447_MHT","JOL","U",5486,0,"Ex1A"
"M20333764_CG","JOL","U",13655,0,"Ex1A"
"M20335355MK","JOL","U",6237,0,"Ex1A"
"M20336507_mmh","JOL","U",944,0,"Ex1A"
"M20338115","JOL","U",5702,100,"Ex1A"
"M20342696ED","JOL","U",2933,0,"Ex1A"
"M20344322","JOL","U",10805,100,"Ex1A"
"M2O324775JER","JOL","U",4193,0,"Ex1A"
"20319692CL","JOL","F",3145,100,"Ex1A"
"M20277369_edm","JOL","F",5706,100,"Ex1A"
"M20288446A.T","JOL","F",5424,100,"Ex1A"
"M20300061AA","JOL","F",1779,100,"Ex1A"
"M20310057","JOL","F",6749,100,"Ex1A"
"M20317488_EBS","JOL","F",2630,100,"Ex1A"
"M20317869CDT","JOL","F",4492,100,"Ex1A"
"M20319488_IDH","JOL","F",7017,100,"Ex1A"
"M20322318","JOL","F",3778,100,"Ex1A"
"M20330812","JOL","F",2280,0,"Ex1A"
"M20331863_TL","JOL","F",1837,0,"Ex1A"
"M20332017!DJ","JOL","F",866,100,"Ex1A"
"M20333447_MHT","JOL","F",3187,100,"Ex1A"
"M20333764_CG","JOL","F",5976,0,"Ex1A"
"M20335355MK","JOL","F",4317,100,"Ex1A"
"M20336507_mmh","JOL","F",856,0,"Ex1A"
"M20338115","JOL","F",4273,100,"Ex1A"
"M20342696ED","JOL","F",6117,100,"Ex1A"
"M20344322","JOL","F",8046,100,"Ex1A"
"M2O324775JER","JOL","F",3332,0,"Ex1A"
"20319692CL","JOL","U",3954,100,"Ex1A"
"M20277369_edm","JOL","U",3582,0,"Ex1A"
"M20288446A.T","JOL","U",21414,0,"Ex1A"
"M20300061AA","JOL","U",3588,0,"Ex1A"
"M20310057","JOL","U",9328,100,"Ex1A"
"M20317488_EBS","JOL","U",2761,100,"Ex1A"
"M20317869CDT","JOL","U",5821,0,"Ex1A"
"M20319488_IDH","JOL","U",4723,100,"Ex1A"
"M20322318","JOL","U",2901,0,"Ex1A"
"M20330812","JOL","U",1750,0,"Ex1A"
"M20331863_TL","JOL","U",3269,100,"Ex1A"
"M20332017!DJ","JOL","U",1106,0,"Ex1A"
"M20333447_MHT","JOL","U",1187,100,"Ex1A"
"M20333764_CG","JOL","U",20594,100,"Ex1A"
"M20335355MK","JOL","U",5806,100,"Ex1A"
"M20336507_mmh","JOL","U",957,0,"Ex1A"
"M20338115","JOL","U",8695,100,"Ex1A"
"M20342696ED","JOL","U",4998,100,"Ex1A"
"M20344322","JOL","U",7461,0,"Ex1A"
"M2O324775JER","JOL","U",3581,100,"Ex1A"
"20319692CL","JOL","M",2766,0,"Ex1A"
"M20277369_edm","JOL","M",3645,100,"Ex1A"
"M20288446A.T","JOL","M",4132,0,"Ex1A"
"M20300061AA","JOL","M",3120,0,"Ex1A"
"M20310057","JOL","M",5878,100,"Ex1A"
"M20317488_EBS","JOL","M",1670,0,"Ex1A"
"M20317869CDT","JOL","M",3254,0,"Ex1A"
"M20319488_IDH","JOL","M",3776,0,"Ex1A"
"M20322318","JOL","M",3134,100,"Ex1A"
"M20330812","JOL","M",3723,0,"Ex1A"
"M20331863_TL","JOL","M",3404,0,"Ex1A"
"M20332017!DJ","JOL","M",2333,0,"Ex1A"
"M20333447_MHT","JOL","M",6290,100,"Ex1A"
"M20333764_CG","JOL","M",7027,0,"Ex1A"
"M20335355MK","JOL","M",7677,100,"Ex1A"
"M20336507_mmh","JOL","M",1736,0,"Ex1A"
"M20338115","JOL","M",9223,100,"Ex1A"
"M20342696ED","JOL","M",22203,0,"Ex1A"
"M20344322","JOL","M",6863,100,"Ex1A"
"M2O324775JER","JOL","M",5590,0,"Ex1A"
"20319692CL","JOL","M",2246,0,"Ex1A"
"M20277369_edm","JOL","M",3339,0,"Ex1A"
"M20288446A.T","JOL","M",3135,100,"Ex1A"
"M20300061AA","JOL","M",1601,0,"Ex1A"
"M20310057","JOL","M",6402,0,"Ex1A"
"M20317488_EBS","JOL","M",4417,0,"Ex1A"
"M20317869CDT","JOL","M",4357,0,"Ex1A"
"M20319488_IDH","JOL","M",4727,0,"Ex1A"
"M20322318","JOL","M",10968,0,"Ex1A"
"M20330812","JOL","M",2973,0,"Ex1A"
"M20331863_TL","JOL","M",2826,0,"Ex1A"
"M20332017!DJ","JOL","M",2096,100,"Ex1A"
"M20333447_MHT","JOL","M",7925,0,"Ex1A"
"M20333764_CG","JOL","M",6266,0,"Ex1A"
"M20335355MK","JOL","M",4360,0,"Ex1A"
"M20336507_mmh","JOL","M",2052,0,"Ex1A"
"M20338115","JOL","M",11405,100,"Ex1A"
"M20342696ED","JOL","M",6198,0,"Ex1A"
"M20344322","JOL","M",12275,0,"Ex1A"
"M2O324775JER","JOL","M",1870,0,"Ex1A"
"20319692CL","JOL","F",3719,100,"Ex1A"
"M20277369_edm","JOL","F",3844,100,"Ex1A"
"M20288446A.T","JOL","F",2132,100,"Ex1A"
"M20300061AA","JOL","F",1960,100,"Ex1A"
"M20310057","JOL","F",5572,100,"Ex1A"
"M20317488_EBS","JOL","F",4184,100,"Ex1A"
"M20317869CDT","JOL","F",3465,100,"Ex1A"
"M20319488_IDH","JOL","F",5583,100,"Ex1A"
"M20322318","JOL","F",2778,100,"Ex1A"
"M20330812","JOL","F",8231,100,"Ex1A"
"M20331863_TL","JOL","F",3068,100,"Ex1A"
"M20332017!DJ","JOL","F",2074,100,"Ex1A"
"M20333447_MHT","JOL","F",3783,100,"Ex1A"
"M20333764_CG","JOL","F",8185,100,"Ex1A"
"M20335355MK","JOL","F",3458,100,"Ex1A"
"M20336507_mmh","JOL","F",2654,0,"Ex1A"
"M20338115","JOL","F",4981,100,"Ex1A"
"M20342696ED","JOL","F",2673,100,"Ex1A"
"M20344322","JOL","F",6755,100,"Ex1A"
"M2O324775JER","JOL","F",2014,100,"Ex1A"
"20319692CL","JOL","U",1899,0,"Ex1A"
"M20277369_edm","JOL","U",2988,0,"Ex1A"
"M20288446A.T","JOL","U",2993,0,"Ex1A"
"M20300061AA","JOL","U",4350,0,"Ex1A"
"M20310057","JOL","U",6421,100,"Ex1A"
"M20317488_EBS","JOL","U",2701,0,"Ex1A"
"M20317869CDT","JOL","U",4571,0,"Ex1A"
"M20319488_IDH","JOL","U",3202,0,"Ex1A"
"M20322318","JOL","U",2888,100,"Ex1A"
"M20330812","JOL","U",4576,0,"Ex1A"
"M20331863_TL","JOL","U",3450,0,"Ex1A"
"M20332017!DJ","JOL","U",2697,0,"Ex1A"
"M20333447_MHT","JOL","U",2492,0,"Ex1A"
"M20333764_CG","JOL","U",19191,0,"Ex1A"
"M20335355MK","JOL","U",5583,0,"Ex1A"
"M20336507_mmh","JOL","U",1603,0,"Ex1A"
"M20338115","JOL","U",4961,100,"Ex1A"
"M20342696ED","JOL","U",78750,0,"Ex1A"
"M20344322","JOL","U",6770,100,"Ex1A"
"M2O324775JER","JOL","U",4569,0,"Ex1A"
"20319692CL","JOL","F",2095,100,"Ex1A"
"M20277369_edm","JOL","F",3270,100,"Ex1A"
"M20288446A.T","JOL","F",14854,0,"Ex1A"
"M20300061AA","JOL","F",1988,100,"Ex1A"
"M20310057","JOL","F",4442,100,"Ex1A"
"M20317488_EBS","JOL","F",2972,100,"Ex1A"
"M20317869CDT","JOL","F",2944,100,"Ex1A"
"M20319488_IDH","JOL","F",13024,100,"Ex1A"
"M20322318","JOL","F",2156,100,"Ex1A"
"M20330812","JOL","F",3550,0,"Ex1A"
"M20331863_TL","JOL","F",3680,0,"Ex1A"
"M20332017!DJ","JOL","F",1867,100,"Ex1A"
"M20333447_MHT","JOL","F",3310,100,"Ex1A"
"M20333764_CG","JOL","F",9691,0,"Ex1A"
"M20335355MK","JOL","F",5739,100,"Ex1A"
"M20336507_mmh","JOL","F",1953,0,"Ex1A"
"M20338115","JOL","F",5009,0,"Ex1A"
"M20342696ED","JOL","F",3808,0,"Ex1A"
"M20344322","JOL","F",7299,100,"Ex1A"
"M2O324775JER","JOL","F",3167,0,"Ex1A"
"20319692CL","JOL","M",2530,100,"Ex1A"
"M20277369_edm","JOL","M",3258,0,"Ex1A"
"M20288446A.T","JOL","M",6391,0,"Ex1A"
"M20300061AA","JOL","M",3665,100,"Ex1A"
"M20310057","JOL","M",5342,100,"Ex1A"
"M20317488_EBS","JOL","M",3136,0,"Ex1A"
"M20317869CDT","JOL","M",4444,0,"Ex1A"
"M20319488_IDH","JOL","M",3488,0,"Ex1A"
"M20322318","JOL","M",2486,0,"Ex1A"
"M20330812","JOL","M",2575,0,"Ex1A"
"M20331863_TL","JOL","M",3338,0,"Ex1A"
"M20332017!DJ","JOL","M",826,100,"Ex1A"
"M20333447_MHT","JOL","M",5795,100,"Ex1A"
"M20333764_CG","JOL","M",6112,100,"Ex1A"
"M20335355MK","JOL","M",3317,100,"Ex1A"
"M20336507_mmh","JOL","M",1360,0,"Ex1A"
"M20338115","JOL","M",8072,0,"Ex1A"
"M20342696ED","JOL","M",3649,0,"Ex1A"
"M20344322","JOL","M",6644,100,"Ex1A"
"M2O324775JER","JOL","M",4891,100,"Ex1A"
"20319692CL","JOL","M",2766,0,"Ex1A"
"M20277369_edm","JOL","M",3420,100,"Ex1A"
"M20288446A.T","JOL","M",3005,0,"Ex1A"
"M20300061AA","JOL","M",2193,0,"Ex1A"
"M20310057","JOL","M",9054,100,"Ex1A"
"M20317488_EBS","JOL","M",2528,0,"Ex1A"
"M20317869CDT","JOL","M",4415,0,"Ex1A"
"M20319488_IDH","JOL","M",3989,0,"Ex1A"
"M20322318","JOL","M",1404,0,"Ex1A"
"M20330812","JOL","M",3286,0,"Ex1A"
"M20331863_TL","JOL","M",2923,0,"Ex1A"
"M20332017!DJ","JOL","M",2139,0,"Ex1A"
"M20333447_MHT","JOL","M",5367,100,"Ex1A"
"M20333764_CG","JOL","M",15693,0,"Ex1A"
"M20335355MK","JOL","M",5543,100,"Ex1A"
"M20336507_mmh","JOL","M",1012,0,"Ex1A"
"M20338115","JOL","M",5850,100,"Ex1A"
"M20342696ED","JOL","M",4130,0,"Ex1A"
"M20344322","JOL","M",13142,100,"Ex1A"
"M2O324775JER","JOL","M",2474,0,"Ex1A"
"20319692CL","JOL","F",2715,100,"Ex1A"
"M20277369_edm","JOL","F",3675,0,"Ex1A"
"M20288446A.T","JOL","F",3139,100,"Ex1A"
"M20300061AA","JOL","F",2878,0,"Ex1A"
"M20310057","JOL","F",6272,100,"Ex1A"
"M20317488_EBS","JOL","F",4861,0,"Ex1A"
"M20317869CDT","JOL","F",4277,100,"Ex1A"
"M20319488_IDH","JOL","F",6263,0,"Ex1A"
"M20322318","JOL","F",3178,0,"Ex1A"
"M20330812","JOL","F",2637,100,"Ex1A"
"M20331863_TL","JOL","F",1516,100,"Ex1A"
"M20332017!DJ","JOL","F",1927,0,"Ex1A"
"M20333447_MHT","JOL","F",4736,0,"Ex1A"
"M20333764_CG","JOL","F",28145,100,"Ex1A"
"M20335355MK","JOL","F",4691,0,"Ex1A"
"M20336507_mmh","JOL","F",1403,0,"Ex1A"
"M20338115","JOL","F",5375,100,"Ex1A"
"M20342696ED","JOL","F",4710,0,"Ex1A"
"M20344322","JOL","F",8984,0,"Ex1A"
"M2O324775JER","JOL","F",6513,100,"Ex1A"
"20326362rlg","JOL","F",2833,100,"Ex1A"
"20330829","JOL","F",9117,100,"Ex1A"
"M20251217_DWR","JOL","F",1868,100,"Ex1A"
"M20299691_mmc","JOL","F",3783,100,"Ex1A"
"M20301524_EA","JOL","F",4879,100,"Ex1A"
"M20316895KC","JOL","F",1790,100,"Ex1A"
"M20317687!","JOL","F",1114,100,"Ex1A"
"M20320387_egh","JOL","F",4809,100,"Ex1A"
"M20320659RW","JOL","F",5188,100,"Ex1A"
"M20323068","JOL","F",1762,100,"Ex1A"
"M20323408_tms","JOL","F",10210,100,"Ex1A"
"M20331588EH","JOL","F",4792,100,"Ex1A"
"M20331829","JOL","F",1026,100,"Ex1A"
"M20332352SE","JOL","F",3454,100,"Ex1A"
"M20337415AM","JOL","F",5810,100,"Ex1A"
"20326362rlg","JOL","M",2488,0,"Ex1A"
"20330829","JOL","M",2899,0,"Ex1A"
"M20251217_DWR","JOL","M",2155,0,"Ex1A"
"M20299691_mmc","JOL","M",4750,100,"Ex1A"
"M20301524_EA","JOL","M",4235,0,"Ex1A"
"M20316895KC","JOL","M",2539,0,"Ex1A"
"M20317687!","JOL","M",763,0,"Ex1A"
"M20320387_egh","JOL","M",2792,0,"Ex1A"
"M20320659RW","JOL","M",5266,100,"Ex1A"
"M20323068","JOL","M",14857,0,"Ex1A"
"M20323408_tms","JOL","M",4572,0,"Ex1A"
"M20331588EH","JOL","M",6257,100,"Ex1A"
"M20331829","JOL","M",820,0,"Ex1A"
"M20332352SE","JOL","M",1365,0,"Ex1A"
"M20337415AM","JOL","M",8389,100,"Ex1A"
"20326362rlg","JOL","M",2722,0,"Ex1A"
"20330829","JOL","M",4157,100,"Ex1A"
"M20251217_DWR","JOL","M",2168,100,"Ex1A"
"M20299691_mmc","JOL","M",4734,100,"Ex1A"
"M20301524_EA","JOL","M",7145,100,"Ex1A"
"M20316895KC","JOL","M",5395,0,"Ex1A"
"M20317687!","JOL","M",1255,0,"Ex1A"
"M20320387_egh","JOL","M",10661,100,"Ex1A"
"M20320659RW","JOL","M",2818,0,"Ex1A"
"M20323068","JOL","M",3485,0,"Ex1A"
"M20323408_tms","JOL","M",9785,100,"Ex1A"
"M20331588EH","JOL","M",5010,100,"Ex1A"
"M20331829","JOL","M",948,0,"Ex1A"
"M20332352SE","JOL","M",2631,0,"Ex1A"
"M20337415AM","JOL","M",9238,0,"Ex1A"
"20326362rlg","JOL","M",2473,100,"Ex1A"
"20330829","JOL","M",4697,100,"Ex1A"
"M20251217_DWR","JOL","M",2489,0,"Ex1A"
"M20299691_mmc","JOL","M",2615,100,"Ex1A"
"M20301524_EA","JOL","M",3925,100,"Ex1A"
"M20316895KC","JOL","M",2428,0,"Ex1A"
"M20317687!","JOL","M",2159,0,"Ex1A"
"M20320387_egh","JOL","M",10596,100,"Ex1A"
"M20320659RW","JOL","M",6335,100,"Ex1A"
"M20323068","JOL","M",3090,0,"Ex1A"
"M20323408_tms","JOL","M",12947,100,"Ex1A"
"M20331588EH","JOL","M",8619,100,"Ex1A"
"M20331829","JOL","M",2802,0,"Ex1A"
"M20332352SE","JOL","M",2949,0,"Ex1A"
"M20337415AM","JOL","M",13031,100,"Ex1A"
"20326362rlg","JOL","U",2811,0,"Ex1A"
"20330829","JOL","U",4066,100,"Ex1A"
"M20251217_DWR","JOL","U",2392,100,"Ex1A"
"M20299691_mmc","JOL","U",3668,100,"Ex1A"
"M20301524_EA","JOL","U",4867,0,"Ex1A"
"M20316895KC","JOL","U",3102,0,"Ex1A"
"M20317687!","JOL","U",1186,0,"Ex1A"
"M20320387_egh","JOL","U",10990,100,"Ex1A"
"M20320659RW","JOL","U",9019,0,"Ex1A"
"M20323068","JOL","U",21223,0,"Ex1A"
"M20323408_tms","JOL","U",5518,100,"Ex1A"
"M20331588EH","JOL","U",6192,100,"Ex1A"
"M20331829","JOL","U",3601,0,"Ex1A"
"M20332352SE","JOL","U",1863,0,"Ex1A"
"M20337415AM","JOL","U",12094,0,"Ex1A"
"20326362rlg","JOL","M",3697,0,"Ex1A"
"20330829","JOL","M",3686,100,"Ex1A"
"M20251217_DWR","JOL","M",1784,0,"Ex1A"
"M20299691_mmc","JOL","M",4047,100,"Ex1A"
"M20301524_EA","JOL","M",5259,100,"Ex1A"
"M20316895KC","JOL","M",7370,100,"Ex1A"
"M20317687!","JOL","M",2245,100,"Ex1A"
"M20320387_egh","JOL","M",21971,0,"Ex1A"
"M20320659RW","JOL","M",7500,100,"Ex1A"
"M20323068","JOL","M",23028,0,"Ex1A"
"M20323408_tms","JOL","M",23207,100,"Ex1A"
"M20331588EH","JOL","M",8081,0,"Ex1A"
"M20331829","JOL","M",1230,0,"Ex1A"
"M20332352SE","JOL","M",2604,0,"Ex1A"
"M20337415AM","JOL","M",19844,100,"Ex1A"
"20326362rlg","JOL","M",2024,100,"Ex1A"
"20330829","JOL","M",4668,100,"Ex1A"
"M20251217_DWR","JOL","M",2581,100,"Ex1A"
"M20299691_mmc","JOL","M",2504,100,"Ex1A"
"M20301524_EA","JOL","M",5043,100,"Ex1A"
"M20316895KC","JOL","M",28288,0,"Ex1A"
"M20317687!","JOL","M",1485,0,"Ex1A"
"M20320387_egh","JOL","M",3219,0,"Ex1A"
"M20320659RW","JOL","M",4254,0,"Ex1A"
"M20323068","JOL","M",2717,0,"Ex1A"
"M20323408_tms","JOL","M",16397,100,"Ex1A"
"M20331588EH","JOL","M",11154,100,"Ex1A"
"M20331829","JOL","M",791,0,"Ex1A"
"M20332352SE","JOL","M",1292,0,"Ex1A"
"M20337415AM","JOL","M",12939,0,"Ex1A"
"20326362rlg","JOL","U",2413,0,"Ex1A"
"20330829","JOL","U",8600,100,"Ex1A"
"M20251217_DWR","JOL","U",3224,0,"Ex1A"
"M20299691_mmc","JOL","U",2661,0,"Ex1A"
"M20301524_EA","JOL","U",6874,0,"Ex1A"
"M20316895KC","JOL","U",3374,0,"Ex1A"
"M20317687!","JOL","U",1138,0,"Ex1A"
"M20320387_egh","JOL","U",3363,0,"Ex1A"
"M20320659RW","JOL","U",8978,100,"Ex1A"
"M20323068","JOL","U",24361,0,"Ex1A"
"M20323408_tms","JOL","U",11679,100,"Ex1A"
"M20331588EH","JOL","U",17162,100,"Ex1A"
"M20331829","JOL","U",889,0,"Ex1A"
"M20332352SE","JOL","U",2068,0,"Ex1A"
"M20337415AM","JOL","U",9831,0,"Ex1A"
"20326362rlg","JOL","F",2428,100,"Ex1A"
"20330829","JOL","F",5558,100,"Ex1A"
"M20251217_DWR","JOL","F",2137,100,"Ex1A"
"M20299691_mmc","JOL","F",6045,100,"Ex1A"
"M20301524_EA","JOL","F",3627,100,"Ex1A"
"M20316895KC","JOL","F",2796,100,"Ex1A"
"M20317687!","JOL","F",2219,100,"Ex1A"
"M20320387_egh","JOL","F",8593,100,"Ex1A"
"M20320659RW","JOL","F",3767,100,"Ex1A"
"M20323068","JOL","F",3226,100,"Ex1A"
"M20323408_tms","JOL","F",4699,100,"Ex1A"
"M20331588EH","JOL","F",4721,100,"Ex1A"
"M20331829","JOL","F",882,100,"Ex1A"
"M20332352SE","JOL","F",1902,100,"Ex1A"
"M20337415AM","JOL","F",8306,100,"Ex1A"
"20326362rlg","JOL","M",2754,0,"Ex1A"
"20330829","JOL","M",3960,100,"Ex1A"
"M20251217_DWR","JOL","M",1974,0,"Ex1A"
"M20299691_mmc","JOL","M",4638,100,"Ex1A"
"M20301524_EA","JOL","M",4603,100,"Ex1A"
"M20316895KC","JOL","M",2549,100,"Ex1A"
"M20317687!","JOL","M",1532,0,"Ex1A"
"M20320387_egh","JOL","M",3737,0,"Ex1A"
"M20320659RW","JOL","M",5909,0,"Ex1A"
"M20323068","JOL","M",10079,0,"Ex1A"
"M20323408_tms","JOL","M",9941,100,"Ex1A"
"M20331588EH","JOL","M",5157,100,"Ex1A"
"M20331829","JOL","M",809,0,"Ex1A"
"M20332352SE","JOL","M",2784,0,"Ex1A"
"M20337415AM","JOL","M",9164,100,"Ex1A"
"20326362rlg","JOL","M",2714,0,"Ex1A"
"20330829","JOL","M",5992,100,"Ex1A"
"M20251217_DWR","JOL","M",3076,0,"Ex1A"
"M20299691_mmc","JOL","M",6006,0,"Ex1A"
"M20301524_EA","JOL","M",14843,100,"Ex1A"
"M20316895KC","JOL","M",26930,0,"Ex1A"
"M20317687!","JOL","M",1112,0,"Ex1A"
"M20320387_egh","JOL","M",3535,0,"Ex1A"
"M20320659RW","JOL","M",6178,100,"Ex1A"
"M20323068","JOL","M",18823,0,"Ex1A"
"M20323408_tms","JOL","M",18992,100,"Ex1A"
"M20331588EH","JOL","M",4940,0,"Ex1A"
"M20331829","JOL","M",801,0,"Ex1A"
"M20332352SE","JOL","M",4076,0,"Ex1A"
"M20337415AM","JOL","M",10448,100,"Ex1A"
"20326362rlg","JOL","U",2315,0,"Ex1A"
"20330829","JOL","U",7234,100,"Ex1A"
"M20251217_DWR","JOL","U",4226,0,"Ex1A"
"M20299691_mmc","JOL","U",4160,0,"Ex1A"
"M20301524_EA","JOL","U",3323,0,"Ex1A"
"M20316895KC","JOL","U",2351,0,"Ex1A"
"M20317687!","JOL","U",889,0,"Ex1A"
"M20320387_egh","JOL","U",3466,0,"Ex1A"
"M20320659RW","JOL","U",7499,0,"Ex1A"
"M20323068","JOL","U",2214,0,"Ex1A"
"M20323408_tms","JOL","U",12631,100,"Ex1A"
"M20331588EH","JOL","U",4676,100,"Ex1A"
"M20331829","JOL","U",882,0,"Ex1A"
"M20332352SE","JOL","U",2423,0,"Ex1A"
"M20337415AM","JOL","U",10766,0,"Ex1A"
"20326362rlg","JOL","U",2650,0,"Ex1A"
"20330829","JOL","U",13350,100,"Ex1A"
"M20251217_DWR","JOL","U",2595,0,"Ex1A"
"M20299691_mmc","JOL","U",5686,100,"Ex1A"
"M20301524_EA","JOL","U",4833,100,"Ex1A"
"M20316895KC","JOL","U",3392,0,"Ex1A"
"M20317687!","JOL","U",8331,0,"Ex1A"
"M20320387_egh","JOL","U",9547,100,"Ex1A"
"M20320659RW","JOL","U",6632,100,"Ex1A"
"M20323068","JOL","U",2275,0,"Ex1A"
"M20323408_tms","JOL","U",622,0,"Ex1A"
"M20331588EH","JOL","U",3906,100,"Ex1A"
"M20331829","JOL","U",744,0,"Ex1A"
"M20332352SE","JOL","U",2942,100,"Ex1A"
"M20337415AM","JOL","U",4937,100,"Ex1A"
"20326362rlg","JOL","M",2371,0,"Ex1A"
"20330829","JOL","M",3671,100,"Ex1A"
"M20251217_DWR","JOL","M",1925,0,"Ex1A"
"M20299691_mmc","JOL","M",4889,0,"Ex1A"
"M20301524_EA","JOL","M",4901,0,"Ex1A"
"M20316895KC","JOL","M",2406,0,"Ex1A"
"M20317687!","JOL","M",830,0,"Ex1A"
"M20320387_egh","JOL","M",13689,100,"Ex1A"
"M20320659RW","JOL","M",6037,100,"Ex1A"
"M20323068","JOL","M",14192,0,"Ex1A"
"M20323408_tms","JOL","M",12904,100,"Ex1A"
"M20331588EH","JOL","M",13216,100,"Ex1A"
"M20331829","JOL","M",843,0,"Ex1A"
"M20332352SE","JOL","M",1929,0,"Ex1A"
"M20337415AM","JOL","M",9280,100,"Ex1A"
"20326362rlg","JOL","M",2237,100,"Ex1A"
"20330829","JOL","M",4363,100,"Ex1A"
