"id","Encoding_Group","Block","Direction","Response.RT","Scored","experiment"
"w10114238","JOL","Study1","M",22143,0,"Ex2A"
"w10128052_dmj","JOL","Study1","M",6017,100,"Ex2A"
"W10140191_LT","JOL","Study1","M",1972,0,"Ex2A"
"W10162483_SMW","JOL","Study1","M",1757,100,"Ex2A"
"w10166759ML","JOL","Study1","M",3179,100,"Ex2A"
"w10167623_lck","JOL","Study1","M",5368,0,"Ex2A"
"w10169983","JOL","Study1","M",7368,0,"Ex2A"
"W10173290_ch","JOL","Study1","M",2314,0,"Ex2A"
"w10176223AP","JOL","Study1","M",3388,0,"Ex2A"
"w10179832","JOL","Study1","M",3135,0,"Ex2A"
"w10179891kl","JOL","Study1","M",3302,0,"Ex2A"
"W10185760_alm","JOL","Study1","M",4832,100,"Ex2A"
"w10188900_kap","JOL","Study1","M",8803,0,"Ex2A"
"W10193296_rd","JOL","Study1","M",2727,100,"Ex2A"
"10070047AS","JOL","Study1","F",428,100,"Ex2A"
"10115512RM","JOL","Study1","F",1419,100,"Ex2A"
"w10099802EM","JOL","Study1","F",2859,100,"Ex2A"
"W10101811TY","JOL","Study1","F",2143,100,"Ex2A"
"w10114238","JOL","Study1","F",5802,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",12186,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",4584,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",2419,100,"Ex2A"
"w10166759ML","JOL","Study1","F",2659,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",2144,100,"Ex2A"
"w10169983","JOL","Study1","F",8565,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",2934,0,"Ex2A"
"w10176223AP","JOL","Study1","F",3265,100,"Ex2A"
"w10179832","JOL","Study1","F",4745,100,"Ex2A"
"w10179891kl","JOL","Study1","F",2741,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",5299,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",3004,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",1646,100,"Ex2A"
"10070047AS","JOL","Study1","U",1458,0,"Ex2A"
"10115512RM","JOL","Study1","U",1766,100,"Ex2A"
"w10099802EM","JOL","Study1","U",4088,0,"Ex2A"
"W10101811TY","JOL","Study1","U",1760,0,"Ex2A"
"w10114238","JOL","Study1","U",13961,100,"Ex2A"
"w10128052_dmj","JOL","Study1","U",2915,100,"Ex2A"
"W10140191_LT","JOL","Study1","U",5215,0,"Ex2A"
"W10162483_SMW","JOL","Study1","U",3940,0,"Ex2A"
"w10166759ML","JOL","Study1","U",2044,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",835,0,"Ex2A"
"w10169983","JOL","Study1","U",4194,0,"Ex2A"
"W10173290_ch","JOL","Study1","U",2748,0,"Ex2A"
"w10176223AP","JOL","Study1","U",4781,0,"Ex2A"
"w10179832","JOL","Study1","U",2357,0,"Ex2A"
"w10179891kl","JOL","Study1","U",3830,0,"Ex2A"
"W10185760_alm","JOL","Study1","U",5416,0,"Ex2A"
"w10188900_kap","JOL","Study1","U",4060,0,"Ex2A"
"W10193296_rd","JOL","Study1","U",2880,0,"Ex2A"
"10070047AS","JOL","Study1","M",1135,0,"Ex2A"
"10115512RM","JOL","Study1","M",1228,0,"Ex2A"
"w10099802EM","JOL","Study1","M",3351,0,"Ex2A"
"W10101811TY","JOL","Study1","M",1926,0,"Ex2A"
"w10114238","JOL","Study1","M",23051,100,"Ex2A"
"w10128052_dmj","JOL","Study1","M",4029,0,"Ex2A"
"W10140191_LT","JOL","Study1","M",6534,100,"Ex2A"
"W10162483_SMW","JOL","Study1","M",3102,0,"Ex2A"
"w10166759ML","JOL","Study1","M",2830,100,"Ex2A"
"w10167623_lck","JOL","Study1","M",20762,0,"Ex2A"
"w10169983","JOL","Study1","M",3905,0,"Ex2A"
"W10173290_ch","JOL","Study1","M",2672,0,"Ex2A"
"w10176223AP","JOL","Study1","M",5117,0,"Ex2A"
"w10179832","JOL","Study1","M",1793,0,"Ex2A"
"w10179891kl","JOL","Study1","M",2935,0,"Ex2A"
"W10185760_alm","JOL","Study1","M",9578,0,"Ex2A"
"w10188900_kap","JOL","Study1","M",2883,0,"Ex2A"
"W10193296_rd","JOL","Study1","M",1083,0,"Ex2A"
"10070047AS","JOL","Study1","U",2361,0,"Ex2A"
"10115512RM","JOL","Study1","U",1630,0,"Ex2A"
"w10099802EM","JOL","Study1","U",2110,0,"Ex2A"
"W10101811TY","JOL","Study1","U",2808,0,"Ex2A"
"w10114238","JOL","Study1","U",27149,0,"Ex2A"
"w10128052_dmj","JOL","Study1","U",3999,0,"Ex2A"
"W10140191_LT","JOL","Study1","U",4392,0,"Ex2A"
"W10162483_SMW","JOL","Study1","U",2087,0,"Ex2A"
"w10166759ML","JOL","Study1","U",5630,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",20294,0,"Ex2A"
"w10169983","JOL","Study1","U",6457,0,"Ex2A"
"W10173290_ch","JOL","Study1","U",5338,0,"Ex2A"
"w10176223AP","JOL","Study1","U",3913,0,"Ex2A"
"w10179832","JOL","Study1","U",4458,0,"Ex2A"
"w10179891kl","JOL","Study1","U",3323,0,"Ex2A"
"W10185760_alm","JOL","Study1","U",9765,100,"Ex2A"
"w10188900_kap","JOL","Study1","U",2569,0,"Ex2A"
"W10193296_rd","JOL","Study1","U",3486,0,"Ex2A"
"10070047AS","JOL","Study1","F",4144,100,"Ex2A"
"10115512RM","JOL","Study1","F",1308,0,"Ex2A"
"w10099802EM","JOL","Study1","F",2910,100,"Ex2A"
"W10101811TY","JOL","Study1","F",3475,0,"Ex2A"
"w10114238","JOL","Study1","F",16154,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",5745,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",2385,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",2760,100,"Ex2A"
"w10166759ML","JOL","Study1","F",3037,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",2536,0,"Ex2A"
"w10169983","JOL","Study1","F",4682,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",2393,0,"Ex2A"
"w10176223AP","JOL","Study1","F",4017,100,"Ex2A"
"w10179832","JOL","Study1","F",2602,0,"Ex2A"
"w10179891kl","JOL","Study1","F",2543,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",5260,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",2874,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",2426,100,"Ex2A"
"10070047AS","JOL","Study1","U",3391,100,"Ex2A"
"10115512RM","JOL","Study1","U",1668,0,"Ex2A"
"w10099802EM","JOL","Study1","U",4282,0,"Ex2A"
"W10101811TY","JOL","Study1","U",2217,0,"Ex2A"
"w10114238","JOL","Study1","U",10702,100,"Ex2A"
"w10128052_dmj","JOL","Study1","U",5242,100,"Ex2A"
"W10140191_LT","JOL","Study1","U",8233,100,"Ex2A"
"W10162483_SMW","JOL","Study1","U",2903,100,"Ex2A"
"w10166759ML","JOL","Study1","U",1626,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",16776,0,"Ex2A"
"w10169983","JOL","Study1","U",3900,100,"Ex2A"
"W10173290_ch","JOL","Study1","U",11274,0,"Ex2A"
"w10176223AP","JOL","Study1","U",2554,0,"Ex2A"
"w10179832","JOL","Study1","U",1666,0,"Ex2A"
"w10179891kl","JOL","Study1","U",4793,100,"Ex2A"
"W10185760_alm","JOL","Study1","U",5503,100,"Ex2A"
"w10188900_kap","JOL","Study1","U",3319,100,"Ex2A"
"W10193296_rd","JOL","Study1","U",639,0,"Ex2A"
"10070047AS","JOL","Study1","U",1266,0,"Ex2A"
"10115512RM","JOL","Study1","U",1560,0,"Ex2A"
"w10099802EM","JOL","Study1","U",3070,0,"Ex2A"
"W10101811TY","JOL","Study1","U",1715,0,"Ex2A"
"w10114238","JOL","Study1","U",33566,100,"Ex2A"
"w10128052_dmj","JOL","Study1","U",151,0,"Ex2A"
"W10140191_LT","JOL","Study1","U",3583,0,"Ex2A"
"W10162483_SMW","JOL","Study1","U",1307,0,"Ex2A"
"w10166759ML","JOL","Study1","U",2250,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",6740,0,"Ex2A"
"w10169983","JOL","Study1","U",4068,100,"Ex2A"
"W10173290_ch","JOL","Study1","U",7878,100,"Ex2A"
"w10176223AP","JOL","Study1","U",2356,0,"Ex2A"
"w10179832","JOL","Study1","U",1399,0,"Ex2A"
"w10179891kl","JOL","Study1","U",2610,0,"Ex2A"
"W10185760_alm","JOL","Study1","U",5820,0,"Ex2A"
"w10188900_kap","JOL","Study1","U",3410,0,"Ex2A"
"W10193296_rd","JOL","Study1","U",1331,100,"Ex2A"
"10070047AS","JOL","Study1","U",1106,0,"Ex2A"
"10115512RM","JOL","Study1","U",1822,0,"Ex2A"
"w10099802EM","JOL","Study1","U",2918,0,"Ex2A"
"W10101811TY","JOL","Study1","U",6726,0,"Ex2A"
"w10114238","JOL","Study1","U",13765,100,"Ex2A"
"w10128052_dmj","JOL","Study1","U",6420,100,"Ex2A"
"W10140191_LT","JOL","Study1","U",4330,100,"Ex2A"
"W10162483_SMW","JOL","Study1","U",1939,0,"Ex2A"
"w10166759ML","JOL","Study1","U",3093,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",22394,100,"Ex2A"
"w10169983","JOL","Study1","U",4653,100,"Ex2A"
"W10173290_ch","JOL","Study1","U",3674,100,"Ex2A"
"w10176223AP","JOL","Study1","U",3517,0,"Ex2A"
"w10179832","JOL","Study1","U",5042,0,"Ex2A"
"w10179891kl","JOL","Study1","U",2852,100,"Ex2A"
"W10185760_alm","JOL","Study1","U",11701,0,"Ex2A"
"w10188900_kap","JOL","Study1","U",4308,100,"Ex2A"
"W10193296_rd","JOL","Study1","U",2415,100,"Ex2A"
"10070047AS","JOL","Study1","F",1806,100,"Ex2A"
"10070047AS","JOL","Study1","F",1421,100,"Ex2A"
"10115512RM","JOL","Study1","F",1232,100,"Ex2A"
"10115512RM","JOL","Study1","F",2048,100,"Ex2A"
"w10099802EM","JOL","Study1","F",3669,100,"Ex2A"
"w10099802EM","JOL","Study1","F",4028,100,"Ex2A"
"W10101811TY","JOL","Study1","F",3376,0,"Ex2A"
"W10101811TY","JOL","Study1","F",1886,0,"Ex2A"
"w10114238","JOL","Study1","F",6154,100,"Ex2A"
"w10114238","JOL","Study1","F",8639,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",4469,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",4371,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",3357,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",2732,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",1884,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",4927,100,"Ex2A"
"w10166759ML","JOL","Study1","F",4745,100,"Ex2A"
"w10166759ML","JOL","Study1","F",2816,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",2768,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",2052,100,"Ex2A"
"w10169983","JOL","Study1","F",3701,100,"Ex2A"
"w10169983","JOL","Study1","F",8271,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",5966,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",5129,100,"Ex2A"
"w10176223AP","JOL","Study1","F",3147,100,"Ex2A"
"w10176223AP","JOL","Study1","F",4653,100,"Ex2A"
"w10179832","JOL","Study1","F",4441,100,"Ex2A"
"w10179832","JOL","Study1","F",3597,100,"Ex2A"
"w10179891kl","JOL","Study1","F",4167,100,"Ex2A"
"w10179891kl","JOL","Study1","F",2943,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",5885,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",111553,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",3001,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",3636,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",800,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",1589,100,"Ex2A"
"10070047AS","JOL","Study1","F",1109,0,"Ex2A"
"10115512RM","JOL","Study1","F",2591,0,"Ex2A"
"w10099802EM","JOL","Study1","F",3165,100,"Ex2A"
"W10101811TY","JOL","Study1","F",1930,0,"Ex2A"
"w10114238","JOL","Study1","F",12875,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",7207,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",1807,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",1720,100,"Ex2A"
"w10166759ML","JOL","Study1","F",2184,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",2702,100,"Ex2A"
"w10169983","JOL","Study1","F",4008,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",2231,100,"Ex2A"
"w10176223AP","JOL","Study1","F",3505,100,"Ex2A"
"w10179832","JOL","Study1","F",4842,100,"Ex2A"
"w10179891kl","JOL","Study1","F",3933,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",5242,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",2952,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",1496,100,"Ex2A"
"10070047AS","JOL","Study1","F",482,0,"Ex2A"
"10115512RM","JOL","Study1","F",1866,0,"Ex2A"
"w10099802EM","JOL","Study1","F",2203,100,"Ex2A"
"W10101811TY","JOL","Study1","F",2497,100,"Ex2A"
"w10114238","JOL","Study1","F",6414,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",1930,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",3451,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",1592,100,"Ex2A"
"w10166759ML","JOL","Study1","F",3392,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",6398,100,"Ex2A"
"w10169983","JOL","Study1","F",4656,0,"Ex2A"
"W10173290_ch","JOL","Study1","F",3078,100,"Ex2A"
"w10176223AP","JOL","Study1","F",3392,100,"Ex2A"
"w10179832","JOL","Study1","F",2640,100,"Ex2A"
"w10179891kl","JOL","Study1","F",4166,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",5359,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",3052,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",1870,100,"Ex2A"
"10070047AS","JOL","Study1","F",1193,100,"Ex2A"
"10115512RM","JOL","Study1","F",1940,0,"Ex2A"
"w10099802EM","JOL","Study1","F",2834,0,"Ex2A"
"W10101811TY","JOL","Study1","F",1517,100,"Ex2A"
"w10114238","JOL","Study1","F",9149,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",3375,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",2144,0,"Ex2A"
"W10162483_SMW","JOL","Study1","F",4781,100,"Ex2A"
"w10166759ML","JOL","Study1","F",2692,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",6480,0,"Ex2A"
"w10169983","JOL","Study1","F",6048,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",2704,100,"Ex2A"
"w10176223AP","JOL","Study1","F",4397,100,"Ex2A"
"w10179832","JOL","Study1","F",1590,100,"Ex2A"
"w10179891kl","JOL","Study1","F",3506,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",5958,0,"Ex2A"
"w10188900_kap","JOL","Study1","F",2978,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",2253,100,"Ex2A"
"10070047AS","JOL","Study1","M",1268,0,"Ex2A"
"10115512RM","JOL","Study1","M",1602,0,"Ex2A"
"w10099802EM","JOL","Study1","M",3317,100,"Ex2A"
"W10101811TY","JOL","Study1","M",3986,0,"Ex2A"
"w10114238","JOL","Study1","M",14764,100,"Ex2A"
"w10128052_dmj","JOL","Study1","M",4411,0,"Ex2A"
"W10140191_LT","JOL","Study1","M",2234,0,"Ex2A"
"W10162483_SMW","JOL","Study1","M",2246,100,"Ex2A"
"w10166759ML","JOL","Study1","M",1635,0,"Ex2A"
"w10167623_lck","JOL","Study1","M",2995,0,"Ex2A"
"w10169983","JOL","Study1","M",5833,100,"Ex2A"
"W10173290_ch","JOL","Study1","M",4884,100,"Ex2A"
"w10176223AP","JOL","Study1","M",5662,0,"Ex2A"
"w10179832","JOL","Study1","M",1832,0,"Ex2A"
"w10179891kl","JOL","Study1","M",4222,0,"Ex2A"
"W10185760_alm","JOL","Study1","M",11930,0,"Ex2A"
"w10188900_kap","JOL","Study1","M",2557,0,"Ex2A"
"W10193296_rd","JOL","Study1","M",2975,100,"Ex2A"
"10070047AS","JOL","Study1","F",701,100,"Ex2A"
"10115512RM","JOL","Study1","F",1322,100,"Ex2A"
"w10099802EM","JOL","Study1","F",3058,100,"Ex2A"
"W10101811TY","JOL","Study1","F",2048,100,"Ex2A"
"w10114238","JOL","Study1","F",25302,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",2863,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",2852,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",2886,100,"Ex2A"
"w10166759ML","JOL","Study1","F",2338,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",2456,100,"Ex2A"
"w10169983","JOL","Study1","F",4172,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",10036,0,"Ex2A"
"w10176223AP","JOL","Study1","F",3118,0,"Ex2A"
"w10179832","JOL","Study1","F",1844,100,"Ex2A"
"w10179891kl","JOL","Study1","F",2342,100,"Ex2A"
"W10185760_alm","JOL","Study1","F",4349,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",2841,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",2082,100,"Ex2A"
"10070047AS","JOL","Study1","U",2083,0,"Ex2A"
"10115512RM","JOL","Study1","U",3541,0,"Ex2A"
"w10099802EM","JOL","Study1","U",5131,0,"Ex2A"
"W10101811TY","JOL","Study1","U",2730,0,"Ex2A"
"w10114238","JOL","Study1","U",10548,100,"Ex2A"
"w10128052_dmj","JOL","Study1","U",4421,100,"Ex2A"
"W10140191_LT","JOL","Study1","U",7042,100,"Ex2A"
"W10162483_SMW","JOL","Study1","U",3010,0,"Ex2A"
"w10166759ML","JOL","Study1","U",2365,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",2615,0,"Ex2A"
"w10169983","JOL","Study1","U",4642,100,"Ex2A"
"W10173290_ch","JOL","Study1","U",2698,0,"Ex2A"
"w10176223AP","JOL","Study1","U",3285,0,"Ex2A"
"w10179832","JOL","Study1","U",3093,0,"Ex2A"
"w10179891kl","JOL","Study1","U",3759,0,"Ex2A"
"W10185760_alm","JOL","Study1","U",6745,0,"Ex2A"
"w10188900_kap","JOL","Study1","U",3613,100,"Ex2A"
"W10193296_rd","JOL","Study1","U",1964,100,"Ex2A"
"10070047AS","JOL","Study1","U",1985,0,"Ex2A"
"10115512RM","JOL","Study1","U",1633,0,"Ex2A"
"w10099802EM","JOL","Study1","U",3469,0,"Ex2A"
"W10101811TY","JOL","Study1","U",2697,0,"Ex2A"
"w10114238","JOL","Study1","U",19244,0,"Ex2A"
"w10128052_dmj","JOL","Study1","U",5828,0,"Ex2A"
"W10140191_LT","JOL","Study1","U",3984,0,"Ex2A"
"W10162483_SMW","JOL","Study1","U",3464,0,"Ex2A"
"w10166759ML","JOL","Study1","U",4192,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",2039,0,"Ex2A"
"w10169983","JOL","Study1","U",7078,0,"Ex2A"
"W10173290_ch","JOL","Study1","U",4536,0,"Ex2A"
"w10176223AP","JOL","Study1","U",5247,100,"Ex2A"
"w10179832","JOL","Study1","U",4231,0,"Ex2A"
"w10179891kl","JOL","Study1","U",3118,0,"Ex2A"
"W10185760_alm","JOL","Study1","U",6949,0,"Ex2A"
"w10188900_kap","JOL","Study1","U",2988,0,"Ex2A"
"W10193296_rd","JOL","Study1","U",2046,0,"Ex2A"
"10070047AS","JOL","Study1","F",3546,100,"Ex2A"
"10115512RM","JOL","Study1","F",1243,0,"Ex2A"
"w10099802EM","JOL","Study1","F",2578,100,"Ex2A"
"W10101811TY","JOL","Study1","F",1939,0,"Ex2A"
"w10114238","JOL","Study1","F",11382,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",53815,0,"Ex2A"
"W10140191_LT","JOL","Study1","F",2998,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",5397,100,"Ex2A"
"w10166759ML","JOL","Study1","F",2270,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",2465,100,"Ex2A"
"w10169983","JOL","Study1","F",4062,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",2259,0,"Ex2A"
"w10176223AP","JOL","Study1","F",4554,100,"Ex2A"
"w10179832","JOL","Study1","F",2330,100,"Ex2A"
"w10179891kl","JOL","Study1","F",3564,0,"Ex2A"
"W10185760_alm","JOL","Study1","F",4420,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",2925,0,"Ex2A"
"W10193296_rd","JOL","Study1","F",1372,100,"Ex2A"
"10070047AS","JOL","Study1","U",862,0,"Ex2A"
"10115512RM","JOL","Study1","U",480,0,"Ex2A"
"w10099802EM","JOL","Study1","U",2296,0,"Ex2A"
"W10101811TY","JOL","Study1","U",3181,0,"Ex2A"
"w10114238","JOL","Study1","U",8287,0,"Ex2A"
"w10128052_dmj","JOL","Study1","U",6747,0,"Ex2A"
"W10140191_LT","JOL","Study1","U",3409,0,"Ex2A"
"W10162483_SMW","JOL","Study1","U",1149,0,"Ex2A"
"w10166759ML","JOL","Study1","U",1924,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",24792,0,"Ex2A"
"w10169983","JOL","Study1","U",4873,0,"Ex2A"
"W10173290_ch","JOL","Study1","U",2527,0,"Ex2A"
"w10176223AP","JOL","Study1","U",1956,0,"Ex2A"
"w10179832","JOL","Study1","U",1983,0,"Ex2A"
"w10179891kl","JOL","Study1","U",2388,0,"Ex2A"
"W10185760_alm","JOL","Study1","U",8141,100,"Ex2A"
"w10188900_kap","JOL","Study1","U",2914,0,"Ex2A"
"W10193296_rd","JOL","Study1","U",2479,100,"Ex2A"
"10070047AS","JOL","Study1","U",2510,0,"Ex2A"
"10115512RM","JOL","Study1","U",1371,0,"Ex2A"
"w10099802EM","JOL","Study1","U",3164,0,"Ex2A"
"W10101811TY","JOL","Study1","U",3722,0,"Ex2A"
"w10114238","JOL","Study1","U",17871,0,"Ex2A"
"w10128052_dmj","JOL","Study1","U",6279,0,"Ex2A"
"W10140191_LT","JOL","Study1","U",4900,0,"Ex2A"
"W10162483_SMW","JOL","Study1","U",2087,0,"Ex2A"
"w10166759ML","JOL","Study1","U",14025,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",2152,100,"Ex2A"
"w10169983","JOL","Study1","U",6798,0,"Ex2A"
"W10173290_ch","JOL","Study1","U",4215,0,"Ex2A"
"w10176223AP","JOL","Study1","U",8327,100,"Ex2A"
"w10179832","JOL","Study1","U",4074,0,"Ex2A"
"w10179891kl","JOL","Study1","U",3859,100,"Ex2A"
"W10185760_alm","JOL","Study1","U",5819,100,"Ex2A"
"w10188900_kap","JOL","Study1","U",3194,0,"Ex2A"
"W10193296_rd","JOL","Study1","U",1063,0,"Ex2A"
"10070047AS","JOL","Study1","F",935,0,"Ex2A"
"10115512RM","JOL","Study1","F",5520,0,"Ex2A"
"w10099802EM","JOL","Study1","F",2952,100,"Ex2A"
"W10101811TY","JOL","Study1","F",3907,100,"Ex2A"
"w10114238","JOL","Study1","F",7312,100,"Ex2A"
"w10128052_dmj","JOL","Study1","F",3357,100,"Ex2A"
"W10140191_LT","JOL","Study1","F",2955,100,"Ex2A"
"W10162483_SMW","JOL","Study1","F",5259,100,"Ex2A"
"w10166759ML","JOL","Study1","F",2602,100,"Ex2A"
"w10167623_lck","JOL","Study1","F",4427,100,"Ex2A"
"w10169983","JOL","Study1","F",4170,100,"Ex2A"
"W10173290_ch","JOL","Study1","F",2499,100,"Ex2A"
"w10176223AP","JOL","Study1","F",7566,100,"Ex2A"
"w10179832","JOL","Study1","F",4639,0,"Ex2A"
"w10179891kl","JOL","Study1","F",2804,0,"Ex2A"
"W10185760_alm","JOL","Study1","F",5319,100,"Ex2A"
"w10188900_kap","JOL","Study1","F",2829,100,"Ex2A"
"W10193296_rd","JOL","Study1","F",2794,100,"Ex2A"
"10070047AS","JOL","Study1","U",5228,100,"Ex2A"
"10115512RM","JOL","Study1","U",1778,0,"Ex2A"
"w10099802EM","JOL","Study1","U",5202,100,"Ex2A"
"W10101811TY","JOL","Study1","U",5293,0,"Ex2A"
"w10114238","JOL","Study1","U",16294,100,"Ex2A"
"w10128052_dmj","JOL","Study1","U",5186,100,"Ex2A"
"W10140191_LT","JOL","Study1","U",6389,100,"Ex2A"
"W10162483_SMW","JOL","Study1","U",5041,100,"Ex2A"
"w10166759ML","JOL","Study1","U",2045,0,"Ex2A"
"w10167623_lck","JOL","Study1","U",8161,0,"Ex2A"
"w10169983","JOL","Study1","U",4223,100,"Ex2A"
"W10173290_ch","JOL","Study1","U",2574,100,"Ex2A"
"w10176223AP","JOL","Study1","U",3710,100,"Ex2A"
"w10179832","JOL","Study1","U",2519,0,"Ex2A"
"w10179891kl","JOL","Study1","U",3291,0,"Ex2A"
"W10185760_alm","JOL","Study1","U",6102,100,"Ex2A"
"w10188900_kap","JOL","Study1","U",4449,100,"Ex2A"
"W10193296_rd","JOL","Study1","U",4018,100,"Ex2A"
"10070047AS","JOL","Study1","M",5042,0,"Ex2A"
"10115512RM","JOL","Study1","M",1477,0,"Ex2A"
"w10099802EM","JOL","Study1","M",4789,0,"Ex2A"
"W10101811TY","JOL","Study1","M",2019,0,"Ex2A"
"w10114238","JOL","Study1","M",14858,100,"Ex2A"
"w10128052_dmj","JOL","Study1","M",2077,0,"Ex2A"
"W10140191_LT","JOL","Study1","M",2206,100,"Ex2A"
"W10162483_SMW","JOL","Study1","M",4348,100,"Ex2A"
"w10166759ML","JOL","Study1","M",6923,0,"Ex2A"
"w10167623_lck","JOL","Study1","M",3389,0,"Ex2A"
"w10169983","JOL","Study1","M",7151,0,"Ex2A"
"W10173290_ch","JOL","Study1","M",7119,100,"Ex2A"
"w10176223AP","JOL","Study1","M",3667,0,"Ex2A"
"w10179832","JOL","Study1","M",1896,0,"Ex2A"
"w10179891kl","JOL","Study1","M",4728,0,"Ex2A"
"W10185760_alm","JOL","Study1","M",5879,100,"Ex2A"
"w10188900_kap","JOL","Study1","M",3994,100,"Ex2A"
"W10193296_rd","JOL","Study1","M",1707,100,"Ex2A"
"10070047AS","JOL","Study1","M",1649,0,"Ex2A"
"10115512RM","JOL","Study1","M",1323,0,"Ex2A"
"w10099802EM","JOL","Study1","M",5010,0,"Ex2A"
"W10101811TY","JOL","Study1","M",2037,0,"Ex2A"
"w10114238","JOL","Study1","M",22002,100,"Ex2A"
"w10128052_dmj","JOL","Study1","M",3956,0,"Ex2A"
"W10140191_LT","JOL","Study1","M",5072,0,"Ex2A"
"W10162483_SMW","JOL","Study1","M",2830,0,"Ex2A"
"w10166759ML","JOL","Study1","M",2451,0,"Ex2A"
"w10167623_lck","JOL","Study1","M",2175,0,"Ex2A"
"w10169983","JOL","Study1","M",4156,0,"Ex2A"
"W10173290_ch","JOL","Study1","M",2976,0,"Ex2A"
"w10176223AP","JOL","Study1","M",2822,0,"Ex2A"
"w10179832","JOL","Study1","M",1915,0,"Ex2A"
"w10179891kl","JOL","Study1","M",2740,0,"Ex2A"
"W10185760_alm","JOL","Study1","M",6960,0,"Ex2A"
"w10188900_kap","JOL","Study1","M",3195,0,"Ex2A"
"W10193296_rd","JOL","Study1","M",2604,0,"Ex2A"
"10070047AS","JOL","Study1","F",3436,100,"Ex2A"
"10115512RM","JOL","Study1","F",1595,100,"Ex2A"
"w10099802EM","JOL","Study1","F",3453,100,"Ex2A"
