"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.RT","Procedure.Shuffle.1","source"
"M20320231_MMS","tack","ball","0.25",0,1,"Read","hard","Study1","M","Study Phase",3482,"Recall1","MSU"
"M20333893_HRR","","ball","0",0,1,"Read","hard","Study1","M","Study Phase",1956,"Recall1","MSU"
"M20333927NNN","ball","ball","1",1,1,"Read","hard","Study1","M","Study Phase",2043,"Recall1","MSU"
"M20342347","mart","ball","0.25",0,1,"Read","hard","Study1","M","Study Phase",1480,"Recall1","MSU"
"m20344614_tmw","push","ball","0",0,1,"Read","hard","Study1","M","Study Phase",1273,"Recall1","MSU"
"20337845D.A.","mule","tire","0.25",0,1,"Read","horse","Study1","M","Study Phase",2300,"Recall1","MSU"
"M20278234LVG","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",4869,"Recall1","MSU"
"M20316504APG","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",7427,"Recall1","MSU"
"M20320231_MMS","guess","tire","0.2",0,1,"Read","horse","Study1","M","Study Phase",4202,"Recall1","MSU"
"M20333893_HRR","","tire","0",0,1,"Read","horse","Study1","M","Study Phase",2429,"Recall1","MSU"
"M20333927NNN","mule","tire","0.25",0,1,"Read","horse","Study1","M","Study Phase",892,"Recall1","MSU"
"M20342347","donkey","tire","0.166666666666667",0,1,"Read","horse","Study1","M","Study Phase",1445,"Recall1","MSU"
"m20344614_tmw","animal","tire","0.166666666666667",0,1,"Read","horse","Study1","M","Study Phase",1153,"Recall1","MSU"
"20337845D.A.","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",3865,"Recall1","MSU"
"M20278234LVG","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",3054,"Recall1","MSU"
"M20316504APG","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",6508,"Recall1","MSU"
"M20320231_MMS","oral","clean","0.4",0,1,"Read","hygiene","Study1","F","Study Phase",2792,"Recall1","MSU"
"M20333893_HRR","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",1883,"Recall1","MSU"
"M20333927NNN","shower","clean","0.166666666666667",0,1,"Read","hygiene","Study1","F","Study Phase",1322,"Recall1","MSU"
"M20342347","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",2486,"Recall1","MSU"
"m20344614_tmw","clean","clean","1",1,1,"Read","hygiene","Study1","F","Study Phase",1048,"Recall1","MSU"
"20337845D.A.","chain","rod","0",0,1,"Read","keys","Study1","U","Study Phase",1806,"Recall1","MSU"
"M20278234LVG","jingle","rod","0",0,1,"Read","keys","Study1","U","Study Phase",2790,"Recall1","MSU"
"M20316504APG","","rod","0",0,1,"Read","keys","Study1","U","Study Phase",6016,"Recall1","MSU"
"M20320231_MMS","pole","rod","0.25",0,1,"Read","keys","Study1","U","Study Phase",2380,"Recall1","MSU"
"M20333893_HRR","hand","rod","0.25",0,1,"Read","keys","Study1","U","Study Phase",3282,"Recall1","MSU"
"M20333927NNN","car","rod","0.333333333333333",0,1,"Read","keys","Study1","U","Study Phase",1296,"Recall1","MSU"
"M20342347","car","rod","0.333333333333333",0,1,"Read","keys","Study1","U","Study Phase",2717,"Recall1","MSU"
"m20344614_tmw","car","rod","0.333333333333333",0,1,"Read","keys","Study1","U","Study Phase",1732,"Recall1","MSU"
"20337845D.A.","predator","flag","0.125",0,1,"Read","lion","Study1","M","Study Phase",1203,"Recall1","MSU"
"M20278234LVG","keys","flag","0",0,1,"Read","lion","Study1","M","Study Phase",3901,"Recall1","MSU"
"M20316504APG","picture","flag","0",0,1,"Read","lion","Study1","M","Study Phase",5460,"Recall1","MSU"
"M20320231_MMS","what","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",1425,"Recall1","MSU"
"M20333893_HRR","sign","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",2170,"Recall1","MSU"
"M20333927NNN","zoo","flag","0",0,1,"Read","lion","Study1","M","Study Phase",2097,"Recall1","MSU"
"M20342347","bear","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",2883,"Recall1","MSU"
"m20344614_tmw","love","flag","0.25",0,1,"Read","lion","Study1","M","Study Phase",1609,"Recall1","MSU"
"20337845D.A.","heard","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",2018,"Recall1","MSU"
"M20278234LVG","hearing","fiction","0.285714285714286",0,1,"Read","listen","Study1","U","Study Phase",3412,"Recall1","MSU"
"M20316504APG","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",5739,"Recall1","MSU"
"M20320231_MMS","nope","fiction","0.285714285714286",0,1,"Read","listen","Study1","U","Study Phase",11241,"Recall1","MSU"
"M20333893_HRR","","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",1867,"Recall1","MSU"
"M20333927NNN","hear","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",2677,"Recall1","MSU"
"M20342347","speak","fiction","0",0,1,"Read","listen","Study1","U","Study Phase",2010,"Recall1","MSU"
"m20344614_tmw","talk","fiction","0.142857142857143",0,1,"Read","listen","Study1","U","Study Phase",1321,"Recall1","MSU"
"20337845D.A.","box","trash","0",0,1,"Read","litter","Study1","F","Study Phase",936,"Recall1","MSU"
"M20278234LVG","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase",3160,"Recall1","MSU"
"M20316504APG","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase",5685,"Recall1","MSU"
"M20320231_MMS","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase",3209,"Recall1","MSU"
"M20333893_HRR","","trash","0",0,1,"Read","litter","Study1","F","Study Phase",2066,"Recall1","MSU"
"M20333927NNN","cat","trash","0.4",0,1,"Read","litter","Study1","F","Study Phase",1598,"Recall1","MSU"
"M20342347","bitter","trash","0.333333333333333",0,1,"Read","litter","Study1","F","Study Phase",1486,"Recall1","MSU"
"m20344614_tmw","trash","trash","1",1,1,"Read","litter","Study1","F","Study Phase",1707,"Recall1","MSU"
"20337845D.A.","lost","phone","0.2",0,1,"Read","maze","Study1","U","Study Phase",1409,"Recall1","MSU"
"M20278234LVG","corn","phone","0.4",0,1,"Read","maze","Study1","U","Study Phase",3500,"Recall1","MSU"
"M20316504APG","phones","phone","0.833333333333333",1,1,"Read","maze","Study1","U","Study Phase",7353,"Recall1","MSU"
"M20320231_MMS","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase",3987,"Recall1","MSU"
"M20333893_HRR","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase",2803,"Recall1","MSU"
"M20333927NNN","phone","phone","1",1,1,"Read","maze","Study1","U","Study Phase",1379,"Recall1","MSU"
"M20342347","run","phone","0.2",0,1,"Read","maze","Study1","U","Study Phase",8847,"Recall1","MSU"
"m20344614_tmw","trap","phone","0.2",0,1,"Read","maze","Study1","U","Study Phase",1000,"Recall1","MSU"
"20337845D.A.","eat","keys","0.25",0,1,"Read","meat","Study1","U","Study Phase",831,"Recall1","MSU"
"M20278234LVG","","keys","0",0,1,"Read","meat","Study1","U","Study Phase",5316,"Recall1","MSU"
"M20316504APG","","keys","0",0,1,"Read","meat","Study1","U","Study Phase",7484,"Recall1","MSU"
"M20320231_MMS","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase",3036,"Recall1","MSU"
"M20333893_HRR","keys","keys","1",1,1,"Read","meat","Study1","U","Study Phase",2247,"Recall1","MSU"
"M20333927NNN","raw","keys","0",0,1,"Read","meat","Study1","U","Study Phase",1130,"Recall1","MSU"
"M20342347","cook","keys","0.25",0,1,"Read","meat","Study1","U","Study Phase",3463,"Recall1","MSU"
"m20344614_tmw","sign","keys","0.25",0,1,"Read","meat","Study1","U","Study Phase",1519,"Recall1","MSU"
"20337845D.A.","reflection","maroon","0.3",0,1,"Read","mirror","Study1","U","Study Phase",31372,"Recall1","MSU"
"M20278234LVG","maroon","maroon","1",1,1,"Read","mirror","Study1","U","Study Phase",3938,"Recall1","MSU"
"M20316504APG","maroon","maroon","1",1,1,"Read","mirror","Study1","U","Study Phase",5658,"Recall1","MSU"
"M20320231_MMS","maroon","maroon","1",1,1,"Read","mirror","Study1","U","Study Phase",4658,"Recall1","MSU"
"M20333893_HRR","","maroon","0",0,1,"Read","mirror","Study1","U","Study Phase",3128,"Recall1","MSU"
"M20333927NNN","gaze","maroon","0.166666666666667",0,1,"Read","mirror","Study1","U","Study Phase",1333,"Recall1","MSU"
"M20342347","car","maroon","0.333333333333333",0,1,"Read","mirror","Study1","U","Study Phase",7285,"Recall1","MSU"
"m20344614_tmw","store","maroon","0.333333333333333",0,1,"Read","mirror","Study1","U","Study Phase",1261,"Recall1","MSU"
"20337845D.A.","horse","donkey","0.333333333333333",0,1,"Read","mule","Study1","F","Study Phase",1258,"Recall1","MSU"
"20337845D.A.","ride","donkey","0.333333333333333",0,1,"Read","mule","Study1","F","Study Phase",986,"Recall1","MSU"
"M20278234LVG","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",6381,"Recall1","MSU"
"M20278234LVG","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",4143,"Recall1","MSU"
"M20316504APG","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",5745,"Recall1","MSU"
"M20316504APG","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",5314,"Recall1","MSU"
"M20320231_MMS","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",3024,"Recall1","MSU"
"M20320231_MMS","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",4002,"Recall1","MSU"
"M20333893_HRR","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",2026,"Recall1","MSU"
"M20333893_HRR","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",1512,"Recall1","MSU"
"M20333927NNN","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",1733,"Recall1","MSU"
"M20333927NNN","horse","donkey","0.333333333333333",0,1,"Read","mule","Study1","F","Study Phase",1024,"Recall1","MSU"
"M20342347","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",1333,"Recall1","MSU"
"M20342347","donkey","donkey","1",1,1,"Read","mule","Study1","F","Study Phase",1331,"Recall1","MSU"
"m20344614_tmw","keys","donkey","0.5",0,1,"Read","mule","Study1","F","Study Phase",1814,"Recall1","MSU"
"m20344614_tmw","keys","donkey","0.5",0,1,"Read","mule","Study1","F","Study Phase",2382,"Recall1","MSU"
"20337845D.A.","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",1263,"Recall1","MSU"
"M20278234LVG","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",4497,"Recall1","MSU"
"M20316504APG","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",1997,"Recall1","MSU"
"M20320231_MMS","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",4689,"Recall1","MSU"
"M20333893_HRR","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",7637,"Recall1","MSU"
"M20333927NNN","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",1494,"Recall1","MSU"
"M20342347","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",2642,"Recall1","MSU"
"m20344614_tmw","sleep","sleep","1",1,1,"Read","nap","Study1","F","Study Phase",1038,"Recall1","MSU"
"20337845D.A.","idk","flower","0",0,1,"Read","orchid","Study1","F","Study Phase",837,"Recall1","MSU"
"M20278234LVG","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase",4640,"Recall1","MSU"
"M20316504APG","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase",5646,"Recall1","MSU"
"M20320231_MMS","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase",41819,"Recall1","MSU"
"M20333893_HRR","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase",1638,"Recall1","MSU"
"M20333927NNN","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase",2490,"Recall1","MSU"
"M20342347","flower","flower","1",1,1,"Read","orchid","Study1","F","Study Phase",1955,"Recall1","MSU"
"m20344614_tmw","bird","flower","0.166666666666667",0,1,"Read","orchid","Study1","F","Study Phase",2143,"Recall1","MSU"
"20337845D.A.","tree","plant","0.2",0,1,"Read","root","Study1","F","Study Phase",1408,"Recall1","MSU"
"M20278234LVG","beer","plant","0",0,1,"Read","root","Study1","F","Study Phase",2946,"Recall1","MSU"
"M20316504APG","","plant","0",0,1,"Read","root","Study1","F","Study Phase",6911,"Recall1","MSU"
"M20320231_MMS","plant","plant","1",1,1,"Read","root","Study1","F","Study Phase",3131,"Recall1","MSU"
"M20333893_HRR","plant","plant","1",1,1,"Read","root","Study1","F","Study Phase",1842,"Recall1","MSU"
"M20333927NNN","tree","plant","0.2",0,1,"Read","root","Study1","F","Study Phase",1191,"Recall1","MSU"
"M20342347","","plant","0",0,1,"Read","root","Study1","F","Study Phase",1992,"Recall1","MSU"
"m20344614_tmw","word","plant","0",0,1,"Read","root","Study1","F","Study Phase",1327,"Recall1","MSU"
"20337845D.A.","soft","worm","0.25",0,1,"Read","rough","Study1","M","Study Phase",1612,"Recall1","MSU"
"M20278234LVG","","worm","0",0,1,"Read","rough","Study1","M","Study Phase",3081,"Recall1","MSU"
"M20316504APG","","worm","0",0,1,"Read","rough","Study1","M","Study Phase",9704,"Recall1","MSU"
"M20320231_MMS","skin","worm","0",0,1,"Read","rough","Study1","M","Study Phase",4172,"Recall1","MSU"
"M20333893_HRR","","worm","0",0,1,"Read","rough","Study1","M","Study Phase",1840,"Recall1","MSU"
"M20333927NNN","tough","worm","0.2",0,1,"Read","rough","Study1","M","Study Phase",1498,"Recall1","MSU"
"M20342347","mark","worm","0.5",0,1,"Read","rough","Study1","M","Study Phase",4999,"Recall1","MSU"
"m20344614_tmw","fight","worm","0",0,1,"Read","rough","Study1","M","Study Phase",2277,"Recall1","MSU"
"20337845D.A.","head","head","1",1,1,"Read","scalp","Study1","F","Study Phase",1311,"Recall1","MSU"
"M20278234LVG","head","head","1",1,1,"Read","scalp","Study1","F","Study Phase",2217,"Recall1","MSU"
"M20316504APG","head","head","1",1,1,"Read","scalp","Study1","F","Study Phase",6165,"Recall1","MSU"
"M20320231_MMS","head","head","1",1,1,"Read","scalp","Study1","F","Study Phase",4081,"Recall1","MSU"
"M20333893_HRR","head","head","1",1,1,"Read","scalp","Study1","F","Study Phase",1559,"Recall1","MSU"
"M20333927NNN","root","head","0",0,1,"Read","scalp","Study1","F","Study Phase",1208,"Recall1","MSU"
"M20342347","head","head","1",1,1,"Read","scalp","Study1","F","Study Phase",4672,"Recall1","MSU"
"m20344614_tmw","hair","head","0.5",0,1,"Read","scalp","Study1","F","Study Phase",1381,"Recall1","MSU"
"20337845D.A.","idk","shake","0.2",0,1,"Read","shell","Study1","U","Study Phase",1339,"Recall1","MSU"
"M20278234LVG","shake","shake","1",1,1,"Read","shell","Study1","U","Study Phase",2910,"Recall1","MSU"
"M20316504APG","shake","shake","1",1,1,"Read","shell","Study1","U","Study Phase",5679,"Recall1","MSU"
"M20320231_MMS","shake","shake","1",1,1,"Read","shell","Study1","U","Study Phase",8535,"Recall1","MSU"
"M20333893_HRR","shake","shake","1",1,1,"Read","shell","Study1","U","Study Phase",2180,"Recall1","MSU"
"M20333927NNN","sea","shake","0.6",0,1,"Read","shell","Study1","U","Study Phase",2818,"Recall1","MSU"
"M20342347","see","shake","0.4",0,1,"Read","shell","Study1","U","Study Phase",1095,"Recall1","MSU"
"m20344614_tmw","fish","shake","0.4",0,1,"Read","shell","Study1","U","Study Phase",1230,"Recall1","MSU"
"20337845D.A.","pen","tick","0",0,1,"Read","sign","Study1","U","Study Phase",1628,"Recall1","MSU"
"M20278234LVG","language","tick","0",0,1,"Read","sign","Study1","U","Study Phase",5733,"Recall1","MSU"
